DiseaseID	DiseaseName	SourceName	SourceID
UMLS:C0027709	Nephrocalcinosis	Human Phenotype Ontology	HP:0000121
UMLS:C0027719	Nephrosclerosis	MONDO	MONDO:0006044
UMLS:C0027720	Nephrosis	MONDO	MONDO:0002331
UMLS:C0027721	Minimal change disease	NCBI curation	
UMLS:C0027726	Nephrotic syndrome	MONDO	MONDO:0005377
UMLS:C0027746	Neurodegeneration	Human Phenotype Ontology	HP:0002180
UMLS:C0027765	Disorder of nervous system	NCBI curation	
UMLS:C0027766	Neoplasm of the nervous system	Human Phenotype Ontology	HP:0004375
UMLS:C0027794	Neural tube defect	MONDO	MONDO:0018075
UMLS:C0027796	Neuralgia	MONDO	MONDO:0021667
UMLS:C0027806	Neurenteric cyst	MONDO	MONDO:0017087
UMLS:C0027809	Schwannoma	MONDO	MONDO:0002546
UMLS:C0027813	Neuritis	MONDO	MONDO:0002122
UMLS:C0027819	Neuroblastoma	MONDO	MONDO:0005072
UMLS:C0027822	Neurodermatitis	MONDO	MONDO:0006585
UMLS:C0027830	Neurofibroma	MONDO	MONDO:0016755
UMLS:C0027831	Neurofibromatosis, type 1		
UMLS:C0027832	Neurofibromatosis, type 2		
UMLS:C0027849	Neuroleptic malignant syndrome	MONDO	MONDO:0019790
UMLS:C0027858	Neuroma	MONDO	MONDO:0002173
UMLS:C0027859	Acoustic neuroma	MONDO	MONDO:0001569
UMLS:C0027868	Neuromuscular disease	MONDO	MONDO:0019056
UMLS:C0027873	Neuromyelitis optica	MONDO	MONDO:0019100
UMLS:C0027877	Neuronal ceroid lipofuscinosis	MONDO	MONDO:0016295
UMLS:C0027881	Neuronitis	MONDO	MONDO:0004466
UMLS:C0027888	Hereditary motor and sensory neuropathy	MONDO	MONDO:0015358
UMLS:C0027889	Hereditary sensory and autonomic neuropathy	Orphanet	ORPHA140471
UMLS:C0027927	Neurosyphilis	MONDO	MONDO:0004944
UMLS:C0027960	Nevus	Human Phenotype Ontology	HP:0003764
UMLS:C0027961	Nevus of Ota	MONDO	MONDO:0016984
UMLS:C0027962	Melanocytic nevus	MONDO	MONDO:0005073
UMLS:C0027983	Newcastle disease	MONDO	MONDO:0005875
UMLS:C0028043	Nicotine addiction	Human Phenotype Ontology	HP:0033543
UMLS:C0028064	Sphingomyelin/cholesterol lipidosis		
UMLS:C0028077	Night blindness	MONDO	MONDO:0004588
UMLS:C0028081	Night sweats	Human Phenotype Ontology	HP:0030166
UMLS:C0028242	Nocardiosis	MONDO	MONDO:0017776
UMLS:C0028271	Cancrum oris		
UMLS:C0028283	Non-autoimmune hemolytic anemia	MONDO	MONDO:0021559
UMLS:C0028326	Noonan syndrome	MONDO	MONDO:0018997
UMLS:C0028425	Norwegian scabies	MONDO	MONDO:0001951
UMLS:C0028432	Nasal disorder	MONDO	MONDO:0002436
UMLS:C0028433	Neoplasm of the nose	Human Phenotype Ontology	HP:0012720
UMLS:C0028734	Nocturia	Human Phenotype Ontology	HP:0000017
UMLS:C0028738	Nystagmus	Human Phenotype Ontology	HP:0000639
UMLS:C0028754	Obesity		
UMLS:C0028756	Morbid obesity	MONDO	MONDO:0005139
UMLS:C0028768	Obsessive-compulsive disorder	MONDO	MONDO:0008114
UMLS:C0028796	Occupational dermatitis	MONDO	MONDO:0006589
UMLS:C0028797	Occupational disorder	MONDO	MONDO:0100366
UMLS:C0028817	Ochronosis disorder	MONDO	MONDO:0001910
UMLS:C0028840	Ocular hypertension	MONDO	MONDO:0006875
UMLS:C0028841	Ocular hypotension	MONDO	MONDO:0004390
UMLS:C0028860	Lowe syndrome		
UMLS:C0028866	Oculomotor nerve palsy	Human Phenotype Ontology	HP:0012246
UMLS:C0028879	Odontogenic cyst	MONDO	MONDO:0006328
UMLS:C0028880	Odontogenic neoplasm	MONDO	MONDO:0021192
UMLS:C0028882	Odontoma	MONDO	MONDO:0043251
UMLS:C0028887	Oesophagostomiasis	MONDO	MONDO:0005880
UMLS:C0028945	Oligodendroglioma	MONDO	MONDO:0016695
UMLS:C0028949	Oligomenorrhea	Human Phenotype Ontology	HP:0000876
UMLS:C0028960	Oligospermia	MONDO	MONDO:0001913
UMLS:C0028961	Oliguria	Human Phenotype Ontology	HP:0100520
UMLS:C0028968	Olivopontocerebellar atrophy	MONDO	MONDO:0002017
UMLS:C0028992	Omphalitis	MONDO	MONDO:0021562
UMLS:C0029001	Onchocerciasis	MONDO	MONDO:0017137
UMLS:C0029002	Ocular onchocerciasis	MONDO	MONDO:0005878
UMLS:C0029051	Oophoritis	MONDO	MONDO:0006877
UMLS:C0029076	Ophthalmia neonatorum	MONDO	MONDO:0004854
UMLS:C0029077	Sympathetic ophthalmia	MONDO	MONDO:0019198
UMLS:C0029089	Ophthalmoplegia	MONDO	MONDO:0003425
UMLS:C0029095	Opioid abuse	MONDO	MONDO:0001225
UMLS:C0029106	Opisthorchiasis	MONDO	MONDO:0005884
UMLS:C0029118	Opportunistic infection	Human Phenotype Ontology	HP:0031690
UMLS:C0029119	Opportunistic mycosis	MONDO	MONDO:0002312
UMLS:C0029121	Oppositional defiant disorder	MONDO	MONDO:0000495
UMLS:C0029124	Optic atrophy	MONDO	MONDO:0003608
UMLS:C0029125	Hereditary optic atrophy	MONDO	MONDO:0043878
UMLS:C0029128	Optic disc drusen	Human Phenotype Ontology	HP:0012426
UMLS:C0029131	Abnormality of the optic nerve	Human Phenotype Ontology	HP:0000587
UMLS:C0029134	Optic neuritis	MONDO	MONDO:0005885
UMLS:C0029163	Oral bleeding	Human Phenotype Ontology	HP:0040184
UMLS:C0029172	Oral submucous fibrosis	MONDO	MONDO:0018166
UMLS:C0029182	Disease of orbital part of eye adnexa	MONDO	MONDO:0004751
UMLS:C0029184	Fractured orbit of skull	Human Phenotype Ontology	HP:0041156
UMLS:C0029185	Orbit neoplasm	MONDO	MONDO:0024611
UMLS:C0029191	Orchitis	MONDO	MONDO:0006882
UMLS:C0029261	Orgasm disorder	MONDO	MONDO:0040674
UMLS:C0029291	Ornithosis	MONDO	MONDO:0005888
UMLS:C0029294	Orofaciodigital syndrome	MONDO	MONDO:0015375
UMLS:C0029295	Neoplasm of oropharynx	MONDO	MONDO:0021364
UMLS:C0029307	Oroya fever	MONDO	MONDO:0018984
UMLS:C0029376	Morbus Osgood-Schlatter	Human Phenotype Ontology	HP:0010890
UMLS:C0029396	Ectopic ossification	Human Phenotype Ontology	HP:0011986
UMLS:C0029400	Bone inflammation disease	MONDO	MONDO:0002614
UMLS:C0029401	Bone Paget disease	MONDO	MONDO:0005382
UMLS:C0029405	Osteitis fibrosa	MONDO	MONDO:0005890
UMLS:C0029408	Osteoarthritis	MONDO	MONDO:0005178
UMLS:C0029410	Osteoarthritis of hip	NCBI curation	
UMLS:C0029411	Pachydermoperiostosis syndrome		
UMLS:C0029412	Secondary hypertrophic osteoarthropathy	MONDO	MONDO:0006965
UMLS:C0029417	Osteoblastoma	MONDO	MONDO:0018936
UMLS:C0029421	Osteochondritis dissecans	MONDO	MONDO:0017178
UMLS:C0029422	Osteochondrodysplasia	MONDO	MONDO:0005516
UMLS:C0029423	Osteochondroma	Human Phenotype Ontology	HP:0030431
UMLS:C0029429	Osteochondrosis	MONDO	MONDO:0018381
UMLS:C0029434	Osteogenesis imperfecta	MONDO	MONDO:0019019
UMLS:C0029436	Disappearing bone disease	MONDO	MONDO:0003157
UMLS:C0029438	Gorham-Stout disease	MONDO	MONDO:0007414
UMLS:C0029440	Osteoma	MONDO	MONDO:0005166
UMLS:C0029441	Osteoid osteoma	MONDO	MONDO:0009808
UMLS:C0029442	Osteomalacia	MONDO	MONDO:0001068
UMLS:C0029443	Osteomyelitis	MONDO	MONDO:0005246
UMLS:C0029445	Bone necrosis	NCBI curation	
UMLS:C0029453	Osteopenia	Human Phenotype Ontology	HP:0000938
UMLS:C0029454	Osteopetrosis	MONDO	MONDO:0017198
UMLS:C0029455	Osteopoikilosis	MONDO	MONDO:0001414
UMLS:C0029456	Osteoporosis	Human Phenotype Ontology	HP:0000939
UMLS:C0029458	Postmenopausal osteoporosis	MONDO	MONDO:0008159
UMLS:C0029461	Osteoradionecrosis	MONDO	MONDO:0043735
UMLS:C0029463	Osteosarcoma	MONDO	MONDO:0009807
UMLS:C0029464	Increased bone mineral density	Human Phenotype Ontology	HP:0011001
UMLS:C0029877	Otitis		
UMLS:C0029878	Otitis externa	MONDO	MONDO:0004795
UMLS:C0029882	Otitis media	MONDO	MONDO:0005441
UMLS:C0029883	Glue ear	Human Phenotype Ontology	HP:0040262
UMLS:C0029888	Suppurative otitis media	MONDO	MONDO:0005975
UMLS:C0029895	Otomycosis	MONDO	MONDO:0000262
UMLS:C0029899	Otosclerosis	MONDO	MONDO:0005349
UMLS:C0029927	Ovarian cyst	MONDO	MONDO:0003282
UMLS:C0030185	Mammary Paget disease	MONDO	MONDO:0002648
UMLS:C0030186	Extramammary Paget disease	MONDO	MONDO:0008177
UMLS:C0030193	Pain	PharmGKB	
UMLS:C0030196	Limb pain	Human Phenotype Ontology	HP:0009763
UMLS:C0030214	Palatal myoclonus	Human Phenotype Ontology	HP:0010530
UMLS:C0030215	Palate neoplasm	Human Phenotype Ontology	HP:0031366
UMLS:C0030232	Pallor	Human Phenotype Ontology	HP:0000980
UMLS:C0030246	Palmoplantar pustulosis	Human Phenotype Ontology	HP:0100847
UMLS:C0030252	Palpitations	Human Phenotype Ontology	HP:0001962
UMLS:C0030271	Pancoast syndrome	MONDO	MONDO:0024674
UMLS:C0030283	Pancreatic cysts	Human Phenotype Ontology	HP:0001737
UMLS:C0030290	Pancreatic fistula	Human Phenotype Ontology	HP:0100844
UMLS:C0030297	Neoplasm of the pancreas	Human Phenotype Ontology	HP:0002894
UMLS:C0030299	Pancreatic pseudocyst	Human Phenotype Ontology	HP:0005206
UMLS:C0030305	Pancreatitis	MONDO	MONDO:0004982
UMLS:C0030312	Pancytopenia	MONDO	MONDO:0001529
UMLS:C0030319	Panic disorder	MONDO	MONDO:0005383
UMLS:C0030326	Panniculitis	MONDO	MONDO:0006591
UMLS:C0030327	Lupus erythematosus panniculitis	MONDO	MONDO:0019561
UMLS:C0030328	Nodular non-suppurative panniculitis	MONDO	MONDO:0018063
UMLS:C0030332	Panophthalmitis	MONDO	MONDO:0006884
UMLS:C0030343	Panuveitis	MONDO	MONDO:0017255
UMLS:C0030353	Papilledema	MONDO	MONDO:0002003
UMLS:C0030354	Papilloma	MONDO	MONDO:0002363
UMLS:C0030360	Papillon-Lefèvre syndrome		
UMLS:C0030372	Phlebotomus fever	MONDO	MONDO:0005913
UMLS:C0030409	Paracoccidioidomycosis	MONDO	MONDO:0005894
UMLS:C0030421	Paraganglioma	MONDO	MONDO:0000448
UMLS:C0030424	Infection by Paragonimus		
UMLS:C0030436	Parakeratosis	Human Phenotype Ontology	HP:0001036
UMLS:C0030442	Progressive bulbar palsy	MONDO	MONDO:0008890
UMLS:C0030443	Familial periodic paralysis	MONDO	MONDO:0000995
UMLS:C0030446	Paralytic ileus	Human Phenotype Ontology	HP:0002590
UMLS:C0030455	Parametritis	MONDO	MONDO:0006887
UMLS:C0030469	Disorder of nasal sinus	NCBI curation	
UMLS:C0030470	Paranasal sinus neoplasm	MONDO	MONDO:0005289
UMLS:C0030472	Paraneoplastic syndrome	MONDO	MONDO:0021073
UMLS:C0030477	Paranoid personality disorder	MONDO	MONDO:0001163
UMLS:C0030481	HTLV-1-associated myelopathy-tropical spastic paraparesis		
UMLS:C0030483	Paraphimosis	MONDO	MONDO:0006889
UMLS:C0030486	Paraplegia	MONDO	MONDO:0003757
UMLS:C0030489	Paraproteinemia	Human Phenotype Ontology	HP:0031047
UMLS:C0030491	Parapsoriasis	MONDO	MONDO:0006592
UMLS:C0030508	Parasomnia	Human Phenotype Ontology	HP:0025234
UMLS:C0030521	Neoplasm of the parathyroid gland	Human Phenotype Ontology	HP:0100733
UMLS:C0030528	Paratyphoid fever	MONDO	MONDO:0018626
UMLS:C0030554	Paresthesia	Human Phenotype Ontology	HP:0003401
UMLS:C0030567	Parkinson disease	MONDO	MONDO:0005180
UMLS:C0030568	Postencephalitic Parkinson disease	MONDO	MONDO:0001945
UMLS:C0030569	Secondary Parkinson disease	MONDO	MONDO:0006966
UMLS:C0030578	Paronychia	MONDO	MONDO:0005898
UMLS:C0030579	Parotid disorder	MONDO	MONDO:0005899
UMLS:C0030581	Parotid gland neoplasm	MONDO	MONDO:0021243
UMLS:C0030583	Parotitis	MONDO	MONDO:0005900
UMLS:C0030584	Parovarian cyst	MONDO	MONDO:0002965
UMLS:C0030587	Paroxysmal atrial tachycardia	Human Phenotype Ontology	HP:0006671
UMLS:C0030590	Paroxysmal supraventricular tachycardia	Human Phenotype Ontology	HP:0004763
UMLS:C0030591	Paroxysmal ventricular tachycardia	Human Phenotype Ontology	HP:0004751
UMLS:C0030593	Pars planitis	MONDO	MONDO:0011644
UMLS:C0030636	Pasteurellosis	MONDO	MONDO:0005901
UMLS:C0030662	Pathological gambling	MONDO	MONDO:0011662
UMLS:C0030757	Pediculus humanus capitis infestation	MONDO	MONDO:0003471
UMLS:C0030758	Pediculus humanus corporis infestation	MONDO	MONDO:0003482
UMLS:C0030759	Pthirus pubis infestation	MONDO	MONDO:0001794
UMLS:C0030764	Pedophilia	MONDO	MONDO:0001692
UMLS:C0030779	Pelger-Huët anomaly		
UMLS:C0030781	Peliosis hepatis	MONDO	MONDO:0004717
UMLS:C0030783	Pellagra	MONDO	MONDO:0019975
UMLS:C0030804	Mucous membrane pemphigoid	MONDO	MONDO:0018746
UMLS:C0030805	Bullous pemphigoid	MONDO	MONDO:0019082
UMLS:C0030807	Pemphigus	MONDO	MONDO:0006594
UMLS:C0030809	Pemphigus vulgaris	MONDO	MONDO:0008219
UMLS:C0030846	Penile disorder	MONDO	MONDO:0002036
UMLS:C0030848	Induratio penis plastica		
UMLS:C0030849	Neoplasm of the penis	Human Phenotype Ontology	HP:0100850
UMLS:C0030920	Peptic ulcer	Human Phenotype Ontology	HP:0004398
UMLS:C0031019	Perianal abscess	Human Phenotype Ontology	HP:0009789
UMLS:C0031024	Suppurative periapical periodontitis	MONDO	MONDO:0006989
UMLS:C0031029	Periapical granuloma	MONDO	MONDO:0006897
UMLS:C0031030	Periapical periodontitis	MONDO	MONDO:0004508
UMLS:C0031036	Polyarteritis nodosa	MONDO	MONDO:0019170
UMLS:C0031037	Periarthritis	MONDO	MONDO:0006898
UMLS:C0031039	Pericardial effusion	MONDO	MONDO:0001370
UMLS:C0031046	Pericarditis	MONDO	MONDO:0005904
UMLS:C0031048	Constrictive pericarditis	Human Phenotype Ontology	HP:0002563
UMLS:C0031049	Pericardial tuberculosis	MONDO	MONDO:0005903
UMLS:C0031051	Pericementitis	NCBI curation	
UMLS:C0031052	Pericholangitis	MONDO	MONDO:0001931
UMLS:C0031055	Pericoronitis	MONDO	MONDO:0006899
UMLS:C0031065	Perinephritis	MONDO	MONDO:0006900
UMLS:C0031069	Familial Mediterranean fever	MONDO	MONDO:0018088
UMLS:C0031090	Periodontal disorder	MONDO	MONDO:0002635
UMLS:C0031099	Periodontitis	MONDO	MONDO:0005076
UMLS:C0031111	Periostitis	MONDO	MONDO:0004934
UMLS:C0031117	Peripheral neuropathy	MONDO	MONDO:0005244
UMLS:C0031118	Neoplasm of the peripheral nervous system	Human Phenotype Ontology	HP:0100007
UMLS:C0031149	Peritoneal neoplasm	MONDO	MONDO:0006901
UMLS:C0031154	Peritonitis	Human Phenotype Ontology	HP:0002586
UMLS:C0031157	Peritonsillar abscess	MONDO	MONDO:0005906
UMLS:C0031190	Persistent fetal circulation syndrome	MONDO	MONDO:0022430
UMLS:C0031212	Personality disorder	MONDO	MONDO:0002028
UMLS:C0031256	Petechiae	Human Phenotype Ontology	HP:0000967
UMLS:C0031269	Peutz-Jeghers syndrome	MONDO	MONDO:0008280
UMLS:C0031306	Phagocyte bactericidal dysfunction	MONDO	MONDO:0005910
UMLS:C0031347	Neoplasm of the pharynx	Human Phenotype Ontology	HP:0100638
UMLS:C0031350	Pharyngitis	MONDO	MONDO:0002258
UMLS:C0031351	Pharyngoconjunctival fever	MONDO	MONDO:0005911
UMLS:C0031485	Phenylketonuria	MONDO	MONDO:0009861
UMLS:C0031511	Pheochromocytoma	MONDO	MONDO:0008233
UMLS:C0031542	Phlebitis	MONDO	MONDO:0004625
UMLS:C0031572	social phobia		
UMLS:C0031575	Phocomelia	Human Phenotype Ontology	HP:0009829
UMLS:C0031707	Phosphorus metabolism disease	MONDO	MONDO:0002319
UMLS:C0031736	Polymorphic light eruption	MONDO	MONDO:0041182
UMLS:C0031762	Photosensitivity disease	MONDO	MONDO:0006597
UMLS:C0031873	Pica	Human Phenotype Ontology	HP:0011856
UMLS:C0031880	Extreme obesity with alveolar hypoventilation		
UMLS:C0031887	Picornaviridae infectious disease	MONDO	MONDO:0005914
UMLS:C0031898	Piedra	MONDO	MONDO:0000253
UMLS:C0031900	Isolated Pierre-Robin syndrome	MONDO	MONDO:0009869
UMLS:C0031925	Cyst - pilonidal		
UMLS:C0031941	Pinealoma	Human Phenotype Ontology	HP:0010799
UMLS:C0031946	Pinta disease	MONDO	MONDO:0000979
UMLS:C0032000	Pituitary adenoma	Human Phenotype Ontology	HP:0002893
UMLS:C0032001	Pituitary apoplexy	MONDO	MONDO:0006908
UMLS:C0032002	Abnormality of the pituitary gland	Human Phenotype Ontology	HP:0012503
UMLS:C0032019	Neoplasm of the pituitary gland	Human Phenotype Ontology	HP:0040277
UMLS:C0032026	Pityriasis rosea	MONDO	MONDO:0006601
UMLS:C0032027	Pityriasis rubra pilaris	MONDO	MONDO:0008251
UMLS:C0032044	Placenta accreta	MONDO	MONDO:0005916
UMLS:C0032045	Disorder of placenta	NCBI curation	
UMLS:C0032051	Placental insufficiency	MONDO	MONDO:0005919
UMLS:C0032064	Plague	MONDO	MONDO:0019095
UMLS:C0032131	Plasmacytoma	MONDO	MONDO:0005615
UMLS:C0032197	Storage pool disease of platelets		
UMLS:C0032209	Platybasia	Human Phenotype Ontology	HP:0002691
UMLS:C0032226	Pleural disorder	MONDO	MONDO:0002037
UMLS:C0032227	Pleural effusion	Human Phenotype Ontology	HP:0002202
UMLS:C0032229	Pleural neoplasm	MONDO	MONDO:0021065
UMLS:C0032230	Pleural rub	Human Phenotype Ontology	HP:0032000
UMLS:C0032231	Pleuritis	Human Phenotype Ontology	HP:0002102
UMLS:C0032238	Epidemic pleurodynia	MONDO	MONDO:0005751
UMLS:C0032241	Pleuropneumonia	MONDO	MONDO:0001940
UMLS:C0032249	Plummer-Vinson syndrome	MONDO	MONDO:0018895
UMLS:C0032266	Pneumatosis cystoides intestinalis	MONDO	MONDO:0006912
UMLS:C0032269	Pneumococcal infection	MONDO	MONDO:0005114
UMLS:C0032273	Pneumoconiosis	MONDO	MONDO:0015926
UMLS:C0032285	Pneumonia	MONDO	MONDO:0005249
UMLS:C0032290	Aspiration pneumonia	MONDO	MONDO:0000265
UMLS:C0032298	Lipid pneumonia	MONDO	MONDO:0005826
UMLS:C0032302	Mycoplasma pneumoniae pneumonia	MONDO	MONDO:0005867
UMLS:C0032307	Rickettsial pneumonia	MONDO	MONDO:0005947
UMLS:C0032308	Staphylococcal pneumonia	MONDO	MONDO:0005970
UMLS:C0032310	Viral pneumonia	MONDO	MONDO:0006012
UMLS:C0032326	Pneumothorax	MONDO	MONDO:0002076
UMLS:C0032339	Rothmund-Thomson syndrome	MONDO	MONDO:0010002
UMLS:C0032342	Toxicodendron dermatitis	MONDO	MONDO:0006616
UMLS:C0032357	Poland anomaly		
UMLS:C0032372	Bulbar polio	MONDO	MONDO:0005684
UMLS:C0032453	Relapsing polychondritis	MONDO	MONDO:0019125
UMLS:C0032460	Polycystic ovaries	Human Phenotype Ontology	HP:0000147
UMLS:C0032461	Polycythemia	MONDO	MONDO:0005571
UMLS:C0032463	Acquired polycythemia vera	MONDO	MONDO:0009891
UMLS:C0032519	Polymenorrhea	Human Phenotype Ontology	HP:0400007
UMLS:C0032533	Polymyalgia rheumatica	MONDO	MONDO:0019735
UMLS:C0032541	Polyneuritis	MONDO	MONDO:0021718
UMLS:C0032578	Polyploidy	MONDO	MONDO:0019934
UMLS:C0032580	Familial multiple polyposis syndrome		
UMLS:C0032584	Polyp	MONDO	MONDO:0005079
UMLS:C0032586	Polyradiculopathy	MONDO	MONDO:0002960
UMLS:C0032587	Polyradiculoneuropathy	MONDO	MONDO:0006915
UMLS:C0032617	Polyuria	Human Phenotype Ontology	HP:0000103
UMLS:C0032633	Dyshidrosis	MONDO	MONDO:0006540
UMLS:C0032650	Popliteal cyst	MONDO	MONDO:0008288
UMLS:C0032708	Porphyria	MONDO	MONDO:0037939
UMLS:C0032763	Postgastrectomy syndrome	MONDO	MONDO:0004566
UMLS:C0032768	Postherpetic neuralgia	MONDO	MONDO:0041052
UMLS:C0032772	Post-infectious neuralgia	MONDO	MONDO:0021677
UMLS:C0032776	Postmenopausal bleeding	Human Phenotype Ontology	HP:0033840
UMLS:C0032797	Post-partum hemorrhage	Human Phenotype Ontology	HP:0011891
UMLS:C0032827	Potassium deficiency	MONDO	MONDO:0006919
UMLS:C0032858	Powassan encephalitis	MONDO	MONDO:0000276
UMLS:C0032897	Prader-Willi syndrome	MONDO	MONDO:0008300
UMLS:C0032914	Preeclampsia	MONDO	MONDO:0005081
UMLS:C0032927	Precancerous condition	MONDO	MONDO:0021074
UMLS:C0032987	Ectopic pregnancy	MONDO	MONDO:0000755
UMLS:C0032994	Tubal pregnancy	MONDO	MONDO:0043762
UMLS:C0033036	Premature atrial contractions	Human Phenotype Ontology	HP:0006699
UMLS:C0033038	Premature ejaculation	MONDO	MONDO:0001780
UMLS:C0033074	Old-aged sensorineural hearing impairment	Human Phenotype Ontology	HP:0040113
UMLS:C0033075	Presbyopia	MONDO	MONDO:0001330
UMLS:C0033103	Pretibial myxedema	Human Phenotype Ontology	HP:0200028
UMLS:C0033117	Priapism	MONDO	MONDO:0004745
UMLS:C0033132	Primary cerebellar degeneration	MONDO	MONDO:0004742
UMLS:C0033141	Idiopathic cardiomyopathy	MONDO	MONDO:0005110
UMLS:C0033246	Proctitis	MONDO	MONDO:0005538
UMLS:C0033247	Proctocolitis	MONDO	MONDO:0024278
UMLS:C0033252	Proctosigmoiditis	MONDO	MONDO:0021736
UMLS:C0033300	Hutchinson-Gilford syndrome		
UMLS:C0033375	Prolactin-producing pituitary gland adenoma	MONDO	MONDO:0010911
UMLS:C0033575	Prostate disorder	MONDO	MONDO:0003105
UMLS:C0033578	Prostate neoplasm	MONDO	MONDO:0021259
UMLS:C0033581	Prostatitis	MONDO	MONDO:0005280
UMLS:C0033680	Protein-losing enteropathy	MONDO	MONDO:0009174
UMLS:C0033687	Proteinuria	MONDO	MONDO:0003634
UMLS:C0033700	Proteus infectious disease	MONDO	MONDO:0006929
UMLS:C0033770	Prune belly syndrome	MONDO	MONDO:0007032
UMLS:C0033771	Prurigo	MONDO	MONDO:0021739
UMLS:C0033774	Pruritus	Human Phenotype Ontology	HP:0000989
UMLS:C0033778	Pruritus vulvae	Human Phenotype Ontology	HP:0032004
UMLS:C0033785	Pseudoarthrosis	Human Phenotype Ontology	HP:0005864
UMLS:C0033788	Pseudo-Hurler polydystrophy		
UMLS:C0033790	Pseudobulbar paralysis	Human Phenotype Ontology	HP:0007024
UMLS:C0033804	Pseudohermaphroditism	MONDO	MONDO:0005518
UMLS:C0033805	Pseudohypoaldosteronism	MONDO	MONDO:0018638
UMLS:C0033806	Pseudohypoparathyroidism	MONDO	MONDO:0019992
UMLS:C0033817	Pseudomonas infection	MONDO	MONDO:0005141
UMLS:C0033822	Pseudomyxoma peritonei	MONDO	MONDO:0017048
UMLS:C0033835	Pseudopseudohypoparathyroidism	MONDO	MONDO:0012912
UMLS:C0033838	Kimura disease	MONDO	MONDO:0018830
UMLS:C0033839	Pseudorabies	MONDO	MONDO:0005932
UMLS:C0033845	Benign intracranial hypertension		
UMLS:C0033847	Pseudoxanthoma elasticum		
UMLS:C0033860	Psoriasis	MONDO	MONDO:0005083
UMLS:C0033893	Tension-type headache	Human Phenotype Ontology	HP:0012228
UMLS:C0033953	Psychosexual disorder	MONDO	MONDO:0000947
UMLS:C0033975	Psychotic disorder	MONDO	MONDO:0005485
UMLS:C0033999	Pterygium	MONDO	MONDO:0005085
UMLS:C0034012	Delayed puberty	Human Phenotype Ontology	HP:0000823
UMLS:C0034013	Precocious puberty	MONDO	MONDO:0000088
UMLS:C0034040	Puerperal disorder	MONDO	MONDO:0044013
UMLS:C0034041	Puerperal infection	MONDO	MONDO:0021742
UMLS:C0034063	Pulmonary edema	MONDO	MONDO:0006932
UMLS:C0034065	Pulmonary embolism	MONDO	MONDO:0005279
UMLS:C0034067	Emphysema	Human Phenotype Ontology	HP:0002097
UMLS:C0034068	Pulmonary eosinophilia	MONDO	MONDO:0004802
UMLS:C0034069	Pulmonary fibrosis	Human Phenotype Ontology	HP:0002206
UMLS:C0034072	Cor pulmonale	MONDO	MONDO:0004596
UMLS:C0034079	Pulmonary nodule	Human Phenotype Ontology	HP:0033608
UMLS:C0034087	Pulmonary valve disorder	MONDO	MONDO:0003628
UMLS:C0034088	Pulmonary insufficiency	Human Phenotype Ontology	HP:0010444
UMLS:C0034089	Pulmonary valve stenosis	MONDO	MONDO:0006936
UMLS:C0034091	Pulmonary venoocclusive disease	OMIM phenotypic series	PS265450
UMLS:C0034100	Pulp degeneration	MONDO	MONDO:0001216
UMLS:C0034103	Pulpitis	MONDO	MONDO:0006937
UMLS:C0034124	Pupil disorder	MONDO	MONDO:0002285
UMLS:C0034139	Inborn disorder of purine or pyrimidine metabolism	MONDO	MONDO:0019254
UMLS:C0034150	Purpura	MONDO	MONDO:0002610
UMLS:C0034151	Hyperglobulinemic purpura	MONDO	MONDO:0006792
UMLS:C0034152	Immunoglobulin a vasculitis	MONDO	MONDO:0019167
UMLS:C0034155	Thrombotic thrombocytopenic purpura	MONDO	MONDO:0018896
UMLS:C0034183	Pyelitis	MONDO	MONDO:0006938
UMLS:C0034184	Pyelocystitis	MONDO	MONDO:0021746
UMLS:C0034186	Pyelonephritis	MONDO	MONDO:0006939
UMLS:C0034188	Xanthogranulomatous pyelonephritis	MONDO	MONDO:0007022
UMLS:C0034194	Pyloric stenosis	MONDO	MONDO:0001561
UMLS:C0034212	Pyoderma	MONDO	MONDO:0002922
UMLS:C0034215	Pyometritis	MONDO	MONDO:0000497
UMLS:C0034216	Pyonephrosis	MONDO	MONDO:0021750
UMLS:C0034220	Pyosalpinx	MONDO	MONDO:0003618
UMLS:C0034223	Pyoureter	MONDO	MONDO:0001922
UMLS:C0034341	Pyruvate carboxylase deficiency		
UMLS:C0034345	Pyruvate dehydrogenase complex deficiency	Human Phenotype Ontology	HP:0002928
UMLS:C0034359	Pyuria	MONDO	MONDO:0001953
UMLS:C0034362	Q fever	MONDO	MONDO:0019186
UMLS:C0034372	Tetraplegia	Human Phenotype Ontology	HP:0002445
UMLS:C0034494	Rabies	MONDO	MONDO:0019173
UMLS:C0034544	Radiculitis	MONDO	MONDO:0021765
UMLS:C0034628	Fractured radius	Human Phenotype Ontology	HP:0003978
UMLS:C0034642	Crackles	Human Phenotype Ontology	HP:0030830
UMLS:C0034686	Rat-bite fever	MONDO	MONDO:0006941
UMLS:C0034734	Raynaud disease	MONDO	MONDO:0008364
UMLS:C0034735	Raynaud phenomenon	Human Phenotype Ontology	HP:0030880
UMLS:C0034880	Hyperacusis	MONDO	MONDO:0043303
UMLS:C0034882	Rectal disorder	MONDO	MONDO:0001593
UMLS:C0034884	Rectal fistula	Human Phenotype Ontology	HP:0100590
UMLS:C0034885	Rectal neoplasm	MONDO	MONDO:0002165
