DiseaseID	GeneID  AssociatedGenes	RelatedGenes	ConceptID	DiseaseName	SourceName	DiseaseMIM	LastUpdated	a	LastModified	Category
HP:0020129			C5209228	Abnormal urine protein level	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020130			C5208041	Increased urinary neutrophil gelatinase-associated lipocalin	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020131			C5209229	Abnormal tubular basement membrane morphology	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020132			C1855682	Thickening of the tubular basement membrane	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020133			C5209230	Podocyte hypertrophy	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020134			C5209231	Increased urine neutrophil count	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020136			C5209232	Anticardiolipin IgG antibody positivity	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020137			C5209233	Anticardiolipin IgM antibody positivity	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020138			C5209234	History of recent animal bite	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020139			C5209235	History of recent insect bite	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020140			C5209236	History of recent tick bite	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020141			C5209237	Blood pressure substantially higher in legs than arms	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020142			C5209238	Blood pressure substantially higher in arms than legs	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020143			C5209239	Tracheal duplication cyst	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020144			C5209240	Calcium phosphate crystalluria	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020145			C5209241	Calcium oxalate crystalluria	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020146			C5209242	Calcium carbonate crystalluria	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020148			C5209243	Increased circulating mead acid level	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020149			C5209244	Elevated circulating succinate	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020150			C5209245	Elevated urinary uromodulin	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020151			C5539409	Anti-dsDNA antibody positivity	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020152			C1850851	Distal joint laxity	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020153			C5209247	Positive blood 1,3 beta glucan test	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020155			C5209248	Abnormal oocyte morphology	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020156			C5209249	Abnormal zona pellucida morphology	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020157			C5209250	Thin zona pellucida	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020158			C5209251	Increased circulating adrenic acid concentration	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020159			C5209252	Reduced response to gonadotropin-releasing hormone stimulation test	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020160			C5209253	GM1-ganglioside accumulation	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020163			C0339495	Cilioretinal artery occlusion	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020164			C2012942	Ophthalmic artery occlusion	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020165			C0339505	Branch retinal vein occlusion	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020167			C1735356	Hemiretinal vein occlusion	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020169			C5209254	Abnormal drug response	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020170			C5209255	Increased blood drug concentration	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020171			C5209256	Decreased blood drug concentration	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020172			C0041755	Adverse drug response	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020173			C5209257	Reduced drug efficacy	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020174			C0013203	Refractory drug response	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020175			C5209258	Reduced cholinesterase level	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020176			C5209259	Cholesterol crystalluria	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020177			C5209260	Abnormal proportion of CD8-positive, alpha-beta TEMRA T cells	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020178			C5209261	Abnormal dendritic cell count	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020179			C5209262	Abnormal haptoglobin level	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020180			C5209263	Elevated haptoglobin level	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020181			C5209264	Reduced haptoglobin level	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020182			C5209265	Abnormal A-type atrial natriuretic peptide level	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020183			C5209266	Increased circulating A-type natriuretic peptide level	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020184			C5209267	Decreased circulating A-type natriuretic peptide level	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020185			C5209268	Superior cerebellar dysplasia	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020186			C4538849	Multilobulated spleen	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020187			C5209269	Thick pachygyria	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020188			C5209270	Anterior predominant pachygyria with 5-10 mm cortical thickness	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020189			C5209271	Posterior predominant thick cortex pachygyria	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020190			C5209272	Perisylvian predominant thick cortex pachygyria	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020191			C5209273	Anterior predominant thick cortex pachygyria	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020192			C5209274	Pachygyria with 5-10 mm cortical thickness	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020193			C5209275	Prolonged reptilase time	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020194			C5209276	IgA heavy chain paraproteinemia	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020195			C5209277	IgG heavy chain paraproteinemia	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020196			C5209278	IgM heavy chain paraproteinemia	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020197			C5209279	Increased circulating arachidonic acid concentration	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020198			C5209280	Abnormal circulating 18-hydroxycorticosterone level	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020199			C5209281	Decreased circulating 18-hydroxycortisone level	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020200			C5209282	Increased circulating 18-hydroxycortisone level	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020201			C5397582	Abnormal sarcomere morphology	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020202			C5397583	Abnormal Z disc morphology	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020203			C3279278	Z-band streaming	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020204			C5397584	Tubulointerstitial bacterial infiltration	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020205			C5397585	Tubulointerstitial fungal infiltration	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020206			C0431483	Simple ear	Human Phenotype Ontology				19 Nov 2021	Finding
HP:0020207			C4731924	Reflex seizure	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020208			C5397586	Eating-induced seizure	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020209			C5397587	Hot water-induced seizure	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020210			C5397588	Praxis-induced seizure	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020211			C5397589	Proprioceptive-induced seizure	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020212			C5397590	Reading-induced seizure	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020213			C5397591	Somatosensory-induced seizure	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020214			C5397592	Startle-induced seizure	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020215			C5397593	Thinking-induced seizure	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020216			C2080645	Visually-induced seizure	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020217			C5397594	Focal aware motor seizure	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020218			C5397595	Focal aware atonic seizure	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020219			C0751494	Motor seizure	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020220			C5397596	Focal atonic seizure	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0020221			C0234535	Clonic seizure	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0025004			C0264134	Hallux rigidus	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025005			C4293707	Thickening of glomerular capillary wall	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025006			C4293706	Abnormal glomerular capillary morphology	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025007			C4293705	Ectopic fovea	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025008			C4293704	Tracheal tug on inspiration	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025009			C4293703	Forward slanting upper incisors	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025010			C4293702	Foveal atrophy	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025011			C3839990	Pyriform aperture stenosis	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025012			C4293701	Status cribrosum	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025013			C0011103	Decerebrate rigidity	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025014			C4293700	Subcutaneous spheroids	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025015			C4293699	Abnormal vascular morphology	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025016			C4293698	Abnormal capillary morphology	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025017			C0006905	Capillary fragility	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025018			C4293697	Abnormal capillary physiology	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025019			C0155760	Arterial rupture	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025020			C4293696	Elevated prostate-specific antigen level	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025021			C0438217	Abnormal erythrocyte sedimentation rate	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025022			C0151631	Decreased erythrocyte sedimentation rate	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025023			C0549173	Rectal atresia	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025024			C1456333	Megarectum	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025025			C4293695	Rectovestibular fistula	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025026			C4293694	H-type rectovestibular fistula	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025027			CN241124	Osteoma cutis	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025028			C4293693	Abnormality of enteric nervous system morphology	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025029			C4293670	Abnormality of enteric neuron morphology	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025030			C4293668	Enteric neuronal degeneration	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025031			C0266015	Abnormality of the digestive system	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025032			C4293692	Abnormality of digestive system physiology	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025033			C4293691	Abnormality of digestive system morphology	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025034			C4293690	Abnormal morphology of erythroid progenitor cell	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025035			C4293689	Abnormal proerythroblast morphology	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025037			C4476558	Hypothalamic gliosis	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025038			C0521631	Intratesticular abscess	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025039			C4476559	Basal ganglia edema	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025040			C4476560	Thalamic edema	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025041			C4476561	Thalamic calcification	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025042			C4476562	Abnormality of mesenteric lymph nodes	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025043			C4476563	Enlarged mesenteric lymph node	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025044			C0024110	Lung abscess	Human Phenotype Ontology				02 Apr 2017	Infectious disease
HP:0025045			C4476564	Abnormal brain lactate level by MRS	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025046			C4476565	Reduced brain lactate level by MRS	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025047			C4476566	Abnormal brain choline level by MRS	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025048			C4476567	Reduced brain choline level by MRS	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025049			C4476568	Abnormal brain creatine level by MRS	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025050			C4476569	Elevated brain creatine level by MRS	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025051			C4476570	Reduced brain creatine level by MRS	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025052			C4476571	Abnormal brain N-acetyl aspartate level by MRS	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025053			C4476572	Elevated brain N-acetyl aspartate level by MRS	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025057			C4476573	Abnormality of olfactory lobe morphology	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025058			C4476574	Hypothalamic atrophy	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025059			C0272412	Splenic abscess	Human Phenotype Ontology				02 Apr 2017	Infectious disease
HP:0025060			C4476575	Multifocal splenic abscess	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025061			C4476576	Unifocal splenic abscess	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025062			C0232480	Geophagia	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025063			C0238532	Scaphoid abdomen	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025064			C0472376	Thalamic hemorrhage	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025065			C0853655	Abnormal mean corpuscular volume	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0025066			C0855790	Decreased mean corpuscular volume	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025068			C4476577	Incomitant strabismus	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025069			C0152203	Concomitant strabismus	Human Phenotype Ontology				04 Apr 2018	Finding
HP:0025070			C3827674	Abnormal U wave	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025071			C4476578	U wave inversion	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025072			C1969408	Prominent U wave	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025073			C4476579	Exercise-induced U wave inversion	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025074			C4476580	Abnormal QRS complex	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025075			C1112650	Increased QRS voltage	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025076			C4476581	Abnormal QRS voltage	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025077			C2349945	Decreased QRS voltage	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025078			C1142551	Electrical alternans	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025079			C0238334	Pancreatic abscess	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025080			C3670629	Orthokeratotic hyperkeratosis	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025081			C0878658	Darier's sign	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025082			C4476582	Abnormal cutaneous elastic fiber morphology	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025083			C4477092	Elevated dermal desmosine content	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025084			C0016436	Folliculitis	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025085			C0151594	Bloody diarrhea	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025086			C4476583	Bloody mucoid diarrhea	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025087			C4476584	Delayed recoil upon stretching of skin	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025088			C0263540	Onychomadesis	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025089			C3874311	Feculent vomiting	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025090			C4476585	Abnormal large intestinal mucosa morphology	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025092			C0221270	Epidermal acanthosis	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025093			C4476586	Peripapillary exudate	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025094			C4476587	Disciform macular scar	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025095			C0037383	Sneeze	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025096			C0858634	Paroxysmal sneezing	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025097			C0751349	Eyelid myoclonus	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025098			C4476588	Dysgenesis of the hypothalamus	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025099			C4476589	Dysgenesis of the thalamus	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025100			C4476590	Abnormal hippocampus morphology	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0025101			C4476591	Dysgenesis of the hippocampus	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025102			C4476592	Dysgenesis of the basal ganglia	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025103			C4476593	Umbilicated nodule	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025104		GNAQ	C0340803	Capillary malformation	Human Phenotype Ontology		04 Apr 2018			
HP:0025105			C0265982	Nevus anemicus	Human Phenotype Ontology			163050.0	16 Feb 2016	Disease
HP:0025106			C4476594	Nevus roseus	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025108			C4477093	Angioma serpentinum	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025109			C4476595	Reduced red cell pyruvate kinase level	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0025110			C4476596	Placoid macular lesion	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025112			C3843207	Sound sensitivity	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025113			C4324623	Misophonia	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025114			C3279547	Hypergranulosis	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025115			C0333440	Civatte bodies	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025116			C0015930	Fetal distress	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025117			C4476597	Rete ridge flattening	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025118			C0854373	Lip discoloration	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025119			C4476598	Violet lip discoloration	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025121			C4317153	Simple partial occipital seizures	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025122			C4476599	Sawtooth acanthosis	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025123			C4476600	White streaks/specks on enamel.	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025124			C2674620	Fragile teeth	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025125			C4476601	White lesion of the oral mucosa	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025126			C0206186	Oral hairy leukoplakia	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025127			C0022602	Actinic keratosis	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025128			C4476602	Reduced intraabdominal adipose tissue	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025129			C4476603	Abnormal small intestinal mucosa morphology	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025130			C4476604	Decreased small intestinal mucosa lactase level	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0025131			C0239598	Finger swelling	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025132			C4476605	Abnormal circulating estrogen level	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025133			C0857963	Abnormal serum estradiol	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025134			C1295643	Increased serum estradiol	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025135			C4476606	Abnormal serum estriol	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025136			C4476607	Increased serum estriol	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025137			C4476608	Decreased serum estriol	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025138			C4476609	Abnormal serum estrone	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025139			C4476610	Increased serum estrone	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025140			C4476611	Decreased serum estrone	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025141			C4476612	Gingival calcification	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025142			C0009812	Constitutional symptom	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025143			C0085593	Chills	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025144			C0036973	Shivering	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025145			C0424790	Rigors	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025146			C4476613	Foveal degeneration	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025147			C4476614	Beaten bronze macular sheen	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025148			C4476615	Dark choroid	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025149			C4476616	Atrophic muscularis propria	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025150			C0546275	Hypoganglionosis	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025151			C0334595	Ganglioneuromatosis	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025152			C4476619	Poor visual behavior for age	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025153			C0205374	Transient	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0025154			C4476620	Portosystemic collateral veins	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025155			C4476621	Abnormality of hepatobiliary system physiology	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025156			C4476622	Dependency on intravenous nutrition	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025157			C4313432	Increased urinary sedoheptulose	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025158			C4476623	Hyperautofluorescent retinal lesion	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025159			C4476624	Hypoautofluorescent retinal lesion	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025160			C4476625	Abnormal temper tantrums	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025161			C4476626	Frequent temper tantrums	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025162			C4476627	Severe temper tantrums	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025163			C4476628	Abnormality of optic chiasm morphology	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025164			C4476629	Increased number of elastic fibers in the dermis	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025165			C4476630	Clumping of elastic fibers in the dermis	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025166			C4476631	Thickened elastic fibers in the dermis	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025167			C4476632	Fragmented elastic fibers in the dermis	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025168			C1273070	Left ventricular diastolic dysfunction	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025169			C1277187	Left ventricular systolic dysfunction	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025170			C0474844	Neuronal/glioneuronal neoplasm of the central nervous system	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025171			C4331262	Rosette-forming glioneuronal tumor	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025172			C4476633	Smooth septal thickening on pulmonary HRCT	Human Phenotype Ontology				04 Apr 2018	Finding
HP:0025173			C4476634	Nodular septal thickening on pulmonary HRCT	Human Phenotype Ontology				04 Apr 2018	Finding
HP:0025174			C4476635	Irregular septal thickening on pulmonary HRCT	Human Phenotype Ontology				04 Apr 2018	Finding
HP:0025175			C0241984	Honeycomb lung	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025176			C4476636	Intralobular interstitial thickening	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025177			C4476637	Peribronchovascular interstitial thickening	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025178			C4476638	Subpleural interstitial thickening	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025179			C5539411	Ground-glass opacification on pulmonary HRCT	Human Phenotype Ontology				04 Apr 2018	Finding
HP:0025180			C4476640	Centrilobular ground-glass opacification on pulmonary HRCT	Human Phenotype Ontology				04 Apr 2018	Finding
HP:0025181			C4476641	Abdominal aseptic abscess	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025182			C4476642	Localized area of pendulous skin	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025186			CN241271	Marcus Gunn jaw winking synkinesis	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025188			C0152026	Retinal vasculitis	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025190			C4476643	Bilateral tonic-clonic seizure with generalized onset	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0025191			CN241274	Segmental myoclonic seizures	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025192			C4476645	Subtentorial periventricular white matter hyperdensity	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025193			C0265700	Posterolateral diaphragmatic hernia	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025194			C0265699	Morgagni diaphragmatic hernia	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025195			C4476646	Central diaphragmatic hernia	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025196			C0854060	Increased total iron binding capacity	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025197			C1318562	Infantile digital fibromatosis	Human Phenotype Ontology				19 Apr 2022	Disease
HP:0025198			C4476647	Inflammatory cap polyp	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025200			C4476648	Muscle fiber actin filament accumulation	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025201			C4476649	Abnormal circulating apolipoprotein concentration	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0025202			C4476650	Elevated circulating apolipoprotein A-IV concentration	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0025203			C0221226	Caput medusae	Human Phenotype Ontology				02 Apr 2017	Finding
HP:0025204			C1444748	Triggered by	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0025205			C4476651	Triggered by breast feeding	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0025206			C4476652	Triggered by cold	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0025207			C4476653	Triggered by dehydration	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0025208			C4476654	Triggered by carbohydrate ingestion	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0025209			C4476655	Triggered by fructose ingestion	Human Phenotype Ontology				18 Nov 2021	Finding
HP:0025210			C4476656	Triggered by glucose ingestion	Human Phenotype Ontology				18 Nov 2021	Finding
