DiseaseID	DiseaseName	SourceName	ConceptID	a	LastModified	Category
HP:0031166	Eyelid myokymia	Human Phenotype Ontology	C4324277		04 Apr 2018	Finding
HP:0031167	Triggered by ingestion of potassium-rich food	Human Phenotype Ontology	C4477015		18 Nov 2021	Finding
HP:0031169	Postterm pregnancy	Human Phenotype Ontology	C4477016		04 Apr 2018	Finding
HP:0031170	Female fetal virilization	Human Phenotype Ontology	C4477102		04 Apr 2018	Finding
HP:0031171	Femoral spur	Human Phenotype Ontology	C4477017		04 Apr 2018	Finding
HP:0031172	Sectoral retinitis pigmentosa	Human Phenotype Ontology	C4477018		04 Apr 2018	Finding
HP:0031173	Tibial spur	Human Phenotype Ontology	C4477019		04 Apr 2018	Finding
HP:0031174	Double-layered patella	Human Phenotype Ontology	C1856923		04 Apr 2018	Finding
HP:0031175	Absent cervical vertebra	Human Phenotype Ontology	C4477020		04 Apr 2018	Finding
HP:0031176	Absent thoracic vertebra	Human Phenotype Ontology	C4477021		04 Apr 2018	Finding
HP:0031177	Finger flexor weakness	Human Phenotype Ontology	C4477022		04 Apr 2018	Finding
HP:0031178	Fixed head retroflexion	Human Phenotype Ontology	C4477023		04 Apr 2018	Finding
HP:0031179	Nuchal rigidity	Human Phenotype Ontology	C1320474		04 Apr 2018	Finding
HP:0031180	Erythema migrans	Human Phenotype Ontology	C0014740		04 Apr 2018	Finding
HP:0031181	Necrolytic migratory erythema	Human Phenotype Ontology	C0221243		04 Apr 2018	Finding
HP:0031185	Increased circulating NT-proBNP concentration	Human Phenotype Ontology	C4477024		18 Nov 2021	Finding
HP:0031186	Abnormal circulating deoxycorticosterone level	Human Phenotype Ontology	C4477025		04 Apr 2018	Finding
HP:0031187	Abnormal circulating pregnenolone concentration	Human Phenotype Ontology	C4477026		18 Nov 2021	Finding
HP:0031188	Genital edema	Human Phenotype Ontology	C0151604		04 Apr 2018	Finding
HP:0031189	Wrist drop	Human Phenotype Ontology	C0231666		04 Apr 2018	Finding
HP:0031190	Superficial dermal perivascular inflammatory infiltrate	Human Phenotype Ontology	C4531290		04 Apr 2018	Finding
HP:0031191	Deep dermal perivascular inflammatory infiltrate	Human Phenotype Ontology	C4531289		04 Apr 2018	Finding
HP:0031192	Abnormal morphology of left ventricular trabeculae	Human Phenotype Ontology	C4531288		04 Apr 2018	Finding
HP:0031193	Abnormal morphology of right ventricular trabeculae	Human Phenotype Ontology	C4531287		04 Apr 2018	Finding
HP:0031194	Increased density of left ventricular trabeculae	Human Phenotype Ontology	C4531286		04 Apr 2018	Finding
HP:0031195	Apical hypertrabeculation of the left ventricle	Human Phenotype Ontology	C4531285		04 Apr 2018	Finding
HP:0031196	Thin myocardium compact layer	Human Phenotype Ontology	C4531284		04 Apr 2018	Finding
HP:0031197	Cellular urinary casts	Human Phenotype Ontology	C0427895		04 Apr 2018	Finding
HP:0031198	Renal tubular epithelial cell casts	Human Phenotype Ontology	C4531283		04 Apr 2018	Finding
HP:0031199	Acellular urinary casts	Human Phenotype Ontology	C4531282		04 Apr 2018	Finding
HP:0031200	Hyaline casts	Human Phenotype Ontology	C0333121		04 Apr 2018	Finding
HP:0031201	Granular casts	Human Phenotype Ontology	C0344391		04 Apr 2018	Finding
HP:0031202	Waxy casts	Human Phenotype Ontology	C0370152		04 Apr 2018	Finding
HP:0031203	Fatty casts	Human Phenotype Ontology	C3714563		04 Apr 2018	Finding
HP:0031204	Bacterial cell casts	Human Phenotype Ontology	C4531281		04 Apr 2018	Finding
HP:0031205	Reduced lysosomal acid lipase activity	Human Phenotype Ontology	C4531280		04 Apr 2018	Finding
HP:0031206	Striatal T2 hyperintensity	Human Phenotype Ontology	C4531279		04 Apr 2018	Finding
HP:0031207	Hepatic hemangioma	Human Phenotype Ontology	C0238246		04 Apr 2018	Finding
HP:0031208	Increased pituitary glycoprotein hormone alpha subunit level	Human Phenotype Ontology	C4531278		18 Nov 2021	Finding
HP:0031209	Decreased circulating lipoprotein lipase concentration	Human Phenotype Ontology	C4531277		18 Nov 2021	Finding
HP:0031210	Abnormal circulating hyaluronic acid concentration	Human Phenotype Ontology	C4531276		04 Apr 2018	Finding
HP:0031211	Elevated cholesterol ester level	Human Phenotype Ontology	C1291155		04 Apr 2018	Finding
HP:0031212	Abnormal circulating progesterone level	Human Phenotype Ontology	C4531274		04 Apr 2018	Finding
HP:0031213	Elevated circulating 17-hydroxyprogesterone	Human Phenotype Ontology	C4531273		04 Apr 2018	Finding
HP:0031214	Decreased circulating dehydroepiandrosterone concentration	Human Phenotype Ontology	C4531272		18 Nov 2021	Finding
HP:0031215	Decreased circulating dehydroepiandrosterone-sulfate concentration	Human Phenotype Ontology	C4531271		18 Nov 2021	Finding
HP:0031216	Increased circulating progesterone	Human Phenotype Ontology	C4531270		04 Apr 2018	Finding
HP:0031217	Hot flashes	Human Phenotype Ontology	C0600142		04 Apr 2018	Finding
HP:0031218	Inappropriate antidiuretic hormone secretion	Human Phenotype Ontology	C0021141		04 Apr 2018	Finding
HP:0031219	Reduced radioactive iodine uptake	Human Phenotype Ontology	C4531269		04 Apr 2018	Finding
HP:0031220	Increased radioactive iodine uptake	Human Phenotype Ontology	C0151742		04 Apr 2018	Finding
HP:0031221	Abnormal radioactive iodine uptake test result	Human Phenotype Ontology	C4531268		04 Apr 2018	Finding
HP:0031222	Increased circulating thyroxine-binding globulin level	Human Phenotype Ontology	C4531267		04 Apr 2018	Finding
HP:0031223	Focal pancreatic islet hyperplasia	Human Phenotype Ontology	C4531266		04 Apr 2018	Finding
HP:0031224	Diffuse pancreatic islet hyperplasia	Human Phenotype Ontology	C4531265		04 Apr 2018	Finding
HP:0031225	Intrapulmonary shunt	Human Phenotype Ontology	C0489642		04 Apr 2018	Finding
HP:0031226	Perinephric fluid collection	Human Phenotype Ontology	C0747490		04 Apr 2018	Finding
HP:0031227	Nasopharyngeal teratoma	Human Phenotype Ontology	C4531264		04 Apr 2018	Finding
HP:0031228	Abnormal incisura morphology	Human Phenotype Ontology	C4531263		04 Apr 2018	Finding
HP:0031229	Increased incisura length	Human Phenotype Ontology	C4531262		04 Apr 2018	Finding
HP:0031230	Decreased incisura length	Human Phenotype Ontology	C4531261		04 Apr 2018	Finding
HP:0031231	Narrow incisura width	Human Phenotype Ontology	C4531260		04 Apr 2018	Finding
HP:0031232	Increased incisura width	Human Phenotype Ontology	C4531259		04 Apr 2018	Finding
HP:0031233	Horizontal inferior border of scapula	Human Phenotype Ontology	C3806511		04 Apr 2018	Finding
HP:0031234	Neutrophilic infiltration of the skin	Human Phenotype Ontology	C4531258		04 Apr 2018	Finding
HP:0031235	Predominantly epidermal neutrophilic infiltrate	Human Phenotype Ontology	C4531257		04 Apr 2018	Finding
HP:0031236	Predominantly dermal neutrophilic infiltrate	Human Phenotype Ontology	C4531256		04 Apr 2018	Finding
HP:0031237	Internally nucleated skeletal muscle fibers	Human Phenotype Ontology	C4531255		04 Apr 2018	Finding
HP:0031238	Necklace skeletal muscle fibers	Human Phenotype Ontology	C4531254		04 Apr 2018	Finding
HP:0031239	Extrafoveal choroidal neovascularization	Human Phenotype Ontology	C4531253		04 Apr 2018	Finding
HP:0031240	Juxtafoveal choroidal neovascularization	Human Phenotype Ontology	C4531252		04 Apr 2018	Finding
HP:0031241	Subfoveal choroidal neovascularization	Human Phenotype Ontology	C4531251		04 Apr 2018	Finding
HP:0031242	Decreased circulating chylomicron concentration	Human Phenotype Ontology	C4531250		18 Nov 2021	Finding
HP:0031243	Decreased VLDL cholesterol concentration	Human Phenotype Ontology	C4531249		18 Nov 2021	Finding
HP:0031244	Swollen lip	Human Phenotype Ontology	C0240211		04 Apr 2018	Finding
HP:0031245	Productive cough	Human Phenotype Ontology	C0239134		04 Apr 2018	Finding
HP:0031246	Nonproductive cough	Human Phenotype Ontology	C0850149		04 Apr 2018	Finding
HP:0031247	Whooping cough	Human Phenotype Ontology	C0043168		04 Apr 2018	Finding
HP:0031248	Palmar pruritus	Human Phenotype Ontology	C0240649		04 Apr 2018	Finding
HP:0031249	Parageusia	Human Phenotype Ontology	C0013378		04 Apr 2018	Finding
HP:0031250	Lip fissure	Human Phenotype Ontology	C0240200		04 Apr 2018	Finding
HP:0031251	Abnormal subclavian artery morphology	Human Phenotype Ontology	C4531248		04 Apr 2018	Finding
HP:0031252	Dilated left subclavian artery	Human Phenotype Ontology	C4531247		04 Apr 2018	Finding
HP:0031253	Anomalous origin of left subclavian artery	Human Phenotype Ontology	C4531246		04 Apr 2018	Finding
HP:0031254	Thalamic arteriovenous malformation	Human Phenotype Ontology	C4531245		04 Apr 2018	Finding
HP:0031255	Hypothalamic arteriovenous malformation	Human Phenotype Ontology	C4531244		04 Apr 2018	Finding
HP:0031256	Optic nerve arteriovenous malformation	Human Phenotype Ontology	C4531243		04 Apr 2018	Finding
HP:0031257	Arteriovenous malformation of the maxilla	Human Phenotype Ontology	C4531242		04 Apr 2018	Finding
HP:0031258	Delirium	Human Phenotype Ontology	C0011206		04 Apr 2018	Finding
HP:0031259	Oophoritis	Human Phenotype Ontology	C0029051		04 Apr 2018	Finding
HP:0031260	Triangular tibia	Human Phenotype Ontology	C4531241		04 Apr 2018	Finding
HP:0031261	Bladder polyp	Human Phenotype Ontology	C0586737		04 Apr 2018	Finding
HP:0031263	Abnormal renal corpuscle morphology	Human Phenotype Ontology	C4531240		04 Apr 2018	Finding
HP:0031264	Abnormal Bowman capsule morphology	Human Phenotype Ontology	C4531239		18 Nov 2021	Finding
HP:0031265	Abnormal glomerular visceral epithelial cell morphology	Human Phenotype Ontology	C4531238		18 Nov 2021	Finding
HP:0031266	Podocyte foot process effacement	Human Phenotype Ontology	C3280103		04 Apr 2018	Finding
HP:0031267	Abnormal CD69 upregulation upon TCR activation	Human Phenotype Ontology	C4531237		04 Apr 2018	Finding
HP:0031268	Decreased CD69 upregulation upon TCR activation	Human Phenotype Ontology	C4531236		04 Apr 2018	Finding
HP:0031269	Abnormal CD25 upregulation upon TCR activation	Human Phenotype Ontology	C4531235		04 Apr 2018	Finding
HP:0031270	Decreased CD25 upregulation upon TCR activation	Human Phenotype Ontology	C4531234		04 Apr 2018	Finding
HP:0031271	Absent ankle pulse	Human Phenotype Ontology	C4531233		04 Apr 2018	Finding
HP:0031272	Pulmonary arterial atherosclerosis	Human Phenotype Ontology	C4531232		04 Apr 2018	Finding
HP:0031273	Shock	Human Phenotype Ontology	C0036974		04 Apr 2018	Finding
HP:0031274	Hypovolemic shock	Human Phenotype Ontology	C0020683		04 Apr 2018	Finding
HP:0031275	Distributive shock	Human Phenotype Ontology	C2938913		04 Apr 2018	Finding
HP:0031276	Obstructive shock	Human Phenotype Ontology	C3665783		04 Apr 2018	Finding
HP:0031278	Abnormal thoracic duct morphology	Human Phenotype Ontology	C4531231		04 Apr 2018	Finding
HP:0031279	Abnormal response to gonadotropin-releasing hormone stimulation test	Human Phenotype Ontology	C4531230		04 Apr 2018	Finding
HP:0031280	Increased LH response to gonadotropin-releasing hormone stimulation test	Human Phenotype Ontology	C4531229		04 Apr 2018	Finding
HP:0031281	Sialadenitis	Human Phenotype Ontology	C0037023		04 Apr 2018	Finding
HP:0031282	Malalignment of the great toenail	Human Phenotype Ontology	C4531228		04 Apr 2018	Finding
HP:0031283	Tufted hairs	Human Phenotype Ontology	C4531227		04 Apr 2018	Finding
HP:0031284	Flushing	Human Phenotype Ontology	C0016382		04 Apr 2018	Finding
HP:0031285	Abnormal perifollicular morphology	Human Phenotype Ontology	C4531226		04 Apr 2018	Finding
HP:0031286	Perifollicular erythema	Human Phenotype Ontology	C4531225		04 Apr 2018	Finding
HP:0031287	Seborrheic keratosis	Human Phenotype Ontology	C0022603	182000.0	09 May 2020	Disease
HP:0031288	Cobblestone-like hyperkeratosis	Human Phenotype Ontology	C4531224		04 Apr 2018	Finding
HP:0031289	White papule	Human Phenotype Ontology	C0858697		04 Apr 2018	Finding
HP:0031290	Tuberous xanthoma	Human Phenotype Ontology	C0302164		04 Apr 2018	Finding
HP:0031291	Ichthyosis follicularis	Human Phenotype Ontology	C4531223		04 Apr 2018	Finding
HP:0031292	Cutaneous abscess	Human Phenotype Ontology	C0149777		04 Apr 2018	Finding
HP:0031293	Digital pitting scar	Human Phenotype Ontology	C3854542		04 Apr 2018	Finding
HP:0031294	Hypoplastic right atrium	Human Phenotype Ontology	C4531222		04 Apr 2018	Finding
HP:0031295	Left atrial enlargement	Human Phenotype Ontology	C0238705		04 Apr 2018	Finding
HP:0031296	Atrial septal hypertrophy	Human Phenotype Ontology	C4531221		04 Apr 2018	Finding
HP:0031297	Unroofed coronary sinus	Human Phenotype Ontology	C4551626		04 Apr 2018	Finding
HP:0031298	Coronary sinus enlargement	Human Phenotype Ontology	C4531220		04 Apr 2018	Finding
HP:0031299	Elevated left atrial pressure	Human Phenotype Ontology	C4531219		04 Apr 2018	Finding
HP:0031300	Abnormal circulating properdin level	Human Phenotype Ontology	C4531218		04 Apr 2018	Finding
HP:0031301	Peripheral arterial calcification	Human Phenotype Ontology	C4531217		04 Apr 2018	Finding
HP:0031302	Lower extremity peripheral arterial calcification	Human Phenotype Ontology	C4531216		04 Apr 2018	Finding
HP:0031303	Femoral arterial calcification	Human Phenotype Ontology	C4531215		04 Apr 2018	Finding
HP:0031304	Iliac arterial calcification	Human Phenotype Ontology	C4531214		04 Apr 2018	Finding
HP:0031305	Tibial arterial calcification	Human Phenotype Ontology	C4531213		04 Apr 2018	Finding
HP:0031306	Intracranial arterial calcification	Human Phenotype Ontology	C4531212		04 Apr 2018	Finding
HP:0031307	Internal carotid artery calcification	Human Phenotype Ontology	C4531211		04 Apr 2018	Finding
HP:0031308	Vertebral artery calcification	Human Phenotype Ontology	C4531210		04 Apr 2018	Finding
HP:0031309	Cerebral artery calcification	Human Phenotype Ontology	C1410868		04 Apr 2018	Finding
HP:0031310	Basilar artery calcification	Human Phenotype Ontology	C4531209		04 Apr 2018	Finding
HP:0031311	Middle cerebral artery calcification	Human Phenotype Ontology	C4531208		04 Apr 2018	Finding
HP:0031313	Abdominal aortic calcification	Human Phenotype Ontology	C4531207		04 Apr 2018	Finding
HP:0031314	Carotid artery calcification	Human Phenotype Ontology	C4285890		04 Apr 2018	Finding
HP:0031315	External carotid artery calcification	Human Phenotype Ontology	C4531206		04 Apr 2018	Finding
HP:0031316	Abnormal ventricular myocardium morphology	Human Phenotype Ontology	C4531205		04 Apr 2018	Finding
HP:0031317	Fatty replacement of ventricular myocardial tissue	Human Phenotype Ontology	C4531204		04 Apr 2018	Finding
HP:0031318	Myofiber disarray	Human Phenotype Ontology	C3671015		04 Apr 2018	Finding
HP:0031319	Cardiomyocyte hypertrophy	Human Phenotype Ontology	C4227331		04 Apr 2018	Finding
HP:0031320	Cardiomyocyte mitochondrial proliferation	Human Phenotype Ontology	C4531203		04 Apr 2018	Finding
HP:0031321	Myocardial immune cell infiltration	Human Phenotype Ontology	C4531202		04 Apr 2018	Finding
HP:0031322	Myocardial lymphocytic infiltration	Human Phenotype Ontology	C4531201		04 Apr 2018	Finding
HP:0031323	Myocardial eosinophilic infiltration	Human Phenotype Ontology	C4531200		04 Apr 2018	Finding
HP:0031324	Myocardial multinucleated giant cells	Human Phenotype Ontology	C4531199		04 Apr 2018	Finding
HP:0031325	Myocardial granulomatous infiltrates	Human Phenotype Ontology	C4531198		04 Apr 2018	Finding
HP:0031326	Monoclonal light chain cardiac amyloidosis	Human Phenotype Ontology	C4531197		04 Apr 2018	Finding
HP:0031327	Transthyretin cardiac amyloidosis	Human Phenotype Ontology	C4531196		04 Apr 2018	Finding
HP:0031328	Perivascular cardiac fibrosis	Human Phenotype Ontology	C4531195		04 Apr 2018	Finding
HP:0031329	Interstitial cardiac fibrosis	Human Phenotype Ontology	C4531194		04 Apr 2018	Finding
HP:0031330	Perivascular myocardial immune cell infiltration	Human Phenotype Ontology	C4531193		04 Apr 2018	Finding
HP:0031331	Abnormal cardiomyocyte morphology	Human Phenotype Ontology	C4531192		04 Apr 2018	Finding
HP:0031332	Cardiomyocyte degeneration	Human Phenotype Ontology	C4531191		04 Apr 2018	Finding
HP:0031333	Myocardial sarcomeric disarray	Human Phenotype Ontology	C4531190		04 Apr 2018	Finding
HP:0031334	Cardiomyocyte inclusion bodies	Human Phenotype Ontology	C4531189		04 Apr 2018	Finding
HP:0031335	Abnormal cardiomyocyte mitochondrial morphology	Human Phenotype Ontology	C4531188		04 Apr 2018	Finding
HP:0031336	Intranuclear cardiomyocyte mitochondria	Human Phenotype Ontology	C4531187		04 Apr 2018	Finding
HP:0031337	Abnormal cardiomyocyte connexin43 staining	Human Phenotype Ontology	C4531186		04 Apr 2018	Finding
HP:0031338	Abnormal cardiomyocyte plakoglobin staining	Human Phenotype Ontology	C4531185		04 Apr 2018	Finding
HP:0031339	Abnormal cadiomyocyte dystrophin staining	Human Phenotype Ontology	C4531184		04 Apr 2018	Finding
HP:0031340	Abnormal lysosomal morphology	Human Phenotype Ontology	C4531183		04 Apr 2018	Finding
HP:0031341	Gastric arteriovenous malformation	Human Phenotype Ontology	C0744282		04 Apr 2018	Finding
HP:0031342	Duodenal arteriovenous malformation	Human Phenotype Ontology	C2702529		04 Apr 2018	Finding
HP:0031343	Jejunal arteriovenous malformation	Human Phenotype Ontology	C4531182		04 Apr 2018	Finding
HP:0031344	Pelvic arteriovenous malformation	Human Phenotype Ontology	C4531181		04 Apr 2018	Finding
HP:0031345	Colonic arteriovenous malformation	Human Phenotype Ontology	C2062349		04 Apr 2018	Finding
HP:0031346	Rectal arteriovenous malformation	Human Phenotype Ontology	C4531180		04 Apr 2018	Finding
HP:0031347	Uterine arteriovenous malformation	Human Phenotype Ontology	C4531179		04 Apr 2018	Finding
HP:0031348	Dextrotransposition of the great arteries	Human Phenotype Ontology	C3531771		04 Apr 2018	Finding
HP:0031349	Levotransposition of the great arteries	Human Phenotype Ontology	C1275809		04 Apr 2018	Disease
HP:0031350	Cardiac sarcoma	Human Phenotype Ontology	C0238152		04 Apr 2018	Finding
HP:0031351	Calcified amorphous tumor of the heart	Human Phenotype Ontology	C4531178		04 Apr 2018	Finding
HP:0031352	Chest tightness	Human Phenotype Ontology	C0232292		04 Apr 2018	Finding
HP:0031353	Otitis media with effusion	Human Phenotype Ontology	C0456498		04 Apr 2018	Finding
HP:0031354	Sleep onset insomnia	Human Phenotype Ontology	C0393760		18 Nov 2021	Finding
HP:0031355	Maintenance insomnia	Human Phenotype Ontology	C4531176		04 Apr 2018	Finding
HP:0031356	Terminal insomnia	Human Phenotype Ontology	C0541798		04 Apr 2018	Finding
HP:0031357	Glomeruloid hemangioma	Human Phenotype Ontology	C1304511		04 Apr 2018	Finding
HP:0031358	Vegetative state	Human Phenotype Ontology	C0917808		04 Apr 2018	Finding
HP:0031359	Cutaneous sclerotic plaque	Human Phenotype Ontology	C4531175		04 Apr 2018	Finding
HP:0031360	Yellow skin plaque	Human Phenotype Ontology	C2126312		04 Apr 2018	Finding
HP:0031361	Zebra bodies	Human Phenotype Ontology	C0333776		04 Apr 2018	Finding
HP:0031362	Sex-limited autosomal recessive inheritance	Human Phenotype Ontology	C4531174		18 Nov 2021	Finding
HP:0031363	Palpable purpura	Human Phenotype Ontology	C0151190		04 Apr 2018	Finding
HP:0031364	Ecchymosis	Human Phenotype Ontology	C0013491		04 Apr 2018	Finding
HP:0031365	Macular purpura	Human Phenotype Ontology	C4531173		04 Apr 2018	Finding
HP:0031366	Palate neoplasm	Human Phenotype Ontology	C0030215		04 Apr 2018	Finding
HP:0031367	Metaphyseal striations	Human Phenotype Ontology	C1849081		04 Apr 2018	Finding
HP:0031368	Intestinal perforation	Human Phenotype Ontology	C0021845		04 Apr 2018	Finding
HP:0031369	Colon perforation	Human Phenotype Ontology	C0347646		04 Apr 2018	Finding
HP:0031370	Small intestinal perforation	Human Phenotype Ontology	C0151739		04 Apr 2018	Finding
HP:0031371	Rectal perforation	Human Phenotype Ontology	C0341402		04 Apr 2018	Finding
HP:0031372	Cold paresis	Human Phenotype Ontology	C4531172		04 Apr 2018	Finding
HP:0031373	Stiff tongue	Human Phenotype Ontology	C4531171		04 Apr 2018	Finding
HP:0031374	Ankle weakness	Human Phenotype Ontology	C2228039		04 Apr 2018	Finding
HP:0031375	Refractory	Human Phenotype Ontology	C0205269		18 Nov 2021	Finding
HP:0031377	Abnormal cell proliferation	Human Phenotype Ontology	C4531170		04 Apr 2018	Finding
HP:0031378	Abnormal lymphocyte proliferation	Human Phenotype Ontology	C4531169		04 Apr 2018	Finding
HP:0031379	Abnormal T cell proliferation	Human Phenotype Ontology	C4531168		04 Apr 2018	Finding
HP:0031380	Abnormal B cell proliferation	Human Phenotype Ontology	C4531167		04 Apr 2018	Finding
HP:0031381	Decreased lymphocyte proliferation in response to mitogen	Human Phenotype Ontology	C4531166		04 Apr 2018	Finding
HP:0031382	Decreased lymphocyte proliferation in response to anti-CD3	Human Phenotype Ontology	C4531165		04 Apr 2018	Finding
HP:0031383	Abnormal lymphocyte surface marker expression	Human Phenotype Ontology	C4531164		04 Apr 2018	Finding
HP:0031384	Reduced T cell CD40 expression	Human Phenotype Ontology	C4531163		04 Apr 2018	Finding
HP:0031385	Megakaryocyte nucleus hypolobulation	Human Phenotype Ontology	C4531162		04 Apr 2018	Finding
HP:0031386	Increased micromegakaryocyte count	Human Phenotype Ontology	C4531161		04 Apr 2018	Finding
HP:0031387	Increased multinucleated megakaryocyte count	Human Phenotype Ontology	C4531160		04 Apr 2018	Finding
HP:0031388	Megakaryocyte nucleus hyperlobulation	Human Phenotype Ontology	C4531159		04 Apr 2018	Finding
HP:0031389	Abnormal MHC II surface expression	Human Phenotype Ontology	C4531025		04 Apr 2018	Finding
HP:0031390	Reduced MHC II surface expression	Human Phenotype Ontology	C4531158		04 Apr 2018	Finding
HP:0031391	Elevated MHC II surface expression	Human Phenotype Ontology	C4531157		04 Apr 2018	Finding
HP:0031392	Abnormal proportion of CD4-positive T cells	Human Phenotype Ontology	C4531156		18 Nov 2021	Finding
HP:0031393	Abnormal proportion of CD8-positive T cells	Human Phenotype Ontology	C4531155		18 Nov 2021	Finding
HP:0031394	Abnormal CD4:CD8 ratio	Human Phenotype Ontology	C4531154		04 Apr 2018	Finding
HP:0031396	Abnormal proportion of naive T cells	Human Phenotype Ontology	C4531153		18 Nov 2021	Finding
HP:0031397	Decreased proportion of naive T cells	Human Phenotype Ontology	C4531152		18 Nov 2021	Finding
HP:0031398	Increased proportion of naive T cells	Human Phenotype Ontology	C4531151		18 Nov 2021	Finding
HP:0031399	Abnormal proportion of double-negative alpha-beta regulatory T cell	Human Phenotype Ontology	C4531150		18 Nov 2021	Finding
HP:0031401	Reduced proportion of CD4-negative, CD8-negative, alpha-beta regulatory T cells	Human Phenotype Ontology	C4531149		04 Apr 2018	Finding
HP:0031402	Reduced antigen-specific T cell proliferation	Human Phenotype Ontology	C4531148		04 Apr 2018	Finding
HP:0031403	Impaired pathogen-specific CD8 cytoxicity	Human Phenotype Ontology	C4531147		04 Apr 2018	Finding
HP:0031404	Impaired antigen-specific response	Human Phenotype Ontology	C4531146		04 Apr 2018	Finding
HP:0031405	Poroma	Human Phenotype Ontology	C2717981		04 Apr 2018	Finding
HP:0031406	Abnormal cytokine signaling	Human Phenotype Ontology	C4531145		04 Apr 2018	Finding
HP:0031407	Impaired cytokine signaling	Human Phenotype Ontology	C4531144		04 Apr 2018	Finding
HP:0031408	Increased proportion of CD25+ mast cells	Human Phenotype Ontology	C4531143		18 Nov 2021	Finding
HP:0031409	Abnormal lymphocyte physiology	Human Phenotype Ontology	C4531142		04 Apr 2018	Finding
HP:0031410	Abnormal distribution of CD56 bright/dim natural killer cells	Human Phenotype Ontology	C4531141		04 Apr 2018	Finding
HP:0031411	Abnormal chromosome morphology	Human Phenotype Ontology	C4531140		04 Apr 2018	Finding
HP:0031412	Abnormal telomere morphology	Human Phenotype Ontology	C4531139		04 Apr 2018	Finding
HP:0031413	Short telomere length	Human Phenotype Ontology	C4531138		04 Apr 2018	Finding
HP:0031414	High serum calcifediol	Human Phenotype Ontology	C4531137		04 Apr 2018	Finding
HP:0031415	High serum calcitriol	Human Phenotype Ontology	C4531136		04 Apr 2018	Finding
HP:0031416	Abnormal nasal mucus secretion	Human Phenotype Ontology	C4531028		04 Apr 2018	Finding
HP:0031417	Rhinorrhea	Human Phenotype Ontology	C1260880		04 Apr 2018	Finding
HP:0031418	Increased body mass index	Human Phenotype Ontology	C0231254		04 Apr 2018	Finding
HP:0031419	Reduced sex -hormone binding protein level	Human Phenotype Ontology	C4531135		04 Apr 2018	Finding
HP:0031420	Small yellow foveal lesion with surrounding gray zone	Human Phenotype Ontology	C4531134		18 Nov 2021	Finding
HP:0031421	Small superior frontal cortex	Human Phenotype Ontology	C4531133		04 Apr 2018	Finding
HP:0031422	Abnormal cerebellar cortex morphology	Human Phenotype Ontology	C4531132		18 Nov 2021	Finding
HP:0031423	Small cerebellar cortex	Human Phenotype Ontology	C4531131		04 Apr 2018	Finding
HP:0031424	Abnormal circulating beta-C-terminal telopeptide level	Human Phenotype Ontology	C4531130		04 Apr 2018	Finding
HP:0031425	Increased circulating beta-C-terminal telopeptide level	Human Phenotype Ontology	C4531129		04 Apr 2018	Finding
HP:0031426	Decreased circulating beta-C-terminal telopeptide level	Human Phenotype Ontology	C4531128		04 Apr 2018	Finding
HP:0031427	Abnormal circulating osteocalcin level	Human Phenotype Ontology	C4531127		04 Apr 2018	Finding
HP:0031428	Increased circulating osteocalcin level	Human Phenotype Ontology	C4531126		04 Apr 2018	Finding
HP:0031429	Decreased circulating osteocalcin level	Human Phenotype Ontology	C4531125		04 Apr 2018	Finding
HP:0031430	Oligoclonal T cell expansion	Human Phenotype Ontology	C4479459		04 Apr 2018	Finding
HP:0031431	Persistent repetition of words	Human Phenotype Ontology	C4531124		04 Apr 2018	Finding
HP:0031432	Persistent repetition of actions	Human Phenotype Ontology	C4531123		04 Apr 2018	Finding
HP:0031433	Alexithymia	Human Phenotype Ontology	C0002020		04 Apr 2018	Finding
HP:0031434	Abnormal speech prosody	Human Phenotype Ontology	C4531122		04 Apr 2018	Finding
HP:0031435	Monotonic speech	Human Phenotype Ontology	C4531121		04 Apr 2018	Finding
HP:0031436	Increased pitch variability of speech	Human Phenotype Ontology	C4531120		04 Apr 2018	Finding
HP:0031437	Pregnancy exposure	Human Phenotype Ontology	C3544104		04 Apr 2018	Finding
HP:0031438	Abnormal sex hormone-binding globulin level	Human Phenotype Ontology	C4531027		04 Apr 2018	Finding
HP:0031439	Abnormal angiostatin level	Human Phenotype Ontology	C4531119		04 Apr 2018	Finding
HP:0031441	Abnormal tricuspid valve annulus morphology	Human Phenotype Ontology	C4531117		04 Apr 2018	Finding
HP:0031442	Abnormal tricuspid chordae tendinae morphology	Human Phenotype Ontology	C4531116		04 Apr 2018	Finding
HP:0031443	Abnormal tricuspid valve leaflet morphology	Human Phenotype Ontology	C4531115		04 Apr 2018	Finding
HP:0031444	Dilatation of the tricuspid annulus	Human Phenotype Ontology	C4531114		04 Apr 2018	Finding
HP:0031445	Oral mucosa nodule	Human Phenotype Ontology	C4531113		04 Apr 2018	Finding
HP:0031446	Erosion of oral mucosa	Human Phenotype Ontology	C0399461		04 Apr 2018	Finding
HP:0031447	Penile freckling	Human Phenotype Ontology	C4531112		01 Jun 2017	Finding
HP:0031448	Herpetiform vesicles	Human Phenotype Ontology	C4531111		04 Apr 2018	Finding
HP:0031449	Perineal hemangioma	Human Phenotype Ontology	C4531110		04 Apr 2018	Finding
HP:0031450	Polycyclic	Human Phenotype Ontology	C4531109		18 Nov 2021	Finding
HP:0031451	Lower extremity subcutanous fat hypertrophy	Human Phenotype Ontology	C4531108		04 Apr 2018	Finding
