DiseaseID	a	b	DiseaseName	c	d	link
DOID:3156	ENSP00000078429	GNA11	Hypomelanosis of Ito	3.106	1.553	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000078429&type2=-26&id2=DOID:3156
DOID:1115	ENSP00000078429	GNA11	Sarcoma	3.088	1.544	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000078429&type2=-26&id2=DOID:1115
DOID:175	ENSP00000078429	GNA11	Vascular cancer	3.077	1.539	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000078429&type2=-26&id2=DOID:175
DOID:1240	ENSP00000078429	GNA11	Leukemia	3.071	1.535	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000078429&type2=-26&id2=DOID:1240
DOID:184	ENSP00000078429	GNA11	Bone cancer	3.011	1.506	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000078429&type2=-26&id2=DOID:184
DOID:0090060	ENSP00000078445	CREB3L3	Wolcott-Rallison syndrome	3.389	1.695	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000078445&type2=-26&id2=DOID:0090060
DOID:0112170	ENSP00000083182	APPBP2	Noonan syndrome 12	3.516	1.758	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000083182&type2=-26&id2=DOID:0112170
DOID:0111504	ENSP00000083182	APPBP2	Li-Fraumeni syndrome 2	3.436	1.718	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000083182&type2=-26&id2=DOID:0111504
DOID:12337	ENSP00000085068	ISOC2	Varicocele	3.003	1.501	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000085068&type2=-26&id2=DOID:12337
DOID:0060058	ENSP00000085219	CD22	Lymphoma	6.725	3.362	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000085219&type2=-26&id2=DOID:0060058
DOID:712	ENSP00000085219	CD22	Refractory hematologic cancer	5.269	2.634	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000085219&type2=-26&id2=DOID:712
DOID:0070004	ENSP00000085219	CD22	Myeloid neoplasm	4.669	2.335	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000085219&type2=-26&id2=DOID:0070004
DOID:2529	ENSP00000085219	CD22	Splenic disease	4.081	2.04	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000085219&type2=-26&id2=DOID:2529
DOID:9080	ENSP00000085219	CD22	Macroglobulinemia	3.99	1.995	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000085219&type2=-26&id2=DOID:9080
DOID:614	ENSP00000085219	CD22	Lymphopenia	3.822	1.911	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000085219&type2=-26&id2=DOID:614
DOID:0050908	ENSP00000085219	CD22	Myelodysplastic syndrome	3.543	1.771	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000085219&type2=-26&id2=DOID:0050908
DOID:0050615	ENSP00000085219	CD22	Respiratory system cancer	3.451	1.726	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000085219&type2=-26&id2=DOID:0050615
DOID:3620	ENSP00000085219	CD22	Central nervous system cancer	3.322	1.661	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000085219&type2=-26&id2=DOID:3620
DOID:12583	ENSP00000086933	GSC2	Velocardiofacial syndrome	5.171	2.585	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000086933&type2=-26&id2=DOID:12583
DOID:3068	ENSP00000086933	GSC2	Glioblastoma	3.105	1.552	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000086933&type2=-26&id2=DOID:3068
DOID:4500	ENSP00000155840	KCNQ1	Hypokalemia	4.413	2.207	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000155840&type2=-26&id2=DOID:4500
DOID:14291	ENSP00000155840	KCNQ1	Noonan syndrome with multiple lentigines	3.645	1.822	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000155840&type2=-26&id2=DOID:14291
DOID:0060327	ENSP00000155840	KCNQ1	Omphalocele	3.388	1.694	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000155840&type2=-26&id2=DOID:0060327
DOID:0110770	ENSP00000155840	KCNQ1	Hereditary spastic paraplegia 17	3.229	1.614	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000155840&type2=-26&id2=DOID:0110770
DOID:0050885	ENSP00000155840	KCNQ1	IMAGe syndrome	3.19	1.595	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000155840&type2=-26&id2=DOID:0050885
DOID:0080322	ENSP00000155858	TRPM5	Polycystic kidney disease	3.719	1.859	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000155858&type2=-26&id2=DOID:0080322
DOID:0080488	ENSP00000155858	TRPM5	Mucolipidosis	3.345	1.672	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000155858&type2=-26&id2=DOID:0080488
DOID:8986	ENSP00000155926	TRIB2	Narcolepsy	5.451	2.726	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000155926&type2=-26&id2=DOID:8986
DOID:0111780	ENSP00000156109	GPKOW	TARP syndrome	4.372	2.186	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000156109&type2=-26&id2=DOID:0111780
DOID:0080196	ENSP00000156109	GPKOW	Mandibulofacial dysostosis, Guion-Almeida type	4.291	2.145	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000156109&type2=-26&id2=DOID:0080196
DOID:0060608	ENSP00000156109	GPKOW	Microcephalic osteodysplastic primordial dwarfism type I	4.179	2.09	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000156109&type2=-26&id2=DOID:0060608
DOID:0110114	ENSP00000156109	GPKOW	Atrial heart septal defect 9	3.786	1.893	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000156109&type2=-26&id2=DOID:0110114
DOID:988	ENSP00000157600	LMCD1	Mitral valve prolapse	4.227	2.114	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000157600&type2=-26&id2=DOID:988
DOID:0040009	ENSP00000157600	LMCD1	Lidocaine allergy	3.225	1.613	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000157600&type2=-26&id2=DOID:0040009
DOID:0050678	ENSP00000158762	ACAP1	Blau syndrome	3.505	1.752	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000158762&type2=-26&id2=DOID:0050678
DOID:10156	ENSP00000158762	ACAP1	Ileal neoplasm	3.482	1.741	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000158762&type2=-26&id2=DOID:10156
DOID:0060326	ENSP00000158762	ACAP1	Myelomeningocele	3.028	1.514	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000158762&type2=-26&id2=DOID:0060326
DOID:0110733	ENSP00000158771	DERL2	Neuronal ceroid lipofuscinosis 9	3.4	1.7	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000158771&type2=-26&id2=DOID:0110733
DOID:0110152	ENSP00000158771	DERL2	Charcot-Marie-Tooth disease type 1B	3.261	1.631	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000158771&type2=-26&id2=DOID:0110152
DOID:0111533	ENSP00000159087	ANO8	Gnathodiaphyseal dysplasia	4.912	2.456	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000159087&type2=-26&id2=DOID:0111533
DOID:0111052	ENSP00000159087	ANO8	Scott syndrome	4.736	2.368	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000159087&type2=-26&id2=DOID:0111052
DOID:11720	ENSP00000159087	ANO8	Distal myopathy	3.593	1.797	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000159087&type2=-26&id2=DOID:11720
DOID:11724	ENSP00000159087	ANO8	limb-girdle muscular dystrophy	3.201	1.6	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000159087&type2=-26&id2=DOID:11724
DOID:0050698	ENSP00000160262	ICAM3	Funisitis	3.173	1.586	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000160262&type2=-26&id2=DOID:0050698
DOID:2237	ENSP00000160373	CTTNBP2	Hepatitis	3.387	1.694	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000160373&type2=-26&id2=DOID:2237
DOID:0111157	ENSP00000160373	CTTNBP2	Castleman disease	3.303	1.651	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000160373&type2=-26&id2=DOID:0111157
DOID:0060669	ENSP00000160373	CTTNBP2	Cerebral cavernous malformation	3.208	1.604	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000160373&type2=-26&id2=DOID:0060669
DOID:0060229	ENSP00000160382	ACTL6B	Baraitser-Winter syndrome	3.156	1.578	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000160382&type2=-26&id2=DOID:0060229
DOID:0050568	ENSP00000160827	KIF22	Spondylocostal dysostosis	3.259	1.63	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000160827&type2=-26&id2=DOID:0050568
DOID:11213	ENSP00000160827	KIF22	Acute contagious conjunctivitis	3.015	1.507	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000160827&type2=-26&id2=DOID:11213
DOID:0110574	ENSP00000161559	CEACAM1	Autosomal dominant nonsyndromic deafness 4B	3.024	1.512	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000161559&type2=-26&id2=DOID:0110574
DOID:0110489	ENSP00000162044	TMEM161A	Autosomal recessive nonsyndromic deafness 30	3.233	1.617	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000162044&type2=-26&id2=DOID:0110489
DOID:0110429	ENSP00000162044	TMEM161A	Dilated cardiomyopathy 1H	3.15	1.575	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000162044&type2=-26&id2=DOID:0110429
DOID:0090018	ENSP00000162749	TNFRSF1A	Autosomal dominant familial periodic fever	6.85	3.425	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000162749&type2=-26&id2=DOID:0090018
DOID:0050452	ENSP00000162749	TNFRSF1A	Mevalonic aciduria	5.288	2.644	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000162749&type2=-26&id2=DOID:0050452
DOID:0050854	ENSP00000162749	TNFRSF1A	Muckle-Wells syndrome	4.138	2.069	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000162749&type2=-26&id2=DOID:0050854
DOID:9663	ENSP00000162749	TNFRSF1A	Aphthous stomatitis	3.743	1.872	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000162749&type2=-26&id2=DOID:9663
DOID:0080519	ENSP00000162749	TNFRSF1A	PAPA syndrome	3.69	1.845	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000162749&type2=-26&id2=DOID:0080519
DOID:0090061	ENSP00000162749	TNFRSF1A	Familial cold autoinflammatory syndrome	3.68	1.84	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000162749&type2=-26&id2=DOID:0090061
DOID:1575	ENSP00000162749	TNFRSF1A	Rheumatic disease	3.473	1.736	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000162749&type2=-26&id2=DOID:1575
DOID:4371	ENSP00000162749	TNFRSF1A	Schnitzler syndrome	3.367	1.683	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000162749&type2=-26&id2=DOID:4371
DOID:9561	ENSP00000162749	TNFRSF1A	Nasopharyngeal disease	3.101	1.551	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000162749&type2=-26&id2=DOID:9561
DOID:0080163	ENSP00000162749	TNFRSF1A	Otulipenia	3.016	1.508	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000162749&type2=-26&id2=DOID:0080163
DOID:5212	ENSP00000163416	GOLGA5	Congenital disorder of glycosylation	3.355	1.678	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000163416&type2=-26&id2=DOID:5212
DOID:0111063	ENSP00000163416	GOLGA5	Hyperphosphatemic familial tumoral calcinosis	3.106	1.553	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000163416&type2=-26&id2=DOID:0111063
DOID:0050955	ENSP00000163416	GOLGA5	Spinocerebellar ataxia type 2	3.097	1.548	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000163416&type2=-26&id2=DOID:0050955
DOID:0111211	ENSP00000163416	GOLGA5	Distal spinal muscular atrophy type 3	3.033	1.517	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000163416&type2=-26&id2=DOID:0111211
DOID:0050677	ENSP00000164024	CELSR3	Bjornstad syndrome	4.31	2.155	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000164024&type2=-26&id2=DOID:0050677
DOID:11119	ENSP00000164024	CELSR3	Gilles de la Tourette syndrome	4.162	2.081	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000164024&type2=-26&id2=DOID:11119
DOID:0080174	ENSP00000164024	CELSR3	Bladder exstrophy	3.935	1.968	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000164024&type2=-26&id2=DOID:0080174
DOID:9834	ENSP00000164024	CELSR3	Hyperopia	3.651	1.826	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000164024&type2=-26&id2=DOID:9834
DOID:10933	ENSP00000164024	CELSR3	obsessive-compulsive disorder	3.173	1.587	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000164024&type2=-26&id2=DOID:10933
DOID:0080926	ENSP00000164024	CELSR3	7q11.23 duplication syndrome	3.041	1.52	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000164024&type2=-26&id2=DOID:0080926
DOID:10017	ENSP00000164133	PPP2R5B	Multiple endocrine neoplasia type 1	3.312	1.656	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000164133&type2=-26&id2=DOID:10017
DOID:0060582	ENSP00000164133	PPP2R5B	Noonan syndrome 4	3.14	1.57	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000164133&type2=-26&id2=DOID:0060582
DOID:2746	ENSP00000164139	PYGM	Glycogen storage disease V	7.932	3.966	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000164139&type2=-26&id2=DOID:2746
DOID:8545	ENSP00000164139	PYGM	Malignant hyperthermia	3.568	1.784	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000164139&type2=-26&id2=DOID:8545
DOID:0111338	ENSP00000164139	PYGM	Isolated elevated serum creatine phosphokinase levels	3.188	1.594	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000164139&type2=-26&id2=DOID:0111338
DOID:2752	ENSP00000164139	PYGM	Glycogen storage disease II	3.016	1.508	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000164139&type2=-26&id2=DOID:2752
DOID:0060226	ENSP00000164305	PIGB	Acrofrontofacionasal dysostosis	5.206	2.603	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000164305&type2=-26&id2=DOID:0060226
DOID:0080503	ENSP00000164305	PIGB	Multiple congenital anomalies-hypotonia-seizures syndrome	4.451	2.226	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000164305&type2=-26&id2=DOID:0080503
DOID:0060284	ENSP00000164305	PIGB	Paroxysmal nocturnal hemoglobinuria	4.417	2.208	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000164305&type2=-26&id2=DOID:0060284
DOID:0070303	ENSP00000164305	PIGB	Multiple epiphyseal dysplasia 1	3.965	1.982	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000164305&type2=-26&id2=DOID:0070303
DOID:0060470	ENSP00000164305	PIGB	Salt and pepper syndrome	3.252	1.626	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000164305&type2=-26&id2=DOID:0060470
DOID:12700	ENSP00000165524	PRLH	Hyperprolactinemia	3.35	1.675	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000165524&type2=-26&id2=DOID:12700
DOID:0112310	ENSP00000165524	PRLH	Central precocious puberty 1	3.076	1.538	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000165524&type2=-26&id2=DOID:0112310
DOID:0060264	ENSP00000166345	TRIP13	Pontocerebellar hypoplasia	6.102	3.051	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000166345&type2=-26&id2=DOID:0060264
DOID:0070338	ENSP00000166345	TRIP13	Cerebellar hypoplasia	4.245	2.122	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000166345&type2=-26&id2=DOID:0070338
DOID:8488	ENSP00000166345	TRIP13	Polyhydramnios	3.799	1.899	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000166345&type2=-26&id2=DOID:8488
DOID:12859	ENSP00000166345	TRIP13	Choreatic disease	3.612	1.806	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000166345&type2=-26&id2=DOID:12859
DOID:0110851	ENSP00000166345	TRIP13	Rhizomelic chondrodysplasia punctata type 1	3.576	1.788	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000166345&type2=-26&id2=DOID:0110851
DOID:5723	ENSP00000166345	TRIP13	Optic atrophy	3.201	1.6	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000166345&type2=-26&id2=DOID:5723
DOID:2661	ENSP00000167586	KRT14	Myoepithelioma	5.096	2.548	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:2661
DOID:8893	ENSP00000167586	KRT14	Psoriasis	4.51	2.255	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:8893
DOID:0050894	ENSP00000167586	KRT14	Ameloblastoma	4.359	2.179	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:0050894
DOID:1697	ENSP00000167586	KRT14	Ichthyosis	4.295	2.148	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:1697
DOID:4603	ENSP00000167586	KRT14	Epidermolytic hyperkeratosis	4.248	2.124	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:4603
DOID:5374	ENSP00000167586	KRT14	Pilomatrixoma	3.857	1.929	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:5374
DOID:0060258	ENSP00000167586	KRT14	Reticulate acropigmentation of Kitamura	3.65	1.825	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:0060258
DOID:0050871	ENSP00000167586	KRT14	Fibroma	3.579	1.79	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:0050871
DOID:0050449	ENSP00000167586	KRT14	Pachyonychia congenita	3.493	1.747	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:0050449
DOID:2065	ENSP00000167586	KRT14	Syringoma	3.468	1.734	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:2065
DOID:2648	ENSP00000167586	KRT14	Sebaceous adenoma	3.426	1.713	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:2648
DOID:0060256	ENSP00000167586	KRT14	Dowling-Degos disease	3.326	1.663	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:0060256
DOID:12306	ENSP00000167586	KRT14	Vitiligo	3.227	1.613	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:12306
DOID:5442	ENSP00000167586	KRT14	Eccrine acrospiroma	3.128	1.564	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:5442
DOID:0060283	ENSP00000167586	KRT14	Peeling skin syndrome	3.126	1.563	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:0060283
DOID:3168	ENSP00000167586	KRT14	Squamous cell neoplasm	3.032	1.516	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167586&type2=-26&id2=DOID:3168
DOID:2658	ENSP00000167588	KRT20	Dermoid cyst	4.095	2.048	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167588&type2=-26&id2=DOID:2658
DOID:11111	ENSP00000167588	KRT20	Hydronephrosis	3.441	1.72	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167588&type2=-26&id2=DOID:11111
DOID:3315	ENSP00000167588	KRT20	Lipoma	3.1	1.55	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167588&type2=-26&id2=DOID:3315
DOID:2609	ENSP00000167588	KRT20	Adenomyoma	3.049	1.524	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000167588&type2=-26&id2=DOID:2609
DOID:0070027	ENSP00000168148	SPP2	CST3-related cerebral amyloid angiopathy	3.011	1.506	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000168148&type2=-26&id2=DOID:0070027
DOID:14723	ENSP00000168216	HSD17B10	beta-ketothiolase deficiency	5.145	2.572	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000168216&type2=-26&id2=DOID:14723
DOID:0060459	ENSP00000168216	HSD17B10	Chromosome 3q29 microduplication syndrome	3.384	1.692	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000168216&type2=-26&id2=DOID:0060459
DOID:0112185	ENSP00000168216	HSD17B10	Thyroid dyshormonogenesis 1	3.041	1.52	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000168216&type2=-26&id2=DOID:0112185
DOID:1148	ENSP00000168712	FGF4	Polydactyly	4.738	2.369	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000168712&type2=-26&id2=DOID:1148
DOID:0080014	ENSP00000168712	FGF4	Chromosomal disease	3.163	1.582	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000168712&type2=-26&id2=DOID:0080014
DOID:0060614	ENSP00000168712	FGF4	ulnar-mammary syndrome	3.023	1.512	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000168712&type2=-26&id2=DOID:0060614
DOID:0050331	ENSP00000168712	FGF4	LADD syndrome	3.021	1.511	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000168712&type2=-26&id2=DOID:0050331
DOID:0110000	ENSP00000169551	TIMM21	3-methylglutaconic aciduria type 5	3.624	1.812	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000169551&type2=-26&id2=DOID:0110000
DOID:0050757	ENSP00000169551	TIMM21	deafness-dystonia-optic neuronopathy syndrome	3.546	1.773	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000169551&type2=-26&id2=DOID:0050757
DOID:0070184	ENSP00000170150	BPIFB2	Spermatogenic failure 16	4.504	2.252	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000170150&type2=-26&id2=DOID:0070184
DOID:0070311	ENSP00000170447	MKRN2	Oligoasthenoteratozoospermia	4.048	2.024	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000170447&type2=-26&id2=DOID:0070311
DOID:0112308	ENSP00000170447	MKRN2	Central precocious puberty	3.754	1.877	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000170447&type2=-26&id2=DOID:0112308
DOID:6050	ENSP00000171111	KEAP1	Esophageal disease	3.225	1.613	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000171111&type2=-26&id2=DOID:6050
DOID:6457	ENSP00000171887	TNS1	Cowden syndrome	5.57	2.785	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000171887&type2=-26&id2=DOID:6457
DOID:13482	ENSP00000171887	TNS1	Proteus syndrome	3.865	1.932	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000171887&type2=-26&id2=DOID:13482
DOID:0050771	ENSP00000172229	NGFR	Pheochromocytoma	3.804	1.902	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000172229&type2=-26&id2=DOID:0050771
DOID:3192	ENSP00000172229	NGFR	Neurilemmoma	3.534	1.767	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000172229&type2=-26&id2=DOID:3192
DOID:1679	ENSP00000172229	NGFR	Cystitis	3.1	1.55	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000172229&type2=-26&id2=DOID:1679
DOID:4817	ENSP00000172229	NGFR	Ganglioneuroma	3.088	1.544	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000172229&type2=-26&id2=DOID:4817
DOID:5844	ENSP00000172229	NGFR	Myocardial infarction	3.079	1.539	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000172229&type2=-26&id2=DOID:5844
DOID:9296	ENSP00000173229	NTN1	Cleft lip	3.873	1.937	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000173229&type2=-26&id2=DOID:9296
DOID:0070216	ENSP00000173229	NTN1	Familial hyperinsulinemic hypoglycemia 3	3.402	1.701	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000173229&type2=-26&id2=DOID:0070216
DOID:0110015	ENSP00000173527	ISOC1	Age related macular degeneration 2	3.751	1.875	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000173527&type2=-26&id2=DOID:0110015
DOID:0060785	ENSP00000173527	ISOC1	adult-onset autosomal dominant demyelinating leukodystrophy	3.345	1.673	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000173527&type2=-26&id2=DOID:0060785
DOID:0111595	ENSP00000173527	ISOC1	Congenital contractural arachnodactyly	3.246	1.623	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000173527&type2=-26&id2=DOID:0111595
DOID:11569	ENSP00000173898	TRO	Neurocirculatory asthenia	3.113	1.556	https://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000173898&type2=-26&id2=DOID:11569
