DiseaseID	DiseaseName	vocabulary	code
UMLS:C0153677	Secondary malignant neoplasm of mediastinum	ICD10	C78.1
UMLS:C0153678	Secondary malignant neoplasm of pleura	ICD10	C78.2
UMLS:C0153685	Secondary malignant neoplasm of kidney	ICD9CM	198.0
UMLS:C0153687	Secondary malignant neoplasm of skin	ICD10	C79.2
UMLS:C0153690	Secondary malignant neoplasm of bone	EFO	0009870
UMLS:C0153691	Secondary malignant neoplasm of adrenal gland	ICD10	C79.7
UMLS:C0153886	Acute myeloid leukemia in remission	ICD10CM	C92.01
UMLS:C0153888	Chronic myeloid leukemia in remission	EFO	0000339
UMLS:C0153942	Benign neoplasm of esophagus	ICD10	D13.0
UMLS:C0153943	Benign neoplasm of stomach	ICD10	D13.1
UMLS:C0153999	Benign neoplasm of uterus	ICD9CM	219.9
UMLS:C0154007	Benign neoplasm of testis	ICD10	D29.2
UMLS:C0154009	Benign neoplasm of prostate	ICD10	D29.1
UMLS:C0154017	Benign neoplasm of bladder	ICD10	D30.3
UMLS:C0154038	Benign neoplasm of thyroid gland	EFO	1000122
UMLS:C0154040	Benign neoplasm of adrenal gland	ICD10	D35.0
UMLS:C0154051	Hemangioma of retina	ICD9CM	228.03
UMLS:C0154059	Carcinoma in situ of esophagus	DO	9095
UMLS:C0154060	Carcinoma in situ of stomach	DO	9138
UMLS:C0154064	Carcinoma in situ of anus	DO	8991
UMLS:C0154084	Stage 0 Breast Carcinoma	DO	8791
UMLS:C0154088	Carcinoma in situ of prostate	DO	8634
UMLS:C0154089	Carcinoma in situ of penis	DO	8872
UMLS:C0154091	Carcinoma in situ of bladder	DO	9053
UMLS:C0154129	Neoplastic disease of uncertain behavior	ICD9CM	235-238.99
UMLS:C0154141	Thyrotoxicosis with toxic single thyroid nodule	HPO	0011786
UMLS:C0154143	Toxic multinodular goiter	DO	11277
UMLS:C0154157	Postoperative hypothyroidism	DO	1458
UMLS:C0154207	Other specified disorders of adrenal gland	DO	0090030
UMLS:C0154208	Disorder of endocrine ovary	EFO	0009003
UMLS:C0154209	Hyperestrogenism	DO	14336
UMLS:C0154246	Urea Cycle Disorders, Inborn	DO	9267
UMLS:C0154251	Lipid Metabolism Disorders	ICD9CM	272
UMLS:C0154254	Polyclonal hypergammaglobulinemia	DO	2344
UMLS:C0154286	Iron deficiency anemia secondary to chronic blood loss	ICD10	D50.0
UMLS:C0154298	Acute posthaemorrhagic anaemia	ICD10	D62
UMLS:C0154301	Acquired thrombocytopenia	DO	11126
UMLS:C0154307	Banti's syndrome	MONDO	0021969
UMLS:C0154319	Other specified senile psychotic conditions	DO	1307
UMLS:C0154409	Recurrent major depressive episodes	DO	1470
UMLS:C0154437	Atypical depressive disorder	DO	12294
UMLS:C0154536	Amphetamine or related acting sympathomimetic abuse	DO	670
UMLS:C0154564	Specific disorders of sleep of non-organic origin	DO	535
UMLS:C0154565	Non-organic sleep disorder	ICD10	F51
UMLS:C0154575	Rumination Disorders	DO	11507
UMLS:C0154628	Hyperkinetic conduct disorder of childhood	ICD9CM	314.2
UMLS:C0154652	Eosinophilic meningitis	DO	10361
UMLS:C0154659	Toxic Encephalitis	EFO	0005595
UMLS:C0154671	Degenerative brain disorder	DO	10652
UMLS:C0154674	Symptomatic torsion dystonia	DO	0050835
UMLS:C0154675	Fragments of torsion dystonia	DO	0050835
UMLS:C0154676	Organic writer's cramp	DO	0050841
UMLS:C0154681	Anterior Horn Cell Disease	DO	4873
UMLS:C0154682	Lateral Sclerosis	DO	230
UMLS:C0154693	Hemiplegia, Flaccid	ICD10	G81.0
UMLS:C0154694	Hemiplegia, Spastic	HPO	0011099
UMLS:C0154695	Diplegic Infantile Cerebral Palsy	DO	10965
UMLS:C0154697	Cerebral Palsy, Quadriplegic, Infantile	DO	10970
UMLS:C0154698	Monoplegic Infantile Cerebral Palsy	DO	10968
UMLS:C0154723	Migraine with Aura	DO	10024
UMLS:C0154733	Multiple cranial nerve palsy	DO	13866
UMLS:C0154738	Lumbosacral radiculopathy	ICD10CM	M54.17
UMLS:C0154742	Other lesions of median nerve	DO	571
UMLS:C0154743	Ulnar Neuropathies	DO	12168
UMLS:C0154748	Lesion of Sciatic Nerve	DO	11446
UMLS:C0154754	Hereditary and idiopathic neuropathy, unspecified	EFO	0003100
UMLS:C0154778	Myopia, Degenerative	DO	11829
UMLS:C0154822	Serous retinal detachment	DO	5327
UMLS:C0154823	Retinal defect	DO	12514
UMLS:C0154828	Traction detachment of retina	HPO	0007917
UMLS:C0154830	Proliferative diabetic retinopathy	DO	13207
UMLS:C0154832	Exudative retinopathy	DO	7765
UMLS:C0154834	Retinal Microaneurysm	DO	11295
UMLS:C0154835	Retinal telangiectasia	DO	7736
UMLS:C0154841	Central retinal vein occlusion	DO	2450
UMLS:C0154850	Cystoid macular retinal degeneration	DO	14245
UMLS:C0154856	Retinal lattice degeneration	DO	12165
UMLS:C0154860	Hereditary retinal dystrophy	DO	0050572
UMLS:C0154863	Vitreoretinal dystrophy	DO	14251
UMLS:C0154870	Focal chorioretinitis	DO	1979
UMLS:C0154874	Neuroretinitis	DO	10176
UMLS:C0154884	Acute posterior multifocal placoid pigment epitheliopathy	ICD10CM	H30.14
UMLS:C0154916	Rubeosis iridis	DO	14000
UMLS:C0154920	Pigmentary iris degeneration	HPO	0007730
UMLS:C0154933	Adhesions of iris	ICD10CM	H21.50
UMLS:C0154934	Peripheral anterior synechiae	ICD10CM	H21.52
UMLS:C0154936	Pupillary abnormality	HPO	0000615
UMLS:C0154946	Acute angle-closure glaucoma	DO	13862
UMLS:C0154947	Anatomical narrow angle glaucoma	DO	13550
UMLS:C0154971	Presenile cataract	HPO	0007819
UMLS:C0154974	Cortical, lamellar, or zonular nonsenile cataract	ICD9CM	366.03
UMLS:C0155002	Sudden visual loss	ICD10CM	H53.13
UMLS:C0155003	Blindness, Transient	ICD10CM	H53.12
UMLS:C0155015	Color Blindness, Red	DO	13910
UMLS:C0155016	Color Blindness, Red-Green	DO	13909
UMLS:C0155017	Color Blindness, Blue	DO	11661
UMLS:C0155018	Color Blindness, Acquired	DO	13912
UMLS:C0155072	Mooren's ulcer	DO	10439
UMLS:C0155094	Corneal pannus	ICD10CM	H16.42
UMLS:C0155096	Corneal ghost vessels	ICD10CM	H16.41
UMLS:C0155100	Peripheral opacity of cornea	HPO	0008011
UMLS:C0155111	Bullous keratopathy	DO	11031
UMLS:C0155116	Descemet's membrane fold	HPO	0012039
UMLS:C0155118	Corneal degeneration	DO	1237
UMLS:C0155119	Recurrent erosion of cornea	DO	11541
UMLS:C0155120	Corneal Dystrophy, Band-Shaped	DO	11164
UMLS:C0155127	Familial Amyloid Polyneuropathy, Type V	HPO	0001149
UMLS:C0155141	Acute conjunctivitis	ICD10	H10.3
UMLS:C0155143	Acute follicular conjunctivitis	DO	11219
UMLS:C0155145	Chronic conjunctivitis	DO	2475
UMLS:C0155158	Recurrent pterygium	ICD9CM	372.45
UMLS:C0155163	Conjunctival pigmentation	DO	12304
UMLS:C0155164	Conjunctival scar	ICD10	H11.2
UMLS:C0155188	Senile entropion	DO	12836
UMLS:C0155196	Cicatricial ectropion	DO	12782
UMLS:C0155210	Eyelid Xanthoma	HPO	0001114
UMLS:C0155223	Dacryoadenitis	DO	950
UMLS:C0155241	Lacrimal mucocele	DO	9939
UMLS:C0155285	Orbital cyst	DO	14233
UMLS:C0155299	Coloboma of optic disc	DO	11975
UMLS:C0155300	Pseudopapilledema	DO	1392
UMLS:C0155305	Optic Neuropathy, Ischemic	DO	12010
UMLS:C0155320	Blindness, Cortical	DO	11831
UMLS:C0155336	Esotropia with accommodative compensation	DO	9839
UMLS:C0155338	Total ophthalmoplegia	DO	539
UMLS:C0155339	Brown Tendon Sheath Syndrome	DO	10235
UMLS:C0155359	Scleral staphyloma	DO	11595
UMLS:C0155360	Staphyloma posticum	DO	13789
UMLS:C0155366	Vitreous degeneration	DO	11816
UMLS:C0155379	Nystagmus associated with disorder of the vestibular system	DO	14070
UMLS:C0155380	Dissociated Nystagmus	DO	13174
UMLS:C0155411	Exostosis of external ear canal	HPO	0004459
UMLS:C0155434	Patulous eustachian tube	DO	12358
UMLS:C0155477	Tympanosclerosis involving other combination of structures	DO	1214
UMLS:C0155490	Middle Ear Cholesteatoma	DO	10964
UMLS:C0155502	Benign Paroxysmal Positional Vertigo	DO	13941
UMLS:C0155504	Serous labyrinthitis	DO	1467
UMLS:C0155526	Cochlear otosclerosis	ICD10	H80.2
UMLS:C0155533	Tinnitus, Subjective	ICD9CM	388.31
UMLS:C0155534	Tinnitus, Objective	ICD9CM	388.32
UMLS:C0155536	Paracousis	MSH	D006311
UMLS:C0155550	Neural hearing loss	DO	10003
UMLS:C0155552	Hearing Loss, Mixed Conductive-Sensorineural	HPO	0000410
UMLS:C0155563	Rheumatic mitral regurgitation	DO	61
UMLS:C0155567	Rheumatic aortic stenosis	DO	1712
UMLS:C0155568	Rheumatic aortic regurgitation	DO	57
UMLS:C0155601	Hypertensive heart and renal disease	ICD10	I13
UMLS:C0155616	Secondary hypertension	DO	11130
UMLS:C0155626	Acute myocardial infarction	DO	11847
UMLS:C0155668	Old myocardial infarction	ICD10	I25.2
UMLS:C0155675	Pulmonary Arteriovenous Fistulas	HPO	0004952
UMLS:C0155676	Pulmonary artery aneurysm	HPO	0004937
UMLS:C0155679	Acute pericarditis	EFO	0007427
UMLS:C0155686	Acute myocarditis	DO	3951
UMLS:C0155699	Cardiomyopathy in other diseases classified elsewhere	DO	3978
UMLS:C0155707	Trifascicular block	HPO	0011715
UMLS:C0155708	Other specified conduction disorders	DO	0110644
UMLS:C0155730	Nonruptured cerebral aneurysm	DO	10941
UMLS:C0155733	Atherosclerosis of aorta	DO	10230
UMLS:C0155747	Aneurysm of splenic artery	DO	14006
UMLS:C0155760	Rupture of artery	HPO	0025019
UMLS:C0155761	Hyperplasia of renal artery	ICD10CM	I77.3
UMLS:C0155765	Disease of capillaries	DO	1271
UMLS:C0155773	Portal Vein Thrombosis	DO	11695
UMLS:C0155778	Varicose veins of lower extremity	ICD10	I83
UMLS:C0155781	Thrombosed internal hemorrhoids	ICD10	I84.0
UMLS:C0155789	Bleeding esophageal varices	DO	112
UMLS:C0155804	Acute maxillary sinusitis	DO	2050
UMLS:C0155820	Acute bronchitis and bronchiolitis	ICD9CM	466
UMLS:C0155826	Chronic nasopharyngitis	DO	10460
UMLS:C0155829	Enlargement of tonsil or adenoid	ICD10	J35.3
UMLS:C0155833	Hyperplasia of adenoids	ICD10CM	J35.8
UMLS:C0155860	Pneumonia due to Pseudomonas	ICD10	J15.1
UMLS:C0155862	Streptococcal pneumonia	DO	0040084
UMLS:C0155866	Inhalational anthrax	DO	7427
UMLS:C0155870	Pneumonia and influenza	ICD10	J10-J18.9
UMLS:C0155877	Allergic asthma	DO	2841
UMLS:C0155880	Intrinsic asthma	DO	2841
UMLS:C0155883	Chronic obstructive asthma (with obstructive pulmonary disease)	EFO	0009759
UMLS:C0155912	Pulmonary Alveolar Microlithiasis	DO	12117
UMLS:C0155922	Tooth development and eruption disorder	EFO	0005410
UMLS:C0155930	Tooth Ankylosis	DO	12661
UMLS:C0155943	Arthralgia of temporomandibular joint	ICD10CM	M26.62
UMLS:C0155964	Atrophy of tongue papillae	DO	1453
UMLS:C0156076	Alcoholic gastritis	DO	8680
UMLS:C0156147	Crohn's disease of large bowel	DO	0060192
UMLS:C0156173	Functional diarrhea	DO	11371
UMLS:C0156181	Peritoneal adhesion	ICD10	K66.0
UMLS:C0156189	Cirrhosis and chronic liver disease	ICD9CM	571
UMLS:C0156221	Acute glomerulonephritis	ICD10CM	N00
UMLS:C0156245	Unilateral small kidney	ICD10	N27.0
UMLS:C0156257	Calculus of kidney and ureter	DO	585
UMLS:C0156259	Hypertrophy of kidney	DO	9622
UMLS:C0156270	Irradiation cystitis	DO	7127
UMLS:C0156273	Bladder Diverticulum	DO	11353
UMLS:C0156296	Atrophy of prostate	DO	2301
UMLS:C0156312	Atrophy of testis	DO	11994
UMLS:C0156318	Fibrosclerosis of breast	DO	10353
UMLS:C0156344	Endometriosis of ovary	DO	11432
UMLS:C0156349	Prolapse of female genital organs	ICD9CM	618
UMLS:C0156353	Uterovaginal prolapse	ICD10	N81.4
UMLS:C0156369	Uterine Polyp	DO	9042
UMLS:C0156372	Asherman Syndrome	HPO	0030712
UMLS:C0156390	Polyp of vagina	ICD10	N84.2
UMLS:C0156394	Hypertrophy of clitoris	HPO	0008665
UMLS:C0156404	Irregular Menstruation	HPO	0000858
UMLS:C0156409	Postmenopausal atrophic vaginitis	DO	11968
UMLS:C0156841	Thyroid dysfunction, postpartum	ICD9CM	648.14
UMLS:C0156847	Anaemia, postpartum	ICD10CM	O90.81
UMLS:C0157680	Carbuncle/furuncle	ICD9CM	680
UMLS:C0157733	Abnormality of the hair	HPO	0001595
UMLS:C0157738	Chronic skin ulcer	DO	8549
UMLS:C0157742	Urticaria due to cold and heat	DO	0090061
UMLS:C0157743	Vibratory urticaria	DO	1554
UMLS:C0157749	Arthropathy associated with infection	DO	381
UMLS:C0157843	Infective arthritis of shoulder region	DO	813
UMLS:C0157844	Unspecified infective arthritis involving upper arm	DO	813
UMLS:C0157845	Unspecified infective arthritis involving forearm	DO	813
UMLS:C0157846	Unspecified infective arthritis involving hand	DO	813
UMLS:C0157847	Unspecified infective arthritis, pelvic region and thigh	DO	813
UMLS:C0157848	Unspecified infective arthritis involving lower leg	DO	813
UMLS:C0157849	Unspecified infective arthritis, ankle and foot	DO	813
UMLS:C0157917	Pauciarticular juvenile rheumatoid arthritis	DO	676
UMLS:C0157946	Osteoarthrosis, localized, not specified whether primary or secondary	DO	8398
UMLS:C0158026	Monoarthritis	ICD9CM	716.6
UMLS:C0158113	Contracture of joint of hand	HPO	0009473
UMLS:C0158242	Cervical spondylosis with myelopathy	ICD9CM	721.1
UMLS:C0158252	Intervertebral disc disorder	EFO	0004994
UMLS:C0158266	Intervertebral Disc Degeneration	DO	90
UMLS:C0158288	Spinal stenosis of lumbar region	DO	6725
UMLS:C0158300	Adhesive Capsulitis	MSH	D002062
UMLS:C0158328	Trigger Finger Disorder	HPO	0012276
UMLS:C0158353	Infectious Myositis	DO	876
UMLS:C0158360	Fibromatosis, Plantar	DO	8936
UMLS:C0158369	Swelling of limb	ICD9CM	729.81
UMLS:C0158371	Acute osteomyelitis	EFO	0003102
UMLS:C0158447	Idiopathic osteoporosis	DO	12559
UMLS:C0158458	Acquired hallux valgus	ICD10	M20.1
UMLS:C0158465	Acquired cubitus valgus	HPO	0002967
UMLS:C0158486	Acquired genu recurvatum	ICD9CM	736.5
UMLS:C0158489	Acquired clubfoot	ICD10CM	M21.54
UMLS:C0158538	Other congenital anomalies of nervous system	DO	2490
UMLS:C0158543	Congenital cystic eyeball	DO	0060835
UMLS:C0158551	Embryonal nuclear cataract (disorder)	ICD9CM	743.33
UMLS:C0158564	Congenital vitreous anomaly	ICD9CM	743.51
UMLS:C0158570	Vascular anomaly	MONDO	0016230
UMLS:C0158611	Other congenital anomalies of heart	EFO	0005269
UMLS:C0158621	Congenital subaortic stenosis	ICD10	Q24.4
UMLS:C0158623	Congenital anomaly of coronary artery	DO	11843
UMLS:C0158629	Congenital anomaly of aortic arch	ICD9CM	747.21
UMLS:C0158638	Congenital anomaly of cerebrovascular system	ICD9CM	747.81
UMLS:C0158646	Cleft palate with cleft lip	HPO	0000202
UMLS:C0158651	Cleft lip, unilateral, complete	DO	9296
UMLS:C0158662	Congenital anomaly of tongue	ICD10CM	Q38.3
UMLS:C0158663	Tongue absent	HPO	0012730
UMLS:C0158667	Aplasia of Lacrimal and Salivary Glands	ICD9CM	750.21
UMLS:C0158683	Polycystic liver disease	HPO	0006557
UMLS:C0158687	Congenital malformation of genital organs	ICD10	Q50-Q56.9
UMLS:C0158698	Congenital malformation of the urinary system	ICD10	Q60-Q64.9
UMLS:C0158713	Bilateral congenital dislocation of hip	HPO	0008780
UMLS:C0158731	Congenital pectus carinatum	HPO	0000768
UMLS:C0158733	Hand polydactyly	HPO	0001161
UMLS:C0158734	Polydactyly of toes	HPO	0001829
UMLS:C0158738	Syndactyly of toes with fusion of bones	HPO	0010717
UMLS:C0158761	Radioulnar Synostosis	DO	0060467
UMLS:C0158763	Macrodactylia of fingers	DO	0060467
UMLS:C0158768	Macrodactyly of toe	HPO	0100747
UMLS:C0158779	Cervical rib	HPO	0000891
UMLS:C0158784	Accessory skeletal muscle	DO	12961
UMLS:C0158850	Fetal Malnutrition	MSH	D048070
UMLS:C0158940	Transitory tachypnea of newborn	ICD10	P22.1
UMLS:C0158944	Infections specific to perinatal period	ICD10	P35-P39.9
UMLS:C0158945	Congenital cytomegalovirus infection	ICD10	P35.1
UMLS:C0158962	Hemolytic disease of fetus OR newborn due to RhD isoimmunization	ICD10CM	P55.0
UMLS:C0158981	Neonatal diabetes mellitus	DO	0060334
UMLS:C0158983	Neonatal thyrotoxicosis	DO	12573
UMLS:C0158986	Neonatal hypoglycemia	HPO	0001998
UMLS:C0158995	Congenital anemia	ICD10CM	P61.4
UMLS:C0158996	Anemia of prematurity	DO	11243
UMLS:C0159020	Convulsions in the newborn	ICD10	P90
UMLS:C0159060	Abnormal bowel sounds	HPO	0030142
UMLS:C0159104	Electrooculogram abnormal	HPO	0030454
UMLS:C0160390	Injury of liver	ICD10CM	S36.11
UMLS:C0162154	Atrophic scar	HPO	0001075
UMLS:C0162164	Congenital stenosis of pulmonary valve	ICD10	Q22.1
UMLS:C0162275	Ketonuria	HPO	0002919
UMLS:C0162279	Choroidal detachment	ICD10	H31.4
UMLS:C0162281	Corneal deposit	DO	11547
UMLS:C0162283	Nephrogenic Diabetes Insipidus	DO	12387
UMLS:C0162285	Edema of eyelid	HPO	0100540
UMLS:C0162291	Retinal ischemia	DO	12510
UMLS:C0162292	External Ophthalmoplegia	HPO	0000544
UMLS:C0162296	Polyarthralgia	ICD9CM	719.49
UMLS:C0162297	Respiratory arrest	HPO	0005943
UMLS:C0162298	Joint stiffness	HPO	0001387
UMLS:C0162309	Adrenoleukodystrophy	DO	10588
UMLS:C0162311	Androgenetic Alopecia	DO	0050801
UMLS:C0162316	Iron deficiency anemia	DO	11759
UMLS:C0162323	Polyarthritis	HPO	0005764
UMLS:C0162351	Contact hypersensitivity	MSH	D003877
UMLS:C0162359	Christ-Siemens-Touraine syndrome	DO	0090119
UMLS:C0162361	Hidrotic Ectodermal Dysplasia	DO	14693
UMLS:C0162375	Granuloma, Giant Cell Reparative	DO	1866
UMLS:C0162429	Malnutrition	DO	11801
UMLS:C0162442	Parapsoriasis en Plaques	ICD10	L41.4
UMLS:C0162451	Poison Ivy Dermatitis	MSH	D011040
UMLS:C0162504	Neutrophilic Eccrine Hidradenitis	MSH	D016575
UMLS:C0162510	Caroli Disease	DO	0050876
UMLS:C0162526	AIDS-Related Opportunistic Infections	MSH	D017088
UMLS:C0162529	Colitis, Ischemic	DO	0060181
UMLS:C0162530	Porphyria, Erythropoietic	DO	13270
UMLS:C0162531	Hereditary Coproporphyria	DO	13269
UMLS:C0162532	Variegate Porphyria	DO	4346
UMLS:C0162533	Porphyrias, Hepatic	DO	3133
UMLS:C0162534	Prion Diseases	DO	649
UMLS:C0162538	Immunoglobulin A deficiency (disorder)	DO	0060025
UMLS:C0162539	IgG Deficiency disorder	DO	14176
UMLS:C0162557	Liver Failure, Acute	HPO	0004448
UMLS:C0162565	Acute intermittent porphyria	DO	3890
UMLS:C0162566	Porphyria Cutanea Tarda	DO	3132
UMLS:C0162568	Erythropoietic Protoporphyria	DO	13270
UMLS:C0162569	Hepatoerythropoietic Porphyria	DO	3132
UMLS:C0162576	Anisakiasis	DO	4031
UMLS:C0162627	Skin Diseases, Bacterial	HPO	0100658
UMLS:C0162628	Skin Diseases, Viral	MSH	D017193
UMLS:C0162635	Angelman Syndrome	DO	1932
UMLS:C0162637	Strongylida Infections	EFO	0007500
UMLS:C0162644	Root Caries	DO	14089
UMLS:C0162666	Mitochondrial Encephalomyopathies	DO	890
UMLS:C0162668	Megaconial Myopathies	MSH	D017240
UMLS:C0162669	Pleoconial Myopathies	MSH	D017240
UMLS:C0162670	Mitochondrial Myopathies	DO	699
UMLS:C0162671	MELAS Syndrome	DO	3687
UMLS:C0162672	MERRF Syndrome	DO	310
UMLS:C0162674	Chronic progressive external ophthalmoplegia	DO	12558
UMLS:C0162677	Caliciviridae Infections	EFO	0007189
UMLS:C0162678	Neurofibromatoses	DO	8712
UMLS:C0162679	Leukemic Infiltration	MSH	D017254
UMLS:C0162699	Tick-Borne Infections	MSH	D017282
UMLS:C0162700	Tick-Borne Diseases	MONDO	0025294
UMLS:C0162701	Polysomnography	EFO	0004870
UMLS:C0162739	HELLP Syndrome	DO	10591
UMLS:C0162770	Right Ventricular Hypertrophy	HPO	0001667
UMLS:C0162809	Kallmann Syndrome	DO	0060857
UMLS:C0162810	Cicatrix, Hypertrophic	ICD10CM	L91.0
UMLS:C0162817	Skin Diseases, Eczematous	MSH	D017443
UMLS:C0162819	Skin Diseases, Vascular	DO	0040099
UMLS:C0162820	Dermatitis, Allergic Contact	DO	3042
UMLS:C0162823	Dermatitis, Irritant	DO	2772
UMLS:C0162824	Dermatitis, Photoallergic	DO	3818
UMLS:C0162830	Dermatitis, Phototoxic	DO	4407
UMLS:C0162834	Hyperpigmentation	EFO	0009047
UMLS:C0162835	Hypopigmentation disorder	HPO	0001010
UMLS:C0162836	Hidradenitis Suppurativa	DO	2280
UMLS:C0162838	Porokeratosis, Palmoplantar	MONDO	0008291
UMLS:C0162839	Porokeratosis	DO	3805
UMLS:C0162848	Lichenoid Eruptions	MSH	D017512
UMLS:C0162852	Pityriasis Lichenoides et Varioliformis Acuta	ICD10	L41.0
UMLS:C0162853	Pityriasis Lichenoides	MONDO	0024249
UMLS:C0162869	Aneurysm, Ruptured	MSH	D017542
UMLS:C0162871	Aortic Aneurysm, Abdominal	DO	7693
UMLS:C0162872	Aortic Aneurysm, Thoracic	DO	14004
UMLS:C0175683	Citrullinemia	DO	9273
UMLS:C0175691	Dubowitz syndrome	DO	0050569
UMLS:C0175692	Johanson-Blizzard syndrome	DO	14694
UMLS:C0175693	Russell-Silver syndrome	DO	0050569
UMLS:C0175694	Smith-Lemli-Opitz Syndrome	DO	14692
UMLS:C0175695	Sotos' syndrome	DO	0060476
UMLS:C0175697	Van der Woude syndrome	DO	0060239
UMLS:C0175699	Saethre-Chotzen Syndrome	DO	14768
UMLS:C0175700	Multiple synostosis syndrome	DO	14762
UMLS:C0175701	Aarskog syndrome	DO	0050569
UMLS:C0175702	Williams Syndrome	DO	1928
UMLS:C0175703	Thrombocytopenia-Absent Radius Syndrome	DO	0060468
UMLS:C0175704	LEOPARD Syndrome	DO	0080548
UMLS:C0175707	Asplenia Syndrome	DO	0060856
UMLS:C0175708	Chronic rheumatic heart disease	ICD10	I05-I09.9
UMLS:C0175709	Centronuclear myopathy	DO	14717
UMLS:C0175713	Aicardi's syndrome	DO	8461
UMLS:C0175754	Agenesis of corpus callosum	HPO	0001274
UMLS:C0175755	Congenital absent nipple	ICD10	Q83.2
UMLS:C0175778	Larsen syndrome	DO	14764
UMLS:C0175816	Cold Hemagglutinin Disease	DO	0060284
UMLS:C0177804	Bone Mineral Density Test	ICD9CM	88.98
UMLS:C0178238	Intestinal infectious disease (disorder)	DO	100
UMLS:C0178264	Inflammatory disease of the central nervous system	ICD10	G00-G09.9
UMLS:C0178272	Disorder of pulmonary circulation	ICD10	I28.9
UMLS:C0178282	Hernia of abdominal cavity	DO	1283
UMLS:C0178298	Skin and subcutaneous tissue disorders	DO	37
UMLS:C0178416	Hypoplastic anemia	DO	12449
UMLS:C0178417	Anhedonia	HPO	0012154
UMLS:C0178421	Fibroadenoma of breast	DO	1618
UMLS:C0178426	Oligohydramnios sequence	DO	12594
UMLS:C0178540	Cerebral Hypoxia-Ischemia	MSH	D020925
UMLS:C0178664	Glomerulosclerosis (disorder)	HPO	0000096
UMLS:C0178782	Orofacial Pain	MSH	D005157
UMLS:C0178824	Reactive Hyperemia	MSH	D006940
UMLS:C0178829	reproductive system disorder	EFO	0000512
UMLS:C0178874	Tumor Progression	NCI	C17609
UMLS:C0178879	Urinary tract obstruction	DO	5200
UMLS:C0184567	Acute onset pain	ICD10	R52.0
UMLS:C0200633	Neutrophil count (procedure)	EFO	0004833
UMLS:C0200635	Lymphocyte Count measurement	EFO	0004587
UMLS:C0200637	Monocyte count procedure	EFO	0005091
UMLS:C0200638	Eosinophil count procedure	EFO	0004842
UMLS:C0200641	Blood basophil count (lab test)	EFO	0005090
UMLS:C0200665	Platelet mean volume determination (procedure)	EFO	0004584
UMLS:C0200695	Fetal hemoglobin determination	EFO	0004576
UMLS:C0201278	Antibody measurement (procedure)	EFO	0004556
UMLS:C0201512	Thyroglobulin antibody measurement	EFO	0009896
UMLS:C0201534	Antiphospholipid antibodies measurement	EFO	0005200
UMLS:C0201544	Prostate specific antigen measurement	EFO	0004624
UMLS:C0201657	C-reactive protein measurement	EFO	0004458
UMLS:C0201660	Rheumatoid Factor Measurement	EFO	0005767
UMLS:C0201836	Alanine aminotransferase measurement	EFO	0004735
UMLS:C0201850	Alkaline phosphatase measurement	EFO	0004533
UMLS:C0201874	Amino acids measurement	EFO	0005134
UMLS:C0201888	Angiotensin converting enzyme measurement	NCI	C80169
UMLS:C0201896	Arylsulfatase B measurement	EFO	0008030
UMLS:C0201899	Aspartate aminotransferase measurement	EFO	0004736
UMLS:C0201910	Beta-2-microglobulin measurement	EFO	0005197
UMLS:C0201925	Calcium measurement	EFO	0004838
UMLS:C0201929	Carbohydrate measurement	EFO	0004998
UMLS:C0201950	Cholesterol measurement test	NCI	C105586
UMLS:C0201952	Chloride measurement	EFO	0009284
UMLS:C0201968	Cortisol Measurement	EFO	0005843
UMLS:C0201973	Creatine kinase measurement	EFO	0004534
UMLS:C0201976	Creatinine measurement, serum (procedure)	EFO	0004518
UMLS:C0201983	Dehydroepiandrosterone sulfate measurement (procedure)	EFO	0007001
UMLS:C0202022	Follicle stimulating hormone measurement	EFO	0004768
UMLS:C0202025	Fructosamine measurement	EFO	0009303
UMLS:C0202035	Gamma glutamyl transferase measurement	NCI	C64847
UMLS:C0202071	Homovanillic acid measurement	EFO	0005131
UMLS:C0202075	17 Hydroxyprogesterone measurement	EFO	0010220
UMLS:C0202083	Immunoglobulin A measurement	NCI	C81969
UMLS:C0202098	Insulin measurement	EFO	0004467
UMLS:C0202100	Insulin C-peptide measurement	EFO	0005187
UMLS:C0202105	Transferrin measurement	EFO	0006341
UMLS:C0202115	Lactic acid measurement	EFO	0007745
UMLS:C0202117	Low density lipoprotein cholesterol measurement	EFO	0004611
UMLS:C0202123	Luteinizing hormone measurement	EFO	0007002
UMLS:C0202159	Parathyroid hormone measurement	EFO	0004752
UMLS:C0202171	Phosphatidylinositol measurement	EFO	0010230
UMLS:C0202174	blood phenylalanine measurement by Guthrie microbiologic assay	EFO	0005001
UMLS:C0202177	Phospholipid measurement	EFO	0004639
UMLS:C0202178	Phosphorus measurement	EFO	0004861
UMLS:C0202194	Potassium measurement	EFO	0009283
UMLS:C0202202	Protein measurement	EFO	0004747
UMLS:C0202217	Serotonin measurement	EFO	0004846
UMLS:C0202218	Sex hormone binding globulin measurement	NCI	C74745
UMLS:C0202220	Somatomedin-C measurement	NCI	C74864
UMLS:C0202230	Thyroid stimulating hormone measurement	EFO	0004748
UMLS:C0202231	Thyroxine measurement	EFO	0005130
UMLS:C0202236	Triglycerides measurement	EFO	0004530
UMLS:C0202239	Uric acid measurement (procedure)	EFO	0004531
UMLS:C0202251	Vitamin B6 measurement	EFO	0004621
UMLS:C0202252	VITAMIN B12 MEASUREMENT	EFO	0004620
