diseaseId	name	vocabulary	code	vocabularyName
UMLS:C0262984	Spongiotic dermatitis	DO	4406	spongiotic dermatitis
UMLS:C1527358	Phototoxicity	DO	4407	phototoxic dermatitis
UMLS:C0162830	Dermatitis, Phototoxic	DO	4407	phototoxic dermatitis
UMLS:C0016436	Folliculitis	DO	4409	folliculitis
UMLS:C0085293	Hepatitis E	DO	4411	hepatitis E
UMLS:C0877611	Cervical Melanoma	DO	4413	cervix melanoma
UMLS:C0206644	Histiocytoma, Benign Fibrous	DO	4415	fibrous histiocytoma
UMLS:C0036489	Sea-Blue Histiocyte Syndrome	DO	4423	sea-blue histiocytosis
UMLS:C0043324	Juvenile Xanthogranuloma	DO	4424	juvenile xanthogranuloma
UMLS:C0037789	Specific reading disorder	DO	4428	dyslexia
UMLS:C0920296	Developmental reading disorder	DO	4428	dyslexia
UMLS:C0037661	Somatostatinoma	DO	4430	somatostatinoma
UMLS:C1368041	Pancreatic Somatostatinoma	DO	4432	pancreatic somatostatinoma
UMLS:C1336005	Small Intestinal Neuroendocrine Neoplasm	DO	4434	small intestine neuroendocrine neoplasm
UMLS:C1332865	Cavernous Sinus Meningioma	DO	4435	cavernous sinus meningioma
UMLS:C1335976	Skull Base Meningioma	DO	4437	skull base meningioma
UMLS:C1333813	Central Nervous System Germinoma	DO	4438	central nervous system germinoma
UMLS:C0036631	Seminoma	DO	4440	seminoma
UMLS:C0013377	Dysgerminoma	DO	4441	dysgerminoma
UMLS:C0024440	Macular Edema, Cystoid	DO	4447	cystoid macular edema
UMLS:C0271051	Macular retinal edema	DO	4447	cystoid macular edema
UMLS:C0007134	Renal Cell Carcinoma	DO	4450	renal cell carcinoma
UMLS:C1378703	Renal carcinoma	DO	4451	renal carcinoma
UMLS:C1333001	Childhood Renal Cell Carcinoma	DO	4454	childhood kidney cell carcinoma
UMLS:C2608055	Hereditary Renal Cell Carcinoma	DO	4455	hereditary renal cell carcinoma
UMLS:C1854107	Hyperaldosteronism, Familial, Type II	DO	446	primary hyperaldosteronism
UMLS:C3150933	HYPERALDOSTERONISM, FAMILIAL, TYPE III	DO	446	primary hyperaldosteronism
UMLS:C3713420	Familial Hyperaldosteronism	DO	446	primary hyperaldosteronism
UMLS:C0346249	Cystadenocarcinoma of kidney	DO	4463	multilocular clear cell renal cell carcinoma
UMLS:C4049328	Renal medullary carcinoma	DO	4464	collecting duct carcinoma
UMLS:C1266044	Collecting Duct Carcinoma of the Kidney	DO	4464	collecting duct carcinoma
UMLS:C1336078	Papillary renal cell carcinoma, sporadic	DO	4465	papillary renal cell carcinoma
UMLS:C1336839	Type 1 Papillary Renal Cell Carcinoma	DO	4465	papillary renal cell carcinoma
UMLS:C0025490	Mesonephroma	DO	4468	clear cell adenocarcinoma
UMLS:C0206681	Adenocarcinoma, Clear Cell	DO	4468	clear cell adenocarcinoma
UMLS:C0035091	Renal Tubular Transport, Inborn Errors	DO	447	renal tubular transport disease
UMLS:C1266042	Chromophobe Renal Cell Carcinoma	DO	4471	chromophobe renal cell carcinoma
UMLS:C1266043	Sarcomatoid Renal Cell Carcinoma	DO	4473	sarcomatoid renal cell carcinoma
UMLS:C2607914	Allergic rhinitis (disorder)	DO	4481	allergic rhinitis
UMLS:C0035457	Rhinitis, Allergic, Perennial	DO	4481	allergic rhinitis
UMLS:C0002103	Atopic rhinitis	DO	4481	allergic rhinitis
UMLS:C0018621	Hay fever	DO	4481	allergic rhinitis
UMLS:C0035455	Rhinitis	DO	4483	rhinitis
UMLS:C0334515	Mesothelioma, biphasic, malignant	DO	4486	malignant biphasic mesothelioma
UMLS:C1270206	Desmoplastic mesothelioma	DO	4488	sarcomatoid mesothelioma
UMLS:C0334513	Sarcomatoid Mesothelioma	DO	4488	sarcomatoid mesothelioma
UMLS:C0862312	Epithelioid mesothelioma, malignant	DO	4489	malignant epithelial mesothelioma
UMLS:C0282550	Persian Gulf Syndrome	DO	4491	persian gulf syndrome
UMLS:C2076596	Influenza A (H5N1)	DO	4492	avian influenza
UMLS:C3264382	Swine influenza virus (viruses that normally cause infections in pigs)	DO	4492	avian influenza
UMLS:C1514284	Potassium Deficiency Disorder	DO	4500	hypokalemia
UMLS:C0279988	Childhood Angiosarcoma	DO	4505	pediatric angiosarcoma
UMLS:C1332312	Aortic Angiosarcoma	DO	4510	aorta angiosarcoma
UMLS:C1332614	Angiosarcoma of the breast	DO	4511	breast angiosarcoma
UMLS:C1336748	Thyroid Angiosarcoma	DO	4514	thyroid angiosarcoma
UMLS:C0346081	Skin Angiosarcoma	DO	4517	skin angiosarcoma
UMLS:C0026277	Mixed Salivary Gland Tumor	DO	452	pleomorphic adenoma
UMLS:C1519176	Salivary Gland Pleomorphic Adenoma	DO	452	pleomorphic adenoma
UMLS:C0206694	Mucoepidermoid Carcinoma	DO	4531	mucoepidermoid carcinoma
UMLS:C0018522	Hallermann's Syndrome	DO	4534	Hallermann-Streiff syndrome
UMLS:C4721530	Congenital hypotrichia	DO	4535	hypotrichosis
UMLS:C0020678	Hypotrichosis	DO	4535	hypotrichosis
UMLS:C0003113	Anomia	DO	4541	nominal aphasia
UMLS:C0002624	Retrograde amnesia	DO	4543	retrograde amnesia
UMLS:C0206637	Mesenchymal Chondrosarcoma	DO	4545	mesenchymal chondrosarcoma
UMLS:C1332982	Childhood Mesenchymal Chondrosarcoma	DO	4546	pediatric mesenchymal chondrosarcoma
UMLS:C0003463	Anus Neoplasms	DO	4551	anus benign neoplasm
UMLS:C0206704	Carcinoma, Large Cell	DO	4552	large cell carcinoma
UMLS:C0345958	Large cell carcinoma of lung	DO	4556	lung large cell carcinoma
UMLS:C0014122	Subacute Bacterial Endocarditis	DO	4562	subacute bacterial endocarditis
UMLS:C0242380	Libman-Sacks Disease	DO	4562	subacute bacterial endocarditis
UMLS:C0014121	Bacterial Endocarditis	DO	4562	subacute bacterial endocarditis
UMLS:C1333989	Familial meningioma	DO	4586	familial meningioma
UMLS:C0281784	Benign Meningioma	DO	4587	benign meningioma
UMLS:C1384406	Secretory meningioma	DO	4588	secretory meningioma
UMLS:C1762616	Meningioma, benign, no ICD-O subtype	DO	4588	secretory meningioma
UMLS:C1384408	Microcystic meningioma	DO	4588	secretory meningioma
UMLS:C0238019	Carcinoma of extrahepatic bile duct	DO	4606	bile duct cancer
UMLS:C0005396	Bile Duct Neoplasms	DO	4606	bile duct cancer
UMLS:C0153453	Malignant tumor of extrahepatic bile duct	DO	4606	bile duct cancer
UMLS:C0750952	Biliary Tract Cancer	DO	4607	biliary tract cancer
UMLS:C0005426	Biliary Tract Neoplasm	DO	4607	biliary tract cancer
UMLS:C0031029	Periapical Granuloma	DO	4617	periapical granuloma
UMLS:C0024954	Maxillary Neoplasms	DO	4618	maxillary cancer
UMLS:C3711749	Nonsyndromic Holoprosencephaly	DO	4621	holoprosencephaly
UMLS:C0234523	Apraxia, Ideomotor	DO	4627	ideomotor apraxia
UMLS:C1537102	Schneiderian papilloma, inverted	DO	4630	inverted transitional papilloma
UMLS:C1704453	Oncocytic Schneiderian papilloma	DO	4630	inverted transitional papilloma
UMLS:C0149642	Cervical lymphadenitis	DO	4637	cervical adenitis
UMLS:C3809470	EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 2	DO	4644	epidermolysis bullosa simplex
UMLS:C3715082	EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 1	DO	4644	epidermolysis bullosa simplex
UMLS:C0024622	Malignant neoplasm of retina	DO	4645	retinal cancer
UMLS:C0524801	Retinal Neoplasms	DO	4645	retinal cancer
UMLS:C0751483	Familial Retinoblastoma	DO	4648	familial retinoblastoma
UMLS:C0035335	Retinoblastoma	DO	4648	familial retinoblastoma
UMLS:C0854914	Retinoblastoma bilateral	DO	4650	bilateral retinoblastoma
UMLS:C0854915	Retinoblastoma unilateral	DO	4651	unilateral retinoblastoma
UMLS:C0278717	Intraocular retinoblastoma	DO	4653	intraocular retinoblastoma
UMLS:C0278719	Extraocular retinoblastoma	DO	4656	extraocular retinoblastoma
UMLS:C2242987	Benign Mastocytoma	DO	4658	benign mastocytoma
UMLS:C0242992	Multiple Chemical Sensitivity	DO	4661	multiple chemical sensitivity
UMLS:C0265950	Venous malformation	DO	467	venous hemangioma
UMLS:C0016697	Freemartinism	DO	4671	freemartinism
UMLS:C0936016	Testicular Feminization	DO	4674	androgen insensitivity syndrome
UMLS:C0039585	Androgen-Insensitivity Syndrome	DO	4674	androgen insensitivity syndrome
UMLS:C0022568	Keratitis	DO	4677	keratitis
UMLS:C1334814	Thymic Mucoepidermoid Carcinoma	DO	4678	thymus mucoepidermoid carcinoma
UMLS:C1334813	Mucoepidermoid Breast Carcinoma	DO	4679	breast mucoepidermoid carcinoma
UMLS:C0205789	Hemangioma, Intramuscular	DO	468	intramuscular hemangioma
UMLS:C1334708	Metaplastic carcinoma of breast	DO	4680	breast metaplastic carcinoma
UMLS:C0014236	Endophthalmitis	DO	4692	endophthalmitis
UMLS:C1370658	Intraneural perineurioma	DO	4696	intraneural perineurioma
UMLS:C0751691	Perineurioma	DO	4697	perineurioma
UMLS:C1370657	Soft tissue perineurioma	DO	4697	perineurioma
UMLS:C0033575	Prostatic Diseases	DO	47	prostate disease
UMLS:C0265985	Mongolian Spot	DO	4702	mongolian spot
UMLS:C0021432	Infratentorial Neoplasms	DO	4706	infratentorial cancer
UMLS:C0687140	Hemangioma of skin	DO	471	skin hemangioma
UMLS:C0262963	extragonadal germ cell tumor	DO	4717	extragonadal germ cell cancer
UMLS:C0334552	Malignant Giant Cell Tumor of Bone	DO	4719	bone giant cell sarcoma
UMLS:C1336518	Subglottic hemangioma	DO	472	subglottic angioma
UMLS:C0524812	Intracranial Hypotension	DO	4723	intracranial hypotension
UMLS:C0006114	Cerebral Edema	DO	4724	brain edema
UMLS:C1527311	Brain Edema	DO	4724	brain edema
UMLS:C0035460	Rhinitis, Vasomotor	DO	4730	vasomotor rhinitis
UMLS:C0006666	Calciphylaxis	DO	4734	calciphylaxis
UMLS:C0033931	Psychophysiologic Disorders	DO	4737	somatoform disorder
UMLS:C0205788	Histiocytoid hemangioma	DO	474	histiocytoid hemangioma
UMLS:C0032044	Placenta Accreta	DO	4744	placenta accreta
UMLS:C1839022	Striatonigral Degeneration, Infantile, Mitochondrial	DO	4751	striatonigral degeneration
UMLS:C4310808	STRIATAL DEGENERATION, AUTOSOMAL DOMINANT 1	DO	4751	striatonigral degeneration
UMLS:C0270733	Striatonigral Degeneration	DO	4751	striatonigral degeneration
UMLS:C0795996	STRIATONIGRAL DEGENERATION, INFANTILE (disorder)	DO	4751	striatonigral degeneration
UMLS:C0037019	Shy-Drager Syndrome	DO	4752	multiple system atrophy
UMLS:C0393571	Multiple System Atrophy	DO	4752	multiple system atrophy
UMLS:C0243000	Impotence, Vasculogenic	DO	4762	vasculogenic impotence
UMLS:C0206629	Pulmonary Blastoma	DO	4765	pulmonary blastoma
UMLS:C0936282	Blastoma	DO	4766	embryoma
UMLS:C1332556	Biphasic Pulmonary Blastoma	DO	4767	classic pulmonary blastoma
UMLS:C1266144	Pleuropulmonary blastoma	DO	4769	pleuropulmonary blastoma
UMLS:C0206628	Mesoblastic Nephroma	DO	4772	mesoblastic nephroma
UMLS:C1332965	Congenital Mesoblastic Nephroma	DO	4773	congenital mesoblastic nephroma
UMLS:C0235618	Proliferative glomerulonephritis	DO	4778	proliferative glomerulonephritis
UMLS:C1332309	Anti-Basement Membrane Glomerulonephritis	DO	4780	anti-basement membrane glomerulonephritis
UMLS:C0221238	Mesangial proliferative glomerulonephritis	DO	4783	mesangial proliferative glomerulonephritis
UMLS:C0744421	Immune-complex glomerulonephritis	DO	4784	immune-complex glomerulonephritis
UMLS:C0002985	Angiokeratoma	DO	479	angiokeratoma
UMLS:C0334596	Medulloepithelioma	DO	4790	medulloepithelioma
UMLS:C0700367	Ependymoblastoma	DO	4794	ependymoblastoma
UMLS:C0280788	Anaplastic Ependymoma	DO	4794	ependymoblastoma
UMLS:C0268275	Tay-Sachs Disease, AB Variant	DO	4795	GM2 gangliosidosis, AB variant
UMLS:C1301365	Systemic mastocytosis with associated clonal, hematologic non-mast-cell lineage disease	DO	4797	SM-AHNMD
UMLS:C1112486	Aggressive Systemic Mastocytosis	DO	4798	aggressive systemic mastocytosis
UMLS:C0017412	Genital Diseases, Male	DO	48	male reproductive system disease
UMLS:C0026650	Movement Disorders	DO	480	movement disease
UMLS:C0238052	Xanthomatosis, Cerebrotendinous	DO	4810	cerebrotendinous xanthomatosis
UMLS:C0279557	Adenosquamous cell lung cancer	DO	4829	adenosquamous lung carcinoma
UMLS:C1959589	Angioma, Cavernous	DO	483	cavernous hemangioma
UMLS:C0206623	Adenosquamous carcinoma	DO	4830	adenosquamous carcinoma
UMLS:C0334699	Malignant myoepithelioma	DO	4838	myoepithelial carcinoma
UMLS:C0206684	Sebaceous Adenocarcinoma	DO	4839	sebaceous adenocarcinoma
UMLS:C0600502	Vascular Hemostatic Disorders	DO	484	vascular hemostatic disease
UMLS:C0206725	Subependymal Glioma	DO	4843	subependymal glioma
UMLS:C1384403	Cellular Ependymoma	DO	4844	benign ependymoma
UMLS:C1370500	Tanycytic ependymoma	DO	4844	benign ependymoma
UMLS:C0014474	Ependymoma	DO	4844	benign ependymoma
UMLS:C1519086	Pilomyxoid astrocytoma	DO	4845	pilomyxoid astrocytoma
UMLS:C1263892	Neoplasm of cauda equina	DO	4847	cauda equina neoplasm
UMLS:C0334586	Pleomorphic Xanthoastrocytoma	DO	4852	pleomorphic xanthoastrocytoma
UMLS:C0349620	Pilocytic astrocytoma of cerebellum	DO	4853	pilocytic astrocytoma of cerebellum
UMLS:C1266178	Gliofibroma	DO	4856	gliofibroma
UMLS:C1304511	Glomeruloid hemangioma	DO	486	glomeruloid hemangioma
UMLS:C1332608	Astrocytoma of brain stem	DO	4860	brain stem astrocytic neoplasm
UMLS:C0349540	Astrocytoma of spinal cord	DO	4863	spinal cord astrocytoma
UMLS:C0346340	Adenoid cystic carcinoma of lacrimal gland	DO	4870	lacrimal gland adenoid cystic carcinoma
UMLS:C0346017	Adenoid cystic eccrine carcinoma	DO	4871	cutaneous adenocystic carcinoma
UMLS:C1334439	adenoid cystic carcinoma of lung	DO	4872	lung adenoid cystic carcinoma
UMLS:C0154681	Anterior Horn Cell Disease	DO	4873	anterior horn cell disease
UMLS:C1332167	Adenoid cystic breast carcinoma	DO	4877	breast adenoid cystic carcinoma
UMLS:C0334488	Clear cell sarcoma of kidney	DO	4880	kidney clear cell sarcoma
UMLS:C0041316	Lymph Node Tuberculosis	DO	4889	lymph node tuberculosis
UMLS:C0270853	Juvenile Myoclonic Epilepsy	DO	4890	juvenile myoclonic epilepsy
UMLS:C1370800	Bile duct adenocarcinoma	DO	4896	bile duct adenocarcinoma
UMLS:C0740277	Bile duct carcinoma	DO	4896	bile duct adenocarcinoma
UMLS:C0206698	Cholangiocarcinoma	DO	4896	bile duct adenocarcinoma
UMLS:C0205644	Carcinoma, Granular Cell	DO	4903	granular cell carcinoma
UMLS:C0278803	Adenocarcinoma of small intestine	DO	4906	small intestine adenocarcinoma
UMLS:C0238196	Small intestine carcinoma	DO	4907	small intestine carcinoma
UMLS:C0279637	Anal carcinoma	DO	4908	anal carcinoma
UMLS:C0279628	Adenocarcinoma Of Esophagus	DO	4914	esophagus adenocarcinoma
UMLS:C0346300	Pituitary carcinoma	DO	4916	pituitary carcinoma
UMLS:C1335748	Renal Pelvis Adenocarcinoma	DO	4918	renal pelvis adenocarcinoma
UMLS:C1335749	Renal Pelvis Carcinoma	DO	4919	renal pelvis carcinoma
UMLS:C0153618	Malignant tumor of renal pelvis	DO	4919	renal pelvis carcinoma
UMLS:C0334371	Secretory breast carcinoma	DO	4922	breast secretory carcinoma
UMLS:C0206702	Klatskin Tumor	DO	4927	Klatskin's tumor
UMLS:C0345905	Intrahepatic Cholangiocarcinoma	DO	4928	intrahepatic cholangiocarcinoma
UMLS:C0205645	Adenocarcinoma, Tubular	DO	4929	tubular adenocarcinoma
UMLS:C1334920	Adenocarcinoma of the nasal cavity	DO	4930	nasal cavity adenocarcinoma
UMLS:C1377785	Nasal cavity carcinoma	DO	4931	nasal cavity carcinoma
UMLS:C0262401	Carcinoma of ampulla of Vater	DO	4932	ampulla of Vater carcinoma
UMLS:C0334346	Apocrine adenocarcinoma	DO	4933	apocrine adenocarcinoma
UMLS:C1706827	Apocrine Carcinoma	DO	4933	apocrine adenocarcinoma
UMLS:C0600079	Ureter Carcinoma	DO	4939	ureter carcinoma
UMLS:C0334276	Adenocarcinoma in Situ	DO	4943	adenocarcinoma in situ
UMLS:C1332166	Adenocarcinoma of the gastroesophageal junction	DO	4944	gastroesophageal junction adenocarcinoma
UMLS:C0280725	Adult Cholangiocarcinoma	DO	4947	cholangiocarcinoma
UMLS:C0032371	Poliomyelitis	DO	4953	poliomyelitis
UMLS:C1527258	Infantile paralysis	DO	4953	poliomyelitis
UMLS:C0349623	Primary Melanocytic Lesion of Meninges	DO	4955	central nervous system melanocytic neoplasm
UMLS:C1332887	Central Nervous System Melanocytic Neoplasm	DO	4955	central nervous system melanocytic neoplasm
UMLS:C0349622	Hemangiopericytoma of meninges	DO	4957	meninges hemangiopericytoma
UMLS:C1304508	Spindle cell hemangioma	DO	496	spindle cell hemangioma
UMLS:C2703042	malignant neoplasm of bone marrow	DO	4960	bone marrow cancer
UMLS:C0282609	Bone Marrow Neoplasms	DO	4960	bone marrow cancer
UMLS:C0005956	Bone Marrow Diseases	DO	4961	bone marrow disease
UMLS:C0031049	Pericarditis, Tuberculous	DO	4962	pericardial tuberculosis
UMLS:C0011579	Reactive depression	DO	4964	neurotic disorder
UMLS:C0001546	Adjustment Disorders	DO	4964	neurotic disorder
UMLS:C0027577	Nelson Syndrome	DO	4968	Nelson syndrome
UMLS:C0017494	Gerstmann Syndrome	DO	4969	Gerstmann syndrome
UMLS:C0234512	Prosopagnosia	DO	4970	prosopagnosia
UMLS:C0234502	Visual Agnosia	DO	4970	prosopagnosia
UMLS:C0242006	Myelofibrosis due to another disorder	DO	4971	myelofibrosis
UMLS:C0001815	Primary Myelofibrosis	DO	4971	myelofibrosis
UMLS:C0948968	Osteomyelofibrosis	DO	4971	myelofibrosis
UMLS:C0026987	Myelofibrosis	DO	4971	myelofibrosis
UMLS:C1301355	Myelodysplastic-Myeloproliferative Diseases	DO	4972	myelodysplastic/myeloproliferative neoplasm
UMLS:C0001249	Actinobacillus Infections	DO	4974	actinobacillosis
UMLS:C0024236	Lymphedema	DO	4977	lymphedema
UMLS:C0376670	Pancreatitis, Alcoholic	DO	4988	alcoholic pancreatitis
UMLS:C1969419	PANCREATITIS, CHRONIC, SUSCEPTIBILITY TO	DO	4989	pancreatitis
UMLS:C1868653	Pancreatitis, Calcific	DO	4989	pancreatitis
UMLS:C0238339	Hereditary pancreatitis	DO	4989	pancreatitis
UMLS:C0393615	Familial Tremor	DO	4990	essential tremor
UMLS:C0270736	Essential Tremor	DO	4990	essential tremor
UMLS:C1335114	Optic Nerve Astrocytoma	DO	4991	optic nerve astrocytoma
UMLS:C0346326	Optic Nerve Glioma	DO	4992	optic nerve glioma
UMLS:C0011989	Camurati-Engelmann Syndrome	DO	4997	Camurati-Engelmann disease
UMLS:C0023003	Langer-Giedion Syndrome	DO	4998	trichorhinophalangeal syndrome type II
UMLS:C0040128	Thyroid Diseases	DO	50	thyroid gland disease
UMLS:C0334287	Fibrolamellar Hepatocellular Carcinoma	DO	5015	fibrolamellar carcinoma
UMLS:C1333067	Clear Cell Hepatocellular Carcinoma	DO	5016	hepatocellular clear cell carcinoma
UMLS:C1266018	Hepatocellular carcinoma, scirrhous	DO	5026	sclerosing hepatic carcinoma
UMLS:C1412004	Tumor of the Pineal Region	DO	5032	pineal gland cancer
UMLS:C0153415	Malignant neoplasm of lower third of esophagus	DO	5041	esophageal cancer
UMLS:C0496775	Malignant neoplasm of abdominal part of esophagus	DO	5041	esophageal cancer
UMLS:C0153414	Malignant neoplasm of middle third of esophagus	DO	5041	esophageal cancer
UMLS:C0153416	Malignant neoplasm of other specified part of esophagus	DO	5041	esophageal cancer
UMLS:C0153413	Malignant neoplasm of upper third of esophagus	DO	5041	esophageal cancer
UMLS:C0334618	Malignant granular cell tumor	DO	5042	malignant granular cell myoblastoma
UMLS:C1333873	Granular Cell Tumor of the Neurohypophysis	DO	5047	neurohypophysis granular cell tumor
UMLS:C1334957	Neoplasm of the posterior pituitary	DO	5048	posterior pituitary gland neoplasm
UMLS:C0007125	Carcinoma, Ehrlich Tumor	DO	5050	Ehrlich tumor carcinoma
UMLS:C0025229	Melioidosis	DO	5052	melioidosis
UMLS:C0259786	Rhabdoid meningioma	DO	5058	rhabdoid meningioma
UMLS:C1332959	Childhood Cerebellar Neoplasm	DO	5059	childhood cerebellar neoplasm
UMLS:C0031391	Phencyclidine Abuse	DO	5062	phencyclidine abuse
UMLS:C0007118	Carcinoma, Basosquamous	DO	5063	basosquamous carcinoma
UMLS:C1522512	Transient Situational Disturbance	DO	507	adjustment disorder
UMLS:C0205769	Myxopapillary ependymoma	DO	5075	myxopapillary ependymoma
UMLS:C0280793	Mixed Oligodendroglioma-Astrocytoma	DO	5076	mixed glioma
UMLS:C0259783	mixed gliomas	DO	5076	mixed glioma
UMLS:C0431108	Anaplastic Oligoastrocytoma	DO	5076	mixed glioma
UMLS:C0547065	Mixed oligoastrocytoma	DO	5076	mixed glioma
UMLS:C0205768	Subependymal Giant Cell Astrocytoma	DO	5077	subependymal giant cell astrocytoma
UMLS:C1332969	Childhood Ganglioglioma	DO	5078	ganglioglioma
UMLS:C0206716	Ganglioglioma	DO	5078	ganglioglioma
UMLS:C0023890	Liver Cirrhosis	DO	5082	liver cirrhosis
UMLS:C0153661	Malignant neoplasm of thorax	DO	5093	thoracic cancer
UMLS:C0039981	Thoracic Neoplasms	DO	5093	thoracic cancer
UMLS:C0345617	Neoplasm of middle ear	DO	5099	middle ear cancer
UMLS:C0271428	Disorder of middle ear	DO	5100	middle ear disease
UMLS:C0013449	Ear Neoplasms	DO	5101	auricular cancer
UMLS:C0280131	Ovarian Teratoma	DO	5117	dermoid cyst of ovary
UMLS:C0237020	Dermoid cyst of ovary	DO	5117	dermoid cyst of ovary
UMLS:C1335155	Ovarian Cystic Teratoma	DO	5118	ovarian cystic teratoma
UMLS:C0029927	Ovarian Cysts	DO	5119	ovarian cyst
UMLS:C0334478	Bizarre leiomyoma	DO	5127	bizarre leiomyoma
UMLS:C0346064	Cutaneous leiomyoma	DO	5132	leiomyoma cutis
UMLS:C0206654	Leiomyomatosis	DO	5138	leiomyomatosis
UMLS:C0334477	Cellular leiomyoma	DO	5139	cellular leiomyoma
UMLS:C0206728	Plexiform Neurofibroma	DO	5151	plexiform neurofibroma
UMLS:C1510961	Atypical neurofibroma	DO	5153	atypical neurofibroma
UMLS:C0006023	Borna Disease	DO	5154	borna disease
UMLS:C1377913	Pleural Mesothelioma	DO	5157	benign pleural mesothelioma
UMLS:C0032229	Pleural Neoplasms	DO	5158	pleural cancer
UMLS:C0003851	Arteriosclerosis Obliterans	DO	5160	arteriosclerosis obliterans
UMLS:C0338113	Uterine Corpus Sarcoma	DO	5165	uterine corpus sarcoma
UMLS:C0334695	Endometrial Stromal Tumors	DO	5166	endometrial stromal tumor
UMLS:C0346191	Carcinoma in situ of endometrium	DO	5172	endometrium carcinoma in situ
UMLS:C0153604	Malignant neoplasm of scrotum	DO	518	scrotum neoplasm
UMLS:C0341790	Neoplasm of scrotum	DO	518	scrotum neoplasm
UMLS:C0279609	blastema predominant Wilms tumor	DO	5182	blastema predominant kidney Wilms' tumor
UMLS:C0677779	hereditary Wilms tumor	DO	5183	hereditary Wilms' tumor
UMLS:C0003860	Arteritis	DO	519	aortitis
UMLS:C0003509	Aortitis	DO	519	aortitis
UMLS:C1517445	Ganglioneuroblastoma, Nodular	DO	5193	nodular ganglioneuroblastoma
UMLS:C1517444	Ganglioneuroblastoma, Intermixed	DO	5194	intermixed schwannian stroma-rich ganglioneuroblastoma
UMLS:C0029866	Other ureteric obstruction	DO	5199	ureteral obstruction
UMLS:C0041956	Ureteral obstruction	DO	5199	ureteral obstruction
UMLS:C0003493	Aortic Diseases	DO	520	aortic disease
UMLS:C0178879	Urinary tract obstruction	DO	5200	urinary tract obstruction
UMLS:C0016756	Fructose-1,6-Diphosphatase Deficiency	DO	5204	fructose-1,6-bisphosphatase deficiency
UMLS:C0334525	Struma ovarii, malignant	DO	5208	malignant struma ovarii
UMLS:C1511104	Benign Struma Ovarii	DO	5209	benign struma ovarii
UMLS:C0282577	Congenital Disorders of Glycosylation	DO	5212	congenital disorder of glycosylation
UMLS:C0270922	Peripheral demyelinating neuropathy	DO	5214	demyelinating polyneuropathy
UMLS:C1533568	fertility disorders	DO	5223	infertility
UMLS:C0021359	Infertility	DO	5223	infertility
UMLS:C0014040	Encephalitis Lethargica	DO	5225	von Economo's disease
UMLS:C0546994	Acute viral encephalitis	DO	5225	von Economo's disease
UMLS:C1266111	Glomus tumor, malignant	DO	5233	glomangiosarcoma
UMLS:C1514915	Retinal hemangioblastoma	DO	5240	retinal hemangioblastoma
UMLS:C0206734	Hemangioblastoma	DO	5241	hemangioblastoma
UMLS:C1334179	Inflammatory Leiomyosarcoma	DO	5251	inflammatory leiomyosarcoma
UMLS:C0019693	HIV Infections	DO	526	human immunodeficiency virus infectious disease
UMLS:C0001175	Acquired Immunodeficiency Syndrome	DO	526	human immunodeficiency virus infectious disease
UMLS:C0001857	AIDS related complex	DO	526	human immunodeficiency virus infectious disease
UMLS:C0238152	Cardiac Sarcoma	DO	5262	heart sarcoma
UMLS:C0205815	Leiomyosarcoma, Epithelioid	DO	5264	epithelioid leiomyosarcoma
UMLS:C0205816	Leiomyosarcoma, Myxoid	DO	5268	myxoid leiomyosarcoma
UMLS:C1336007	Small Intestinal Sarcoma	DO	5272	small intestinal sarcoma
UMLS:C0346067	Cutaneous Leiomyosarcoma	DO	5273	cutaneous leiomyosarcoma
UMLS:C1335511	Prostate Leiomyosarcoma	DO	5282	prostate leiomyosarcoma
UMLS:C2187547	Retroperitoneal Leiomyosarcoma	DO	5284	retroperitoneal leiomyosarcoma
UMLS:C0280631	Leiomyosarcoma of uterus	DO	5289	uterus leiomyosarcoma
UMLS:C2930898	Benign essential blepharospasm	DO	529	blepharospasm
UMLS:C0005747	Blepharospasm	DO	529	blepharospasm
UMLS:C1334660	Mediastinal Leiomyosarcoma	DO	5292	mediastinum leiomyosarcoma
UMLS:C0021831	Intestinal Diseases	DO	5295	intestinal disease
UMLS:C1333969	Liver Leiomyosarcoma	DO	5296	liver leiomyosarcoma
UMLS:C0279765	Endometrial Clear Cell Adenocarcinoma	DO	5299	endometrial clear cell adenocarcinoma
UMLS:C0015423	Eyelid Diseases	DO	530	eyelid disease
UMLS:C1332912	Cervical Clear Cell Adenocarcinoma	DO	5303	cervical clear cell adenocarcinoma
UMLS:C1518693	Clear cell adenocarcinoma of ovary	DO	5304	ovarian clear cell adenocarcinoma
UMLS:C0334392	Epithelial-myoepithelial carcinoma	DO	5309	epithelial-myoepithelial carcinoma
UMLS:C0154822	Serous retinal detachment	DO	5327	retinal detachment
UMLS:C0035305	Retinal Detachment	DO	5327	retinal detachment
UMLS:C0011405	Dental Pulp Diseases	DO	5330	dental pulp disease
UMLS:C0221023	Cyclic neutropenia	DO	5339	cyclic hematopoiesis
UMLS:C0279708	Testicular yolk sac tumour	DO	5344	testicular yolk sac tumor
UMLS:C1332221	Adult Yolk Sac Tumor	DO	5348	adult endodermal sinus tumor
UMLS:C0154564	Specific disorders of sleep of non-organic origin	DO	535	sleep disorder
