DrugName	CID	InchiKey
1-Erucoyl-2-eicosadienoyl-3-docosadienoyl-glycerol	131762414	AWAOHYFWMVQOTJ-DTHJYNDUSA-N
1-Erucoyl-2-eicosadienoyl-3-docosapentaenoyl-glycerol	131762420	YNLBXNNEQFEZAI-RDGJQDSFSA-N
1-Erucoyl-2-eicosadienoyl-3-eicosapentaenoyl-glycerol	131762419	RBLFYMDNXBFBGO-DYBIIFDGSA-N
1-Erucoyl-2-eicosadienoyl-3-eicsoatetraenoyl-glycerol	131762418	FBBSUSBLHCATFN-FBCJXKTGSA-N
1-Erucoyl-2-eicosadienoyl-3-erucoyl-glycerol	131762409	SBTXGGXUMTUWCV-FVCHKXIASA-N
1-Erucoyl-2-eicosadienoyl-3-g-linolenoyl-glycerol	131762411	VDRHQUDGPLPDPR-HXPJWBRTSA-N
1-Erucoyl-2-eicosadienoyl-3-homo-g-linolenoyl-glycerol	131762412	YXHQSSWQQMEEBV-IYXIVXNTSA-N
1-Erucoyl-2-eicosadienoyl-3-nervonoyl-glycerol	131762410	QNKHFCJHGNQFRW-CBJSQLBFSA-N
1-Erucoyl-2-eicosadienoyl-3-osbondoyl-glycerol	131762416	FHGFVHYGVYNTMY-SJQZXMPWSA-N
1-Erucoyl-2-eicosadienoyl-3-stearidonoyl-glycerol	131762417	UVBKHWJFZAHZPL-PEHZVEPXSA-N
1-Erucoyl-2-eicosapentaenoyl-3-adrenoyl-glycerol	131762552	QVEJEXSGQODSMV-AYITZKRASA-N
1-Erucoyl-2-eicosapentaenoyl-3-docosadienoyl-glycerol	131762551	BMJZZOMKAADZPH-GXSUDMPOSA-N
1-Erucoyl-2-eicosapentaenoyl-3-docosahexaenoyl-glycerol	131762557	RZOWBVDHUGVBKH-OKMMMKTLSA-N
1-Erucoyl-2-eicosapentaenoyl-3-docosapentaenoyl-glycerol	131762556	DZHBTNQICRIEID-MOXYLXQJSA-N
1-Erucoyl-2-eicosapentaenoyl-3-eicsoatetraenoyl-glycerol	131762555	YIRSIALBOBSAHW-DBRRETQPSA-N
1-Erucoyl-2-eicosapentaenoyl-3-erucoyl-glycerol	131762548	HEJVZNKDGQUAAN-FLKSGMGDSA-N
1-Erucoyl-2-eicosapentaenoyl-3-g-linolenoyl-glycerol	131762550	ODFCEYTWBQSXQC-GNUIQNHZSA-N
1-Erucoyl-2-eicosapentaenoyl-3-nervonoyl-glycerol	131762549	GVYVACVTACJXQG-OCZBIKEXSA-N
1-Erucoyl-2-eicosapentaenoyl-3-osbondoyl-glycerol	131762553	QKWYJAKRLLCEFM-QXMYKKQESA-N
1-Erucoyl-2-eicosapentaenoyl-3-stearidonoyl-glycerol	131762554	NGQPUERHGUGMCW-GHTHOHBRSA-N
1-Erucoyl-2-eicosenoyl-3-adrenoyl-glycerol	131762324	PEOPLGPHPLCDQV-HCIPGIJHSA-N
1-Erucoyl-2-eicosenoyl-3-arachidonoyl-glycerol	131762322	NYLJFQRMTUTPTA-UZZHSTERSA-N
1-Erucoyl-2-eicosenoyl-3-docosadienoyl-glycerol	131762323	YPKKZFQCFDXVRZ-SMNFTDKCSA-N
1-Erucoyl-2-eicosenoyl-3-docosahexaenoyl-glycerol	131762330	IDXNXNUVHUXSQJ-LYIZYKSZSA-N
1-Erucoyl-2-eicosenoyl-3-docosapentaenoyl-glycerol	131762329	FNHIGTILLACIIV-AGTFGGNZSA-N
1-Erucoyl-2-eicosenoyl-3-eicosadienoyl-glycerol	131762320	QBEJVANDCVSYGE-ZKIJAYIWSA-N
1-Erucoyl-2-eicosenoyl-3-eicosapentaenoyl-glycerol	131762328	SUBAYYJAAHKLAJ-LRDPHWEJSA-N
1-Erucoyl-2-eicosenoyl-3-eicsoatetraenoyl-glycerol	131762327	QKAHSYWANXKDAD-LFRLAHMGSA-N
1-Erucoyl-2-eicosenoyl-3-erucoyl-glycerol	131762317	CPPZQTMBICOAJQ-IUPFWZBJSA-N
1-Erucoyl-2-eicosenoyl-3-g-linolenoyl-glycerol	131762319	UHCRYPFJSBIIRR-ZQCAJQTISA-N
1-Erucoyl-2-eicosenoyl-3-homo-g-linolenoyl-glycerol	131762321	GLXODIVJNKTTIR-RDNLFZEXSA-N
1-Erucoyl-2-eicosenoyl-3-nervonoyl-glycerol	131762318	OOLPGVPILTXUGF-WUXMUEHPSA-N
1-Erucoyl-2-eicosenoyl-3-osbondoyl-glycerol	131762325	SSZRDROTFAMDHX-VGIHHJNLSA-N
1-Erucoyl-2-eicosenoyl-3-stearidonoyl-glycerol	131762326	RMAOBGGCPVHDLB-XRXGBTCISA-N
1-Erucoyl-2-eicosenoyl-sn-glycerol	53478395	LPOXRQDISISWAO-ALXJKLDESA-N
1-Erucoyl-2-eicsoatetraenoyl-3-a-linolenoyl-glycerol	131762541	IWLAXAPEIGUTCB-OOHWCSMUSA-N
1-Erucoyl-2-eicsoatetraenoyl-3-adrenoyl-glycerol	131762539	MFRZUIXUOSCHDW-OFZHFPFLSA-N
1-Erucoyl-2-eicsoatetraenoyl-3-arachidonoyl-glycerol	131762537	XGUSLAJGVLAHGW-ZZENISRBSA-N
1-Erucoyl-2-eicsoatetraenoyl-3-docosadienoyl-glycerol	131762538	JYRUPRLSVUCKGZ-JYRHFJADSA-N
1-Erucoyl-2-eicsoatetraenoyl-3-docosahexaenoyl-glycerol	131762546	NGQZZZLSEZPDDJ-VVYFMAHJSA-N
1-Erucoyl-2-eicsoatetraenoyl-3-docosapentaenoyl-glycerol	131762545	RVCTVUSKSKYJLM-FVUPJFFXSA-N
1-Erucoyl-2-eicsoatetraenoyl-3-eicosadienoyl-glycerol	131762535	QOGZOOVLWZCWLI-GYONVSTESA-N
1-Erucoyl-2-eicsoatetraenoyl-3-eicsoatetraenoyl-glycerol	131762543	DVQRLRUMQXTXER-GUQPPZHPSA-N
1-Erucoyl-2-eicsoatetraenoyl-3-erucoyl-glycerol	131762531	YHKVMAZKIBFSAT-CRGYEHCZSA-N
1-Erucoyl-2-eicsoatetraenoyl-3-g-linolenoyl-glycerol	131762534	TWMZUNYBAPKPNZ-TWAKDILZSA-N
1-Erucoyl-2-eicsoatetraenoyl-3-homo-g-linolenoyl-glycerol	131762536	MQZWKNPHOQCTSK-BDMHWTNESA-N
1-Erucoyl-2-eicsoatetraenoyl-3-linoleoyl-glycerol	131762533	TUVCKMDXVPTCJG-JAIBTXLPSA-N
1-Erucoyl-2-eicsoatetraenoyl-3-nervonoyl-glycerol	131762532	QVTAHMZQBBCISB-FKKPZWMSSA-N
1-Erucoyl-2-eicsoatetraenoyl-3-osbondoyl-glycerol	131762540	WOYJBZKUFHYRLP-BPUGGMSDSA-N
1-Erucoyl-2-eicsoatetraenoyl-3-stearidonoyl-glycerol	131762542	CEDIQWAKNMQFHR-ADTHWEOGSA-N
1-Erucoyl-2-erucoyl-3-eicsoatetraenoyl-glycerol	131762355	OXFNSFRSFKQCSP-LJOLCJIUSA-N
1-Erucoyl-2-erucoyl-3-g-linolenoyl-glycerol	131762350	NXMBICMUZLNNBM-PCQNZSPSSA-N
1-Erucoyl-2-erucoyl-3-nervonoyl-glycerol	131762349	MLLDBWTWOIQIKA-OZUXDMSKSA-N
1-Erucoyl-2-erucoyl-3-osbondoyl-glycerol	131762353	WJBZCEZIEJXGJZ-UTGRPPEVSA-N
1-Erucoyl-2-erucoyl-3-stearidonoyl-glycerol	131762354	FFJXWYQLLKTOLZ-ZMVCFNQWSA-N
1-Erucoyl-2-g-linolenoyl-3-a-linolenoyl-glycerol	131762402	PDAFELZDLNNLKQ-OUSSOHOCSA-N
1-Erucoyl-2-g-linolenoyl-3-adrenoyl-glycerol	131762400	DLGPWZWKNAWOID-XLJZLTBISA-N
1-Erucoyl-2-g-linolenoyl-3-arachidonoyl-glycerol	131762398	YOKRIONVIOTDSJ-LNNOEQMBSA-N
1-Erucoyl-2-g-linolenoyl-3-docosadienoyl-glycerol	131762399	HJVYHTZXVCLCPA-MXJONORNSA-N
1-Erucoyl-2-g-linolenoyl-3-docosahexaenoyl-glycerol	131762407	IHTYPZPJIAFGHP-UKVILSMRSA-N
1-Erucoyl-2-g-linolenoyl-3-docosapentaenoyl-glycerol	131762406	JFVSKSNXIOURSV-BRNRUQKASA-N
1-Erucoyl-2-g-linolenoyl-3-eicosadienoyl-glycerol	131762396	PKRMTWZVLNHVCA-ZWMBMBCSSA-N
1-Erucoyl-2-g-linolenoyl-3-eicosapentaenoyl-glycerol	131762405	ITLCIQWCSXSTJO-RGZRHKEBSA-N
1-Erucoyl-2-g-linolenoyl-3-eicsoatetraenoyl-glycerol	131762404	LQJPCYRTCWFLFO-KTHCYZSRSA-N
1-Erucoyl-2-g-linolenoyl-3-erucoyl-glycerol	131762392	NYPSXIIEWXVZCB-CFOBINOCSA-N
1-Erucoyl-2-g-linolenoyl-3-g-linolenoyl-glycerol	131762395	XVAJMDCFUSZJIP-TUBFWVSPSA-N
1-Erucoyl-2-g-linolenoyl-3-linoleoyl-glycerol	131762394	MOEUWXJDSVQRAL-DMGVHWKBSA-N
1-Erucoyl-2-g-linolenoyl-3-nervonoyl-glycerol	131762393	SBJPVAPTJVNMHH-QUHDAEPDSA-N
1-Erucoyl-2-g-linolenoyl-3-osbondoyl-glycerol	131762401	ONVKMWBNEZKUBS-XAYJCMAISA-N
1-Erucoyl-2-g-linolenoyl-3-stearidonoyl-glycerol	131762403	XZIQSPUJCFPDOG-YQFKONKPSA-N
1-Erucoyl-2-homo-g-linolenoyl-3-adrenoyl-glycerol	131762428	JOYLUARQNWOCHN-JWAYRBJKSA-N
1-Erucoyl-2-homo-g-linolenoyl-3-arachidonoyl-glycerol	131762426	QGBVNKUAWIGRJU-SONIIVQMSA-N
1-Erucoyl-2-homo-g-linolenoyl-3-docosadienoyl-glycerol	131762427	DPMSIJYESVLHOU-UDJDSESOSA-N
1-Erucoyl-2-homo-g-linolenoyl-3-docosahexaenoyl-glycerol	131762434	OCGQVKCGHZXWOR-XOYZTKHWSA-N
1-Erucoyl-2-homo-g-linolenoyl-3-docosapentaenoyl-glycerol	131762433	UZZSGHHPUMDTDL-FGRWZRLHSA-N
1-Erucoyl-2-homo-g-linolenoyl-3-eicosapentaenoyl-glycerol	131762432	DDGLPKDXOAKNNK-MHPOYQKPSA-N
1-Erucoyl-2-homo-g-linolenoyl-3-eicsoatetraenoyl-glycerol	131762431	BXWDGTLRKJKLCJ-HWAVCTMUSA-N
1-Erucoyl-2-homo-g-linolenoyl-3-erucoyl-glycerol	131762423	YDOXFHDZJBCUAC-SXRQMBKPSA-N
1-Erucoyl-2-homo-g-linolenoyl-3-nervonoyl-glycerol	131762424	BBCYIJJYPZKBLF-CJRHVMGMSA-N
1-Erucoyl-2-homo-g-linolenoyl-3-osbondoyl-glycerol	131762429	BVKBRUDNECFKGE-LCLGONPFSA-N
1-Erucoyl-2-homo-g-linolenoyl-3-stearidonoyl-glycerol	131762430	SAWHJLXGHUDEDK-BPOHVAMESA-N
1-Erucoyl-2-lignoceroyl-3-a-linolenoyl-glycerol	131762243	UJRWNGDYXQADRH-HTMXPWPGSA-N
1-Erucoyl-2-lignoceroyl-3-adrenoyl-glycerol	131762241	MYNUSEKIHGSZPG-LZQBGYHSSA-N
1-Erucoyl-2-lignoceroyl-3-arachidonoyl-glycerol	131762239	JCZSBQUVCVDKEF-WXRQIBCTSA-N
1-Erucoyl-2-lignoceroyl-3-docosadienoyl-glycerol	131762240	PGMRVNBJPFVSAJ-YUTHXENSSA-N
1-Erucoyl-2-lignoceroyl-3-docosahexaenoyl-glycerol	131762248	DSZZBQATJHYQHK-HYBSJYSYSA-N
1-Erucoyl-2-lignoceroyl-3-docosapentaenoyl-glycerol	131762247	YMJQHOPKPXOPTD-ZOEJIFRASA-N
1-Erucoyl-2-lignoceroyl-3-eicosadienoyl-glycerol	131762237	PIPAFUJMWQVDBO-LHOHCSIMSA-N
1-Erucoyl-2-lignoceroyl-3-eicosapentaenoyl-glycerol	131762246	BZHYGJATGHGDNV-GIQZPSPQSA-N
1-Erucoyl-2-lignoceroyl-3-eicsoatetraenoyl-glycerol	131762245	ABNXQJKRRKPJNY-NHQYQYQFSA-N
1-Erucoyl-2-lignoceroyl-3-erucoyl-glycerol	131762233	BPTDZQYJGSHVPE-MIFGFRIJSA-N
1-Erucoyl-2-lignoceroyl-3-g-linolenoyl-glycerol	131762236	OKTVSFZTSRPZDG-XBFJPUDCSA-N
1-Erucoyl-2-lignoceroyl-3-homo-g-linolenoyl-glycerol	131762238	JPCRQUGIPIMONJ-MGJGGFKJSA-N
1-Erucoyl-2-lignoceroyl-3-linoleoyl-glycerol	131762235	ZHLOQSNUSVLJCL-WCHXYDRGSA-N
1-Erucoyl-2-lignoceroyl-3-nervonoyl-glycerol	131762234	UFRLLKLSQVAJBF-LQHNEPMFSA-N
1-Erucoyl-2-lignoceroyl-3-osbondoyl-glycerol	131762242	FXMBNHBXIUJURQ-QYCXAKNLSA-N
1-Erucoyl-2-lignoceroyl-3-stearidonoyl-glycerol	131762244	MTVGSQLYXJEJMS-ZOOKIGAWSA-N
1-Erucoyl-2-lignoceroyl-sn-glycerol	53478404	ILXJLKSBHWRFDT-ANOXUIHHSA-N
1-Erucoyl-2-linoleoyl-3-a-linolenoyl-glycerol	131762385	UXMAPEORINGDCF-ZPTLZCNXSA-N
1-Erucoyl-2-linoleoyl-3-adrenoyl-glycerol	131762383	JSTMARFMSKTMMI-YKLNRPAFSA-N
1-Erucoyl-2-linoleoyl-3-arachidonoyl-glycerol	131762381	FYYKNHMLZOFEHT-RZLAVSSMSA-N
1-Erucoyl-2-linoleoyl-3-docosadienoyl-glycerol	131762382	WQXPRMXISJSSPD-KOSYWHTKSA-N
1-Erucoyl-2-linoleoyl-3-docosahexaenoyl-glycerol	131762390	AVRTVUSZZNJUGX-RDCTZDHFSA-N
1-Erucoyl-2-linoleoyl-3-docosapentaenoyl-glycerol	131762389	HCQPLOPZFMHYMW-QSBCJLDHSA-N
1-Erucoyl-2-linoleoyl-3-eicosadienoyl-glycerol	131762379	SZJQKGFMCYFPGP-XLVSEXCPSA-N
1-Erucoyl-2-linoleoyl-3-eicosapentaenoyl-glycerol	131762388	QPELGHLJZRAEJZ-GESHDORNSA-N
1-Erucoyl-2-linoleoyl-3-eicsoatetraenoyl-glycerol	131762387	YYILKZFWLKRMSS-MEZQZAMBSA-N
1-Erucoyl-2-linoleoyl-3-erucoyl-glycerol	131762376	RJUXBSCGCUXZOQ-RTRXXMEOSA-N
1-Erucoyl-2-linoleoyl-3-g-linolenoyl-glycerol	131762378	DPILHOUCGNPZNU-PBUZJNLJSA-N
1-Erucoyl-2-linoleoyl-3-homo-g-linolenoyl-glycerol	131762380	CUSUSJFFOGKHBB-YDBHCJRHSA-N
1-Erucoyl-2-linoleoyl-3-nervonoyl-glycerol	131762377	FPCLOFUMZNXYTO-KZWLPDLPSA-N
1-Erucoyl-2-linoleoyl-3-osbondoyl-glycerol	131762384	HUYVXBOJDJHYHN-BDUSDXKISA-N
1-Erucoyl-2-linoleoyl-3-stearidonoyl-glycerol	131762386	LEVYBSQMKKHLDF-JZIIIXNTSA-N
1-Erucoyl-2-meadoyl-3-adrenoyl-glycerol	131762340	ADIJCKNOBOLHET-GYQMMSOOSA-N
1-Erucoyl-2-meadoyl-3-arachidonoyl-glycerol	131762338	QJTYEWQYLJKJNI-ZKFZQQDWSA-N
1-Erucoyl-2-meadoyl-3-docosadienoyl-glycerol	131762339	WIUXYKFWKASIOA-DNSDYMQNSA-N
1-Erucoyl-2-meadoyl-3-docosahexaenoyl-glycerol	131762347	AHDUKQHXRFPQAL-WJWHVEMQSA-N
1-Erucoyl-2-meadoyl-3-docosapentaenoyl-glycerol	131762346	KQOKRLPZAJIGNK-XRURXHITSA-N
1-Erucoyl-2-meadoyl-3-eicosadienoyl-glycerol	131762336	GSAQRVVKTOYQNN-DORNLZJESA-N
1-Erucoyl-2-meadoyl-3-eicosapentaenoyl-glycerol	131762345	RVEQJJQLHDJXHB-LMUSXWRWSA-N
1-Erucoyl-2-meadoyl-3-eicsoatetraenoyl-glycerol	131762344	KFRMMJSDSAELHR-CBTYLMMQSA-N
1-Erucoyl-2-meadoyl-3-erucoyl-glycerol	131762332	UGXPAMTUMNETJT-LQHJZZPOSA-N
1-Erucoyl-2-meadoyl-3-homo-g-linolenoyl-glycerol	131762337	AHIIZWGYEFAJKR-ZLDJUJGOSA-N
1-Erucoyl-2-meadoyl-3-linoleoyl-glycerol	131762334	RHAIVLSTPJTGRI-ZVAVANMKSA-N
1-Erucoyl-2-meadoyl-3-nervonoyl-glycerol	131762333	PZMYVKJIRXGZHA-YBOLWBFLSA-N
1-Erucoyl-2-meadoyl-3-osbondoyl-glycerol	131762341	DVTGPOXMBXQMTG-ODJIDXBMSA-N
1-Erucoyl-2-meadoyl-3-stearidonoyl-glycerol	131762343	PFJYUMJZKKKZDO-ODCYVJEASA-N
1-Erucoyl-2-myristoleoyl-3-adrenoyl-glycerol	131762258	XJXTVHRRJYUUOG-FDKCINSNSA-N
1-Erucoyl-2-myristoleoyl-3-docosadienoyl-glycerol	131762257	LOKPBYPRLSRHNU-ZZKVCCDWSA-N
1-Erucoyl-2-myristoleoyl-3-docosahexaenoyl-glycerol	131762265	RQOINXBOORPMGV-QGKYOOBWSA-N
1-Erucoyl-2-myristoleoyl-3-docosapentaenoyl-glycerol	131762264	OSQACYDAZZEQNT-HMUWUYPMSA-N
1-Erucoyl-2-myristoleoyl-3-eicosadienoyl-glycerol	131762254	TUISUMUNUIRPNA-MCTUCNRKSA-N
1-Erucoyl-2-myristoleoyl-3-eicosapentaenoyl-glycerol	131762263	WIRHAZWXLUGRMG-MOBDMDBMSA-N
1-Erucoyl-2-myristoleoyl-3-erucoyl-glycerol	131762250	STYLBDUVJOXRMQ-JEDOZFSMSA-N
1-Erucoyl-2-myristoleoyl-3-nervonoyl-glycerol	131762251	KTCYPQYXMMRSJQ-BKDMQJNTSA-N
1-Erucoyl-2-myristoleoyl-3-osbondoyl-glycerol	131762259	RMZQBMKVMRPQDG-LGYKVLBFSA-N
1-Erucoyl-2-myristoleoyl-3-stearidonoyl-glycerol	131762261	KOAKBVCUSLLJNA-YNQUNOOMSA-N
1-Erucoyl-2-myristoleoyl-sn-glycerol	53478383	PGIXLWJGGIVRAK-PAHRDQFESA-N
1-Erucoyl-2-myristoyl-3-adrenoyl-glycerol	131762147	UAHKTJLELSJWNP-NYZSQPRQSA-N
1-Erucoyl-2-myristoyl-3-docosadienoyl-glycerol	131762146	KDKFUFGVHHXTMC-IOQYWATLSA-N
1-Erucoyl-2-myristoyl-3-docosahexaenoyl-glycerol	131762154	MVRWFTFQHAVMSJ-KHBPMPQLSA-N
1-Erucoyl-2-myristoyl-3-docosapentaenoyl-glycerol	131762153	KKJAOOHIDMAKPH-UPKJCRFVSA-N
1-Erucoyl-2-myristoyl-3-eicosadienoyl-glycerol	131762143	WRLFHXMUEKGYTJ-BXFVAOCJSA-N
1-Erucoyl-2-myristoyl-3-erucoyl-glycerol	131762139	KVGQCWIIYQFVAZ-DSOYXUETSA-N
1-Erucoyl-2-myristoyl-3-homo-g-linolenoyl-glycerol	131762144	CDLVLRSIYMAZSZ-BFVKOQTASA-N
1-Erucoyl-2-myristoyl-3-nervonoyl-glycerol	131762140	YSHCWMWSRVVMKQ-RFEPONRGSA-N
1-Erucoyl-2-myristoyl-3-osbondoyl-glycerol	131762148	FKAVEWXVKJNMCJ-CPWAKCMUSA-N
1-Erucoyl-2-myristoyl-sn-glycerol	53478382	JWFGFILKCCPCQY-DPTREUNKSA-N
1-Erucoyl-2-nervonoyl-3-a-linolenoyl-glycerol	131762369	LRBGAQVUAIYIAH-HWEUYZRJSA-N
1-Erucoyl-2-nervonoyl-3-adrenoyl-glycerol	131762367	OOVAFMCBNCEZQX-LXXRPXJHSA-N
1-Erucoyl-2-nervonoyl-3-arachidonoyl-glycerol	131762365	WKOMFLMFDYKGIU-SLRDYTRJSA-N
1-Erucoyl-2-nervonoyl-3-docosadienoyl-glycerol	131762366	SCBUHTDQVXHNPK-RLRICTHSSA-N
1-Erucoyl-2-nervonoyl-3-docosahexaenoyl-glycerol	131762374	SDUVZCKZXLTWBR-KMTGEPQNSA-N
1-Erucoyl-2-nervonoyl-3-docosapentaenoyl-glycerol	131762373	PVXZZKMNLRLEPB-ROBGRCIMSA-N
1-Erucoyl-2-nervonoyl-3-eicosadienoyl-glycerol	131762363	LOWIMYUZIJQPJP-XILXBQAESA-N
1-Erucoyl-2-nervonoyl-3-eicosapentaenoyl-glycerol	131762372	FVGCLNHYTMKBAI-KEWASIEZSA-N
1-Erucoyl-2-nervonoyl-3-eicsoatetraenoyl-glycerol	131762371	XYZDJVNJTLLEBB-BLLJXCCUSA-N
1-Erucoyl-2-nervonoyl-3-erucoyl-glycerol	131762359	SJDVHZXPUNYTQO-IUPFWZBJSA-N
1-Erucoyl-2-nervonoyl-3-g-linolenoyl-glycerol	131762362	UNJIYEOJBVVXQH-HGJAMXGCSA-N
1-Erucoyl-2-nervonoyl-3-homo-g-linolenoyl-glycerol	131762364	SPDVZLDZSPCCMG-BEXZOFNUSA-N
1-Erucoyl-2-nervonoyl-3-linoleoyl-glycerol	131762361	WYDTUBMHTWPFHQ-MLCGYBJYSA-N
1-Erucoyl-2-nervonoyl-3-nervonoyl-glycerol	131762360	BLYCDAQRXKRXMJ-GUAPMSOKSA-N
1-Erucoyl-2-nervonoyl-3-osbondoyl-glycerol	131762368	WEJZRSNBYWWKHZ-ASIZRCLZSA-N
1-Erucoyl-2-nervonoyl-3-stearidonoyl-glycerol	131762370	ZXAQRCQMNFLXLA-NPAIRWJUSA-N
1-Erucoyl-2-nervonoyl-sn-glycerol	53478405	CPEIMFWUHLXVLC-VPXYJLLVSA-N
1-Erucoyl-2-oleoyl-3-a-linolenoyl-glycerol	131762310	GPLAMNFZBQDELR-QOVMPKEASA-N
1-Erucoyl-2-oleoyl-3-adrenoyl-glycerol	131762308	PQCRSBKXSNRASE-QHJIGJHWSA-N
1-Erucoyl-2-oleoyl-3-arachidonoyl-glycerol	131762306	UFGDTAVYJRCYSY-DHVBBUFVSA-N
1-Erucoyl-2-oleoyl-3-docosadienoyl-glycerol	131762307	KGECRIBKHLSBQG-CIJSQZROSA-N
1-Erucoyl-2-oleoyl-3-docosahexaenoyl-glycerol	131762315	MSIDFTHDFGCWML-MRZXOKOISA-N
1-Erucoyl-2-oleoyl-3-docosapentaenoyl-glycerol	131762314	BLJDANHDSBRECG-ZORFOBPKSA-N
1-Erucoyl-2-oleoyl-3-eicosadienoyl-glycerol	131762304	JTHJRVKYZXTUQN-HQAASMSZSA-N
1-Erucoyl-2-oleoyl-3-eicsoatetraenoyl-glycerol	131762312	SWRZTLLFJSEQMV-BRDXCCORSA-N
1-Erucoyl-2-oleoyl-3-erucoyl-glycerol	87708517	ORGIHWPKLCKFKC-OBVJRCHMSA-N
1-Erucoyl-2-oleoyl-3-g-linolenoyl-glycerol	131762303	CGDZVRXZTZZICO-XTKHRPQPSA-N
1-Erucoyl-2-oleoyl-3-homo-g-linolenoyl-glycerol	131762305	LDQMUQGHUBNDTF-GTUCKFPMSA-N
1-Erucoyl-2-oleoyl-3-linoleoyl-glycerol	131762302	JINIMSFSEKJDPB-QKDFGVCKSA-N
1-Erucoyl-2-oleoyl-3-nervonoyl-glycerol	131762301	KELMISXCQBUULO-UFLHTENWSA-N
1-Erucoyl-2-oleoyl-3-osbondoyl-glycerol	131762309	ZDPZTTAAVBVPTJ-JSPBNBEFSA-N
1-Erucoyl-2-oleoyl-3-stearidonoyl-glycerol	131762311	PUPJOWKAHAXCCJ-OSDQVFLYSA-N
1-Erucoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine	53479859	WGJLQEZLXFJLSG-CBNMMGITSA-N
1-Erucoyl-2-oleoyl-sn-glycerol	53478389	ZSDJPWLPUODTSR-YHSFMADTSA-N
1-Erucoyl-2-osbondoyl-3-a-linolenoyl-glycerol	131762492	YJSYWJDYPQYFTD-ZVVVDKQZSA-N
1-Erucoyl-2-osbondoyl-3-adrenoyl-glycerol	131762490	WBWGVAIQFJBJSR-UIIJRFRQSA-N
1-Erucoyl-2-osbondoyl-3-arachidonoyl-glycerol	131762488	UQKKTBUKJQLEIC-VCDCZZNPSA-N
1-Erucoyl-2-osbondoyl-3-docosadienoyl-glycerol	131762489	SUQUGUAIZJXNSA-WAPALJNTSA-N
1-Erucoyl-2-osbondoyl-3-docosahexaenoyl-glycerol	131762497	HGCIMPNGUKMKFS-DBGYPZGVSA-N
1-Erucoyl-2-osbondoyl-3-docosapentaenoyl-glycerol	131762496	BDXWQTHNAYHQOJ-DPGKJKDHSA-N
1-Erucoyl-2-osbondoyl-3-eicosadienoyl-glycerol	131762486	ZNYCMQJNCISMAD-PEMBIUPMSA-N
1-Erucoyl-2-osbondoyl-3-eicosapentaenoyl-glycerol	131762495	RXRXTRQEEDSAPZ-RUOXQRJYSA-N
1-Erucoyl-2-osbondoyl-3-eicsoatetraenoyl-glycerol	131762494	BPNIJKQSMGDODD-IHGIYPPKSA-N
1-Erucoyl-2-osbondoyl-3-erucoyl-glycerol	131762482	XLPXQWHROBXFQB-QEBORQJLSA-N
1-Erucoyl-2-osbondoyl-3-g-linolenoyl-glycerol	131762485	XZSZEZFAYYEODU-ZCSGALGFSA-N
1-Erucoyl-2-osbondoyl-3-homo-g-linolenoyl-glycerol	131762487	WDMBSGQGXHKVIA-CIOFKTSCSA-N
1-Erucoyl-2-osbondoyl-3-linoleoyl-glycerol	131762484	VCPPMPJARVUNOC-UUIRROELSA-N
1-Erucoyl-2-osbondoyl-3-nervonoyl-glycerol	131762483	WFMIPAYOMUXXKS-RQBTUDOTSA-N
1-Erucoyl-2-osbondoyl-3-osbondoyl-glycerol	131762491	OHDWZNXXUJXKPD-GTIZFQQKSA-N
1-Erucoyl-2-osbondoyl-3-stearidonoyl-glycerol	131762493	VGWGYSXLNVQLCF-QZFCKTDXSA-N
1-Erucoyl-2-palmitoleoyl-3-adrenoyl-glycerol	131762275	ZNAJMOCCTZFALW-WQUMFGDKSA-N
1-Erucoyl-2-palmitoleoyl-3-arachidonoyl-glycerol	131762273	BSVHWBLKWKRAQS-FHVHSEEWSA-N
1-Erucoyl-2-palmitoleoyl-3-docosadienoyl-glycerol	131762274	KGIVQHRXQYBBBF-DQNLWXPUSA-N
1-Erucoyl-2-palmitoleoyl-3-docosahexaenoyl-glycerol	131762282	CEJOBDUANZCCOB-IHIVVMQCSA-N
1-Erucoyl-2-palmitoleoyl-3-eicosadienoyl-glycerol	131762271	ZQAVPFDERBCAHC-DEDAJHKLSA-N
1-Erucoyl-2-palmitoleoyl-3-eicosapentaenoyl-glycerol	131762280	OPGHCYSDCFYWNL-HFBAINLFSA-N
1-Erucoyl-2-palmitoleoyl-3-eicsoatetraenoyl-glycerol	131762279	FRRKPYVDPOQKFS-RNBRVHEASA-N
1-Erucoyl-2-palmitoleoyl-3-erucoyl-glycerol	131762267	WCCRVFFTKSGKIN-CABVQDRLSA-N
1-Erucoyl-2-palmitoleoyl-3-homo-g-linolenoyl-glycerol	131762272	KZXLLQBCWOQVCA-SNINAQTPSA-N
1-Erucoyl-2-palmitoleoyl-3-linoleoyl-glycerol	131762269	WLGHJCANMJGWAQ-ZFGSSVMHSA-N
1-Erucoyl-2-palmitoleoyl-3-nervonoyl-glycerol	131762268	BDZCGRCNSASJEN-QFLDDGFBSA-N
1-Erucoyl-2-palmitoleoyl-sn-glycerol	53478386	MOOFSNCSOBPSIA-NFIJARSKSA-N
1-Erucoyl-2-palmitoyl-3-a-linolenoyl-glycerol	131762183	VXWBPBLJTDLGRY-KJYLDBSOSA-N
