DiseaseID	DiseaseName	ALLIANCE	BioMuta	ClinGen	ClinVar	COSMIC	CTDbase	DISEASES	DisGeNET	DOID	EFO	G2P	GenCC	GEO	GWAS	HPO	KEGG	MedGen	OMIM	OncoMX	OpenTargetsPlatform	Pharos	RepoDB	SIDER	TTD	Sum	Combinations
UMLS:C0004153	atherosclerosis	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	14.0	1,4,7,8,9,10,13,14,15,17,20,21,22,23
UMLS:C0004153	atherosclerosis	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	14.0	1,4,7,8,9,10,13,14,15,17,20,21,22,23
UMLS:C0004153	atherosclerosis	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	14.0	1,4,7,8,9,10,13,14,15,17,20,21,22,23
UMLS:C0004153	atherosclerosis	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	14.0	1,4,7,8,9,10,13,14,15,17,20,21,22,23
UMLS:C0004153	atherosclerosis	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	14.0	1,4,7,8,9,10,13,14,15,17,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004238	atrial fibrillation	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,14,15,17,18,20,21,22,23
UMLS:C0004245	atrioventricular block	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,12,14,15,17,20,21,22,23
UMLS:C0004352	autistic disorder	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,11,13,15,16,17,18,21,22,23
UMLS:C0004352	autistic disorder	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,11,13,15,16,17,18,21,22,23
UMLS:C0004364	immune system disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	16.0	1,4,6,7,8,9,10,12,15,16,17,18,20,21,22,23
UMLS:C0004364	immune system disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	16.0	1,4,6,7,8,9,10,12,15,16,17,18,20,21,22,23
UMLS:C0004364	immune system disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	16.0	1,4,6,7,8,9,10,12,15,16,17,18,20,21,22,23
UMLS:C0004364	immune system disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	16.0	1,4,6,7,8,9,10,12,15,16,17,18,20,21,22,23
UMLS:C0004364	immune system disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	16.0	1,4,6,7,8,9,10,12,15,16,17,18,20,21,22,23
UMLS:C0004364	immune system disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	16.0	1,4,6,7,8,9,10,12,15,16,17,18,20,21,22,23
UMLS:C0004364	immune system disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	16.0	1,4,6,7,8,9,10,12,15,16,17,18,20,21,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004604	Back pain	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	4,8,10,14,15,20,22,23
UMLS:C0004610	bacterial sepsis	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	14.0	1,4,6,7,8,9,10,14,15,17,20,21,22,23
UMLS:C0004610	bacterial sepsis	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	14.0	1,4,6,7,8,9,10,14,15,17,20,21,22,23
UMLS:C0004610	bacterial sepsis	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	14.0	1,4,6,7,8,9,10,14,15,17,20,21,22,23
UMLS:C0004610	bacterial sepsis	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	14.0	1,4,6,7,8,9,10,14,15,17,20,21,22,23
UMLS:C0004610	bacterial sepsis	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	14.0	1,4,6,7,8,9,10,14,15,17,20,21,22,23
UMLS:C0004610	bacterial sepsis	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	14.0	1,4,6,7,8,9,10,14,15,17,20,21,22,23
UMLS:C0004610	bacterial sepsis	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	14.0	1,4,6,7,8,9,10,14,15,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
UMLS:C0004623	bacterial infectious disease	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	15.0	1,4,6,7,8,9,10,13,14,16,17,20,21,22,23
