DiseaseID	DiseaseName	has_db_xref
HP:0001541	Ascites	UMLS:C0003962|MSH:D001201|SNOMEDCT_US:389026000
HP:0001543	Gastroschisis	MSH:D020139|MEDDRA:10018046|SNOMEDCT_US:72951007|UMLS:C0265706
HP:0001544	Prominent umbilicus	UMLS:C1837795
HP:0001545	Anteriorly placed anus	UMLS:C1838705
HP:0001547	Abnormal rib cage morphology	UMLS:C4025763
HP:0001548	Overgrowth	UMLS:C3150281|UMLS:C1851731|UMLS:C1849265
HP:0001549	Abnormal ileum morphology	UMLS:C4025762
HP:0001551	Abnormal umbilicus morphology	UMLS:C1849338
HP:0001552	Barrel-shaped chest	UMLS:C0264172|SNOMEDCT_US:24228002
HP:0001555	Asymmetry of the thorax	UMLS:C1858033
HP:0001557	Prenatal movement abnormality	UMLS:C1849510
HP:0001558	Decreased fetal movement	UMLS:C0235659|SNOMEDCT_US:276369006
HP:0001560	Abnormality of the amniotic fluid	SNOMEDCT_US:42170009|UMLS:C0266781
HP:0001561	Polyhydramnios	UMLS:C0020224|MSH:D006831|SNOMEDCT_US:86203003
HP:0001562	Oligohydramnios	UMLS:C0079924|UMLS:C3550658|SNOMEDCT_US:59566000|MSH:D016104
HP:0001563	Fetal polyuria	UMLS:C1865279
HP:0001566	Widely-spaced maxillary central incisors	UMLS:C4280252|UMLS:C1845110|UMLS:C1835762
HP:0001571	Multiple impacted teeth	UMLS:C4280593|UMLS:C1839965
HP:0001572	Macrodontia	UMLS:C0266036|UMLS:C4280592|SNOMEDCT_US:71485000|UMLS:C4280591|UMLS:C4280590
HP:0001574	Abnormality of the integument	UMLS:C4025761
HP:0001575	obsolete Mood changes	
HP:0001579	Primary hypercortisolism	UMLS:C1968852|UMLS:C4025760
HP:0001580	Pigmented micronodular adrenocortical disease	UMLS:C1968851
HP:0001581	Recurrent skin infections	UMLS:C1853193
HP:0001582	Redundant skin	UMLS:C0581342|SNOMEDCT_US:201093004
HP:0001583	Rotary nystagmus	SNOMEDCT_US:95783006|UMLS:C0240595|MSH:D009759|SNOMEDCT_US:44526006
HP:0001586	Vesicovaginal fistula	MSH:D014719|UMLS:C0042582|SNOMEDCT_US:89405008
HP:0001587	obsolete Primary ovarian failure	
HP:0001591	Bell-shaped thorax	UMLS:C1865186
HP:0001592	Selective tooth agenesis	UMLS:C4280251|UMLS:C1970308
HP:0001593	Maxillary lateral incisor microdontia	UMLS:C4280588|UMLS:C1845111|UMLS:C4280589
HP:0001595	Abnormal hair morphology	UMLS:C0157733|UMLS:C2677869
HP:0001596	Alopecia	SNOMEDCT_US:278040002|UMLS:C0002170|MSH:D000505|SNOMEDCT_US:56317004|MEDDRA:10001760
HP:0001597	Abnormality of the nail	MSH:D009260|MSH:D009264|SNOMEDCT_US:17790008|UMLS:C0853087|UMLS:C0027339
HP:0001598	Concave nail	UMLS:C0221261|SNOMEDCT_US:66270006
HP:0001600	Abnormality of the larynx	UMLS:C4021777
HP:0001601	Laryngomalacia	UMLS:C0264303|SNOMEDCT_US:38086007|MSH:D055092
HP:0001602	Laryngeal stenosis	UMLS:C0023075|SNOMEDCT_US:75547007|MSH:D007829
HP:0001604	Vocal cord paresis	UMLS:C1853729|UMLS:C0751576|UMLS:C1843187|SNOMEDCT_US:445424004|MSH:D014826|UMLS:C1832690|SNOMEDCT_US:302912005
HP:0001605	Vocal cord paralysis	UMLS:C0042928|MSH:D014826|SNOMEDCT_US:302912005|UMLS:C1854345
HP:0001606	obsolete Vocal cord paralysis (caused by tumor impingement)	
HP:0001607	Subglottic stenosis	SNOMEDCT_US:22668006|UMLS:C0238441
HP:0001608	Abnormality of the voice	UMLS:C4021776
HP:0001609	Hoarse voice	SNOMEDCT_US:50219008|MSH:D006685|UMLS:C0019825|UMLS:C1854348
HP:0001611	Nasal speech	UMLS:C0566620|SNOMEDCT_US:289190003|UMLS:C0454555|SNOMEDCT_US:229645001
HP:0001612	Weak cry	SNOMEDCT_US:2120003|UMLS:C0234860
HP:0001613	obsolete Hoarse voice (caused by tumor impingement)	
HP:0001615	Hoarse cry	UMLS:C2678303
HP:0001618	Dysphonia	SNOMEDCT_US:47004009|UMLS:C1527344|MSH:D055154
HP:0001620	High pitched voice	SNOMEDCT_US:51406002|UMLS:C0241703
HP:0001621	Weak voice	MSH:D014832|SNOMEDCT_US:8614008|SNOMEDCT_US:34527004|UMLS:C0521007|UMLS:C0241700
HP:0001622	Premature birth	UMLS:C0151526|SNOMEDCT_US:367494004|UMLS:C0233315|SNOMEDCT_US:282020008|MSH:D047928|SNOMEDCT_US:49550006
HP:0001623	Breech presentation	SNOMEDCT_US:249101006|SNOMEDCT_US:6096002|UMLS:C0006157|MSH:D001946
HP:0001626	Abnormality of the cardiovascular system	SNOMEDCT_US:49601007|UMLS:C0243050|UMLS:C0007222|MSH:D018376|MSH:D002318
HP:0001627	Abnormal heart morphology	UMLS:C0018798|SNOMEDCT_US:13213009|UMLS:C0152021|MSH:D006330
HP:0001629	Ventricular septal defect	UMLS:C0018818|MSH:D006345|Fyler:1300|SNOMEDCT_US:253549006|SNOMEDCT_US:30288003
HP:0001631	Atrial septal defect	ICD-10:Q21.1|SNOMEDCT_US:253366007|UMLS:C0018817|SNOMEDCT_US:70142008|SNOMEDCT_US:405752007|MSH:D006344|Fyler:2050
HP:0001633	Abnormal mitral valve morphology	UMLS:C4025759
HP:0001634	Mitral valve prolapse	MSH:D008945|SNOMEDCT_US:8074002|SNOMEDCT_US:409712001|Fyler:1533|UMLS:C0026267
HP:0001635	Congestive heart failure	MSH:D006333|UMLS:C0018801|UMLS:C0018802|SNOMEDCT_US:42343007|SNOMEDCT_US:84114007
HP:0001636	Tetralogy of Fallot	MSH:D013771|UMLS:C0039685|SNOMEDCT_US:86299006|ICD-10:Q21.3
HP:0001637	Abnormal myocardium morphology	UMLS:C4025758
HP:0001638	Cardiomyopathy	Fyler:1840|UMLS:C0878544|MSH:D009202|SNOMEDCT_US:85898001|SNOMEDCT_US:57809008
HP:0001639	Hypertrophic cardiomyopathy	UMLS:C0007194|MSH:D002312|SNOMEDCT_US:45227007|SNOMEDCT_US:233873004
HP:0001640	Cardiomegaly	UMLS:C0018800|MSH:D006332|SNOMEDCT_US:8186001
HP:0001641	Abnormal pulmonary valve morphology	Fyler:1602|Fyler:1600|SNOMEDCT_US:448643005|UMLS:C3164374
HP:0001642	Pulmonic stenosis	MSH:D011666|UMLS:C1956257|SNOMEDCT_US:56786000|Fyler:1611
HP:0001643	Patent ductus arteriosus	Fyler:2100|MSH:D004374|SNOMEDCT_US:83330001|UMLS:C0013274
HP:0001644	Dilated cardiomyopathy	Fyler:1843|MSH:D002311|SNOMEDCT_US:195021004|UMLS:C0007193|SNOMEDCT_US:399020009
HP:0001645	Sudden cardiac death	UMLS:C0085298|MSH:D016757|SNOMEDCT_US:95281009
HP:0001646	Abnormal aortic valve morphology	SNOMEDCT_US:448743001|Fyler:1408|Fyler:1400|UMLS:C3164445
HP:0001647	Bicuspid aortic valve	UMLS:C0149630|MSH:C562388|SNOMEDCT_US:72352009
HP:0001648	Cor pulmonale	SNOMEDCT_US:274096000|UMLS:C0034072|SNOMEDCT_US:83291003|MSH:D011660
HP:0001649	Tachycardia	MSH:D013610|UMLS:C0039231|SNOMEDCT_US:3424008|SNOMEDCT_US:86651002|UMLS:C4020868
HP:0001650	Aortic valve stenosis	SNOMEDCT_US:60573004|UMLS:C0003507|Fyler:1411|MSH:D001024
HP:0001651	Dextrocardia	MSH:D003914|EPCC:02.01.02|UMLS:C0011813|Fyler:0110|ICD-10:Q24.0|Fyler:110|SNOMEDCT_US:27637000
HP:0001653	Mitral regurgitation	UMLS:C3551535|Fyler:1151|UMLS:C0026266|SNOMEDCT_US:48724000|MSH:D008944
HP:0001654	Abnormal heart valve morphology	UMLS:C0018824|SNOMEDCT_US:368009|UMLS:C0241654|MSH:D006349
HP:0001655	Patent foramen ovale	SNOMEDCT_US:204317008|UMLS:C0016522|MSH:D054092|Fyler:2020|ICD-10:Q21.1
HP:0001657	Prolonged QT interval	SNOMEDCT_US:111975006|UMLS:C0151878
HP:0001658	Myocardial infarction	SNOMEDCT_US:22298006|UMLS:C0027051|MSH:D009203
HP:0001659	Aortic regurgitation	UMLS:C0003504|MSH:D001022|SNOMEDCT_US:60234000
HP:0001660	Truncus arteriosus	MSH:D014338|Fyler:0500|SNOMEDCT_US:58140002|UMLS:C0041206|Fyler:500|ICD-10:Q20.0|UMLS:C4020867
HP:0001662	Bradycardia	UMLS:C0428977|SNOMEDCT_US:48867003|MSH:D001919
HP:0001663	Ventricular fibrillation	MSH:D014693|SNOMEDCT_US:71908006|UMLS:C0042510
HP:0001664	Torsade de pointes	MSH:D016171|UMLS:C0040479|SNOMEDCT_US:31722008
HP:0001667	Right ventricular hypertrophy	Fyler:3609|MSH:D017380|SNOMEDCT_US:89792004|UMLS:C0162770
HP:0001669	Transposition of the great arteries	SNOMEDCT_US:204296002|UMLS:C3536741|SNOMEDCT_US:26146002
HP:0001670	Asymmetric septal hypertrophy	UMLS:C0205700
HP:0001671	Abnormal cardiac septum morphology	MSH:D006343|SNOMEDCT_US:59494005|SNOMEDCT_US:396351009|SNOMEDCT_US:253273004|UMLS:C0018816
HP:0001673	obsolete Tachycardia (with pheochromocytoma)	
HP:0001674	Complete atrioventricular canal defect	Fyler:1120
HP:0001675	obsolete Rhythm disturbances associated with pheochromocytoma	
HP:0001676	obsolete Palpitations (with pheochromocytoma)	
HP:0001677	Coronary artery atherosclerosis	SNOMEDCT_US:414024009|UMLS:C1956346|MSH:D003324|SNOMEDCT_US:53741008
HP:0001678	Atrioventricular block	MSH:D054537|SNOMEDCT_US:233917008|UMLS:C0004245|UMLS:C1841659
HP:0001679	Abnormal aortic morphology	Fyler:1453|UMLS:C4025756
HP:0001680	Coarctation of aorta	SNOMEDCT_US:7305005|MSH:D001017|UMLS:C0003492
HP:0001681	Angina pectoris	SNOMEDCT_US:194828000|SNOMEDCT_US:225566008|UMLS:C0002962|MSH:D000787
HP:0001682	Subvalvular aortic stenosis	UMLS:C0340375|MSH:D001020|SNOMEDCT_US:204368006
HP:0001683	Ectopia cordis	UMLS:C0013580|SNOMEDCT_US:78250005|Fyler:170|MSH:D054083|Fyler:0170
HP:0001684	Secundum atrial septal defect	SNOMEDCT_US:204315000|MSH:D006344|Fyler:2000|ICD-10:Q21.1|UMLS:C0344724
HP:0001685	Myocardial fibrosis	UMLS:C0151654
HP:0001686	Loss of voice	MSH:D001044|SNOMEDCT_US:44564008|SNOMEDCT_US:441913003|UMLS:C0003564
HP:0001688	Sinus bradycardia	SNOMEDCT_US:49710005|UMLS:C0085610|Fyler:7013
HP:0001691	Muscular subvalvular aortic stenosis	UMLS:C3887554
HP:0001692	Atrial arrhythmia	UMLS:C0085611|SNOMEDCT_US:17366009|UMLS:C4025755
HP:0001693	Cardiac shunt	UMLS:C0232180|SNOMEDCT_US:442119001
HP:0001694	Right-to-left shunt	UMLS:C0428871|SNOMEDCT_US:79692001
HP:0001695	Cardiac arrest	SNOMEDCT_US:410429000|UMLS:C0018790|MSH:D006323|SNOMEDCT_US:397829000
HP:0001696	Situs inversus totalis	MSH:D012857|SNOMEDCT_US:24614000|SNOMEDCT_US:27317008|Fyler:0100|Fyler:100|SNOMEDCT_US:14821001|MSH:D059446|UMLS:C0266642|UMLS:C0037221|SNOMEDCT_US:43876007
HP:0001697	Abnormal pericardium morphology	Fyler:1900|UMLS:C4025754
HP:0001698	Pericardial effusion	UMLS:C0031039|Fyler:1940|SNOMEDCT_US:373945007|MSH:D010490
HP:0001699	Sudden death	UMLS:C0011071|SNOMEDCT_US:26636000|MSH:D003645
HP:0001700	Myocardial necrosis	SNOMEDCT_US:251061000|UMLS:C1442837
HP:0001701	Pericarditis	SNOMEDCT_US:3238004|MSH:D010493|UMLS:C0031046
HP:0001702	Abnormal tricuspid valve morphology	EPCC:06.01.00|UMLS:C4025753
HP:0001704	Tricuspid valve prolapse	Fyler:1733|UMLS:C0040962|SNOMEDCT_US:253383003|MSH:D014263
HP:0001705	Right ventricular outlet tract obstruction	MSH:D014694|UMLS:C0035619
HP:0001706	Endocardial fibroelastosis	MSH:D004695|UMLS:C0014117|SNOMEDCT_US:65457005
HP:0001707	Abnormal right ventricle morphology	UMLS:C0344887|Fyler:1820|SNOMEDCT_US:253516002
HP:0001708	Right ventricular failure	UMLS:C2939447|MSH:D006333|SNOMEDCT_US:128404006|SNOMEDCT_US:367363000|UMLS:C0235527
HP:0001709	Third degree atrioventricular block	SNOMEDCT_US:27885002|UMLS:C0151517
HP:0001710	Conotruncal defect	UMLS:C1853238
HP:0001711	Abnormal left ventricle morphology	SNOMEDCT_US:253535002|Fyler:1810|UMLS:C0344905
HP:0001712	Left ventricular hypertrophy	SNOMEDCT_US:55827005|Fyler:3608|UMLS:C0149721|MSH:D017379
HP:0001713	Abnormal cardiac ventricle morphology	UMLS:C4025752
HP:0001714	Ventricular hypertrophy	UMLS:C0340279|SNOMEDCT_US:266249003
HP:0001716	Wolff-Parkinson-White syndrome	SNOMEDCT_US:74390002|UMLS:C0043202|MSH:D014927
HP:0001717	Coronary artery calcification	UMLS:C1611184|SNOMEDCT_US:445512009
HP:0001718	Mitral stenosis	EPCC:06.02.92|MSH:D008946|ICD-10:Q23.2|UMLS:C0026269|SNOMEDCT_US:79619009|Fyler:1511
HP:0001719	Double outlet right ventricle	SNOMEDCT_US:7484005|MSH:D004310|Fyler:606|Fyler:600|UMLS:C0013069
HP:0001722	High-output congestive heart failure	UMLS:C0742747
HP:0001723	Restrictive cardiomyopathy	MSH:D002313|UMLS:C0007196|SNOMEDCT_US:415295002|SNOMEDCT_US:90828009
HP:0001724	obsolete Aortic dilatation	
HP:0001726	obsolete Increased prevalence of valvular disease	
HP:0001727	Thromboembolic stroke	UMLS:C1112433
HP:0001730	Progressive hearing impairment	UMLS:C1842138
HP:0001732	Abnormality of the pancreas	SNOMEDCT_US:3855007|UMLS:C0030286|UMLS:C4025751|MSH:D010182
HP:0001733	Pancreatitis	UMLS:C0030305|MSH:D010195|SNOMEDCT_US:75694006
HP:0001734	Annular pancreas	MSH:C536376|SNOMEDCT_US:40315008|UMLS:C0149955
HP:0001735	Acute pancreatitis	SNOMEDCT_US:197456007|UMLS:C0001339
HP:0001737	Pancreatic cysts	MSH:D010181|UMLS:C0030283|UMLS:C1860394|SNOMEDCT_US:31258000
HP:0001738	Exocrine pancreatic insufficiency	UMLS:C0267963|SNOMEDCT_US:37992001|SNOMEDCT_US:47367009|UMLS:C0030293|MSH:D010188
HP:0001739	Abnormal nasopharynx morphology	UMLS:C4025750
HP:0001741	Phimosis	UMLS:C0345326|SNOMEDCT_US:253854008
HP:0001742	Nasal congestion	SNOMEDCT_US:68235000|UMLS:C0027424|SNOMEDCT_US:267100006|SNOMEDCT_US:232209000|UMLS:C0027429|MSH:D015508
HP:0001743	Abnormality of the spleen	UMLS:C4025749
HP:0001744	Splenomegaly	UMLS:C0038002|SNOMEDCT_US:16294009|MSH:D013163
HP:0001746	Asplenia	UMLS:C0600031|SNOMEDCT_US:702624008|Fyler:4771|SNOMEDCT_US:93030006|SNOMEDCT_US:707147002
HP:0001747	Accessory spleen	UMLS:C0266631|SNOMEDCT_US:10362008|Fyler:4772
HP:0001748	Polysplenia	UMLS:C1856659
HP:0001750	Single ventricle	Fyler:0200|UMLS:C0152424|SNOMEDCT_US:45503006|Fyler:200
HP:0001751	Vestibular dysfunction	UMLS:C1843865
HP:0001756	Vestibular hypofunction	UMLS:C1848606
HP:0001757	High-frequency sensorineural hearing impairment	UMLS:C4021775
HP:0001760	Abnormal foot morphology	MSH:D005530|UMLS:C0016506|SNOMEDCT_US:229844004
HP:0001761	Pes cavus	MEDDRA:10034743|UMLS:C0728829|SNOMEDCT_US:205091006
HP:0001762	Talipes equinovarus	SNOMEDCT_US:397932003|SNOMEDCT_US:249808002|UMLS:C0009081|MEDDRA:10043106|Fyler:4171|MSH:D003025
HP:0001763	Pes planus	SNOMEDCT_US:203534009|MSH:D005413|UMLS:C0264133|SNOMEDCT_US:53226007|UMLS:C0016202
HP:0001765	Hammertoe	UMLS:C1136179|SNOMEDCT_US:122481008|MSH:D037801
HP:0001769	Broad foot	UMLS:C1866241
HP:0001770	Toe syndactyly	UMLS:C0265660|SNOMEDCT_US:32113001
HP:0001771	Achilles tendon contracture	SNOMEDCT_US:203076007|UMLS:C0410264
HP:0001772	Talipes equinovalgus	SNOMEDCT_US:68284008|MSH:D004863|UMLS:C4020866|UMLS:C0265642
HP:0001773	Short foot	UMLS:C1848673
HP:0001775	Tarsal osteovalgus	UMLS:C4025748
HP:0001776	Bilateral talipes equinovarus	UMLS:C1837835
HP:0001780	Abnormality of toe	UMLS:C2674738
HP:0001782	Bulbous tips of toes	UMLS:C4025747
HP:0001783	Broad metatarsal	UMLS:C1842231|UMLS:C1850161
HP:0001785	Ankle swelling	UMLS:C0235439|SNOMEDCT_US:26237000|SNOMEDCT_US:267039000
HP:0001786	Narrow foot	UMLS:C0576227|SNOMEDCT_US:299464006
HP:0001787	Abnormal delivery	SNOMEDCT_US:274127000|UMLS:C0549629
HP:0001788	Premature rupture of membranes	SNOMEDCT_US:237266003|SNOMEDCT_US:44223004|UMLS:C0015944|MSH:D005322
HP:0001789	Hydrops fetalis	UMLS:C0020305|SNOMEDCT_US:276508000|MSH:D015160
HP:0001790	Nonimmune hydrops fetalis	SNOMEDCT_US:276509008|SNOMEDCT_US:206538000|UMLS:C0455988|MSH:D015160
HP:0001791	Fetal ascites	SNOMEDCT_US:363125002|UMLS:C1285291
HP:0001792	Small nail	SNOMEDCT_US:11375002|UMLS:C0263523
HP:0001795	Hyperconvex nail	UMLS:C0423807|SNOMEDCT_US:247487009
HP:0001798	Anonychia	UMLS:C0265998|SNOMEDCT_US:23610003|MSH:C536377
HP:0001799	Short nail	UMLS:C0423808|SNOMEDCT_US:247488004
HP:0001800	Hypoplastic toenails	UMLS:C1837279
HP:0001802	Absent toenail	UMLS:C1844555
HP:0001803	Nail pits	MEDDRA:10028702|SNOMEDCT_US:89704006|UMLS:C0150993
HP:0001804	Hypoplastic fingernail	UMLS:C1856786
HP:0001805	Onychogryposis	SNOMEDCT_US:52897009|UMLS:C0263537
HP:0001806	Onycholysis	SNOMEDCT_US:75789001|MEDDRA:10030337|UMLS:C0085661|MSH:D054039
HP:0001807	Ridged nail	UMLS:C0423820|SNOMEDCT_US:271768001
HP:0001808	Fragile nails	UMLS:C1856963
HP:0001809	Split nail	UMLS:C0263530|SNOMEDCT_US:85136002
HP:0001810	Dystrophic toenail	UMLS:C1833225
HP:0001812	Hyperconvex fingernails	UMLS:C1844825
HP:0001814	Deep-set nails	UMLS:C3277753
HP:0001816	Thin nail	UMLS:C0423823|SNOMEDCT_US:63829008
HP:0001817	Absent fingernail	UMLS:C1844554
HP:0001818	Paronychia	UMLS:C0030578|MEDDRA:10034016|SNOMEDCT_US:71906005|MSH:D010304
HP:0001820	Leukonychia	MEDDRA:10050658|UMLS:C0240182|SNOMEDCT_US:111202002
HP:0001821	Broad nail	UMLS:C1843112
HP:0001822	Hallux valgus	UMLS:C0006386|MSH:D000071378|MSH:D006215|SNOMEDCT_US:415692008|UMLS:C0018536|SNOMEDCT_US:122480009
HP:0001824	Weight loss	MSH:D015431|SNOMEDCT_US:262285001|SNOMEDCT_US:89362005|SNOMEDCT_US:161832001|UMLS:C1262477
HP:0001827	Genital tract atresia	UMLS:C4025746
HP:0001829	Foot polydactyly	SNOMEDCT_US:62218008|UMLS:C0158734
HP:0001830	Postaxial foot polydactyly	UMLS:C4020865|UMLS:C2112129
HP:0001831	Short toe	UMLS:C1836195
HP:0001832	Abnormal metatarsal morphology	UMLS:C4025745
HP:0001833	Long foot	SNOMEDCT_US:299462005|UMLS:C0576225
HP:0001836	Camptodactyly of toe	UMLS:C4021774
HP:0001837	Broad toe	UMLS:C1865038
HP:0001838	Rocker bottom foot	UMLS:C0240912|MEDDRA:10066242|SNOMEDCT_US:205359003|MSH:D005413|MSH:C536345|SNOMEDCT_US:205082007
HP:0001839	Split foot	SNOMEDCT_US:205358006|UMLS:C0432028
HP:0001840	Metatarsus adductus	UMLS:C0231791|MSH:D000070592|UMLS:C4082169|SNOMEDCT_US:77599005
HP:0001841	Preaxial foot polydactyly	UMLS:C1866339|MSH:C566632|UMLS:C2112942
HP:0001842	Foot acroosteolysis	UMLS:C4025744
HP:0001844	Abnormality of the hallux	UMLS:C4021773
HP:0001845	Overlapping toe	UMLS:C0920299|SNOMEDCT_US:203541003
HP:0001847	Long hallux	UMLS:C1864375
HP:0001848	Calcaneovalgus deformity	UMLS:C1860450
HP:0001849	Foot oligodactyly	SNOMEDCT_US:249820005|UMLS:C0426934
HP:0001850	Abnormality of the tarsal bones	UMLS:C1862136
HP:0001852	Sandal gap	UMLS:C1840069
HP:0001853	Bifid distal phalanx of toe	UMLS:C4021772
HP:0001854	Podagra	SNOMEDCT_US:67148009|UMLS:C0221168
HP:0001857	Short distal phalanx of toe	UMLS:C4021771
HP:0001859	Distal foot symphalangism	UMLS:C4025743
HP:0001862	obsolete Acral ulceration and osteomyelitis leading to autoamputation of the digits (feet)	
HP:0001863	Toe clinodactyly	UMLS:C4280587|UMLS:C4021770
HP:0001864	Clinodactyly of the 5th toe	UMLS:C4280586|UMLS:C4025741
HP:0001868	Autoamputation of foot	UMLS:C4025740
HP:0001869	Deep plantar creases	UMLS:C1857953
HP:0001870	Acroosteolysis of distal phalanges (feet)	UMLS:C4025739
HP:0001871	Abnormality of blood and blood-forming tissues	UMLS:C0850715|UMLS:C0018939|SNOMEDCT_US:191124002|UMLS:C4020864|MSH:D006402|SNOMEDCT_US:34093004
HP:0001872	Abnormal thrombocyte morphology	UMLS:C0040015|UMLS:C0151854|UMLS:C4020863|SNOMEDCT_US:127566005|SNOMEDCT_US:32942005|MSH:D013915
HP:0001873	Thrombocytopenia	MSH:D013921|UMLS:C0392386|SNOMEDCT_US:415116008|SNOMEDCT_US:302215000|UMLS:C0040034
HP:0001874	Abnormality of neutrophils	UMLS:C0427515|SNOMEDCT_US:250274006
HP:0001875	Neutropenia	SNOMEDCT_US:165517008|UMLS:C0853697
HP:0001876	Pancytopenia	SNOMEDCT_US:127034005|MSH:D010198|UMLS:C0030312
HP:0001877	Abnormal erythrocyte morphology	UMLS:C4020862|SNOMEDCT_US:12222001|UMLS:C0391870
HP:0001878	Hemolytic anemia	UMLS:C0002878|MSH:D000743|SNOMEDCT_US:61261009
HP:0001879	Abnormal eosinophil morphology	UMLS:C4025738
HP:0001880	Eosinophilia	MSH:D004802|UMLS:C0014457
HP:0001881	Abnormal leukocyte morphology	SNOMEDCT_US:24827003|SNOMEDCT_US:134199001|UMLS:C0152009
HP:0001882	Leukopenia	SNOMEDCT_US:84828003|MSH:D007970|UMLS:C0023530
HP:0001883	Talipes	SNOMEDCT_US:398309008|MSH:D000070558|UMLS:C3552713|UMLS:C1301937
HP:0001884	Talipes calcaneovalgus	SNOMEDCT_US:31668003|UMLS:C0152237|MSH:D005413|SNOMEDCT_US:205083002
HP:0001885	Short 2nd toe	UMLS:C4021769
HP:0001886	Foot osteomyelitis	UMLS:C4025737
HP:0001888	Lymphopenia	SNOMEDCT_US:48813009|UMLS:C0024312|MSH:D008231
HP:0001889	Megaloblastic anemia	SNOMEDCT_US:53165003|UMLS:C0002888|MSH:D000749
HP:0001890	Autoimmune hemolytic anemia	UMLS:C0002880|SNOMEDCT_US:413603009|MSH:D000744
HP:0001891	Iron deficiency anemia	UMLS:C0162316|MSH:D018798|SNOMEDCT_US:87522002
HP:0001892	Abnormal bleeding	SNOMEDCT_US:64779008|UMLS:C1458140|SNOMEDCT_US:248250000
HP:0001894	Thrombocytosis	SNOMEDCT_US:6631009|MSH:D013922|UMLS:C0857460|UMLS:C0836924|SNOMEDCT_US:415115007
HP:0001895	Normochromic anemia	UMLS:C0235983
HP:0001896	Reticulocytopenia	UMLS:C0858867|SNOMEDCT_US:124961001
HP:0001897	Normocytic anemia	SNOMEDCT_US:300980002|UMLS:C0085577
HP:0001898	Increased red blood cell mass	UMLS:C1853288
HP:0001899	Increased hematocrit	UMLS:C0239935
HP:0001900	Increased hemoglobin	SNOMEDCT_US:131141003|UMLS:C0549448
HP:0001901	Polycythemia	MSH:D011086|UMLS:C0032461|SNOMEDCT_US:109992005|UMLS:C1527405|SNOMEDCT_US:127062003
HP:0001902	Giant platelets	UMLS:C0333864|SNOMEDCT_US:44687006
HP:0001903	Anemia	SNOMEDCT_US:271737000|UMLS:C0002871|UMLS:C0162119|MSH:D000740|SNOMEDCT_US:165397008
HP:0001904	Neutropenia in presence of anti-neutropil antibodies	SNOMEDCT_US:234425008|UMLS:C0340971
HP:0001905	Congenital thrombocytopenia	UMLS:C0272278
HP:0001907	Thromboembolism	SNOMEDCT_US:13713005|SNOMEDCT_US:371039008|UMLS:C0040038|MSH:D016769|MSH:D013923|UMLS:C0085307
HP:0001908	Hypoplastic anemia	MSH:D000741|SNOMEDCT_US:167923006|SNOMEDCT_US:41614006|UMLS:C0178416
HP:0001909	Leukemia	SNOMEDCT_US:93143009|UMLS:C0023418|SNOMEDCT_US:129154003|UMLS:C0376545|SNOMEDCT_US:87163000|MSH:D019337|SNOMEDCT_US:269475001|MSH:D007938
HP:0001911	Abnormal granulocyte morphology	SNOMEDCT_US:250274006|UMLS:C0427515
HP:0001912	Abnormal basophil morphology	UMLS:C4025736
HP:0001913	Granulocytopenia	MSH:D000380|SNOMEDCT_US:17182001|SNOMEDCT_US:417672002|UMLS:C0001824
HP:0001915	Aplastic anemia	SNOMEDCT_US:304132006|UMLS:C0002874|SNOMEDCT_US:306058006|MSH:D000741
HP:0001917	Renal amyloidosis	UMLS:C0268382|SNOMEDCT_US:48713002
HP:0001919	Acute kidney injury	SNOMEDCT_US:14669001|MSH:D058186|SNOMEDCT_US:14350001000004108|UMLS:C2609414|UMLS:C0022660
HP:0001920	Renal artery stenosis	SNOMEDCT_US:282664001|SNOMEDCT_US:302233006|Fyler:2634|MSH:D012078|UMLS:C0035067
HP:0001922	Vacuolated lymphocytes	UMLS:C1836855
HP:0001923	Reticulocytosis	MSH:D045262|UMLS:C0206160|SNOMEDCT_US:46049004
HP:0001924	Sideroblastic anemia	MSH:D000756|SNOMEDCT_US:41841004|UMLS:C0002896
HP:0001927	Acanthocytosis	UMLS:C0687751|SNOMEDCT_US:250249008
HP:0001928	Abnormality of coagulation	SNOMEDCT_US:362970003|UMLS:C0019087|MSH:D006474|UMLS:C1846821|SNOMEDCT_US:64779008|UMLS:C0005779|MSH:D001778
HP:0001929	Reduced factor XI activity	UMLS:C0015523|SNOMEDCT_US:49762007|MSH:D005173
HP:0001930	Nonspherocytic hemolytic anemia	UMLS:C4025735
HP:0001931	Hypochromic anemia	SNOMEDCT_US:44452003|MSH:D000747|UMLS:C0002884
HP:0001933	Subcutaneous hemorrhage	UMLS:C0854107
HP:0001934	Persistent bleeding after trauma	UMLS:C1844374
HP:0001935	Microcytic anemia	SNOMEDCT_US:234349007|UMLS:C0085576|MSH:C562385
HP:0001937	Microangiopathic hemolytic anemia	MSH:D000743|UMLS:C0221021|SNOMEDCT_US:51071000
HP:0001939	Abnormality of metabolism/homeostasis	UMLS:C4021768
HP:0001941	Acidosis	MSH:D000138|UMLS:C0001122|SNOMEDCT_US:51387008
HP:0001942	Metabolic acidosis	MSH:D000138|UMLS:C0220981|SNOMEDCT_US:59455009
HP:0001943	Hypoglycemia	UMLS:C0020615|SNOMEDCT_US:302866003|SNOMEDCT_US:237630007|SNOMEDCT_US:271327008|MSH:D007003
HP:0001944	Dehydration	UMLS:C0011175|MSH:D003681|SNOMEDCT_US:34095006
